source_file,group_number,line_number,statement
raw_statements/email_statements_ar.csv,17,3423,تقدم الحملات السياسية أحيانًا البضائع مقابل التبرعات.
raw_statements/email_statements_ar.csv,18,2052,تهدف القروض المخصصة لأصحاب الأعمال الصغيرة المتأثرين بالوباء إلى إنقاذ الوظائف.
raw_statements/email_statements_ar.csv,18,2379,تهدف القروض المخصصة لأصحاب الأعمال الصغيرة المتأثرين بالوباء إلى إنقاذ الوظائف.
raw_statements/email_statements_ar.csv,19,1918,حماية البيئة هي مصدر قلق لبعض الأفراد.
raw_statements/email_statements_ar.csv,19,2176,حماية البيئة هي مصدر قلق لبعض الأفراد.
raw_statements/email_statements_ar.csv,20,576,حماية الضمان الاجتماعي والرعاية الطبية مهمة لكثير من الناس.
raw_statements/email_statements_ar.csv,20,1891,حماية الضمان الاجتماعي والرعاية الطبية مهمة لكثير من الناس.
raw_statements/email_statements_ar.csv,21,697,رسائل البريد الإلكتروني هي طريقة شائعة للحملات السياسية للتواصل مع المؤيدين.
raw_statements/email_statements_ar.csv,21,3049,رسائل البريد الإلكتروني هي طريقة شائعة للحملات السياسية للتواصل مع المؤيدين.
raw_statements/email_statements_ar.csv,22,687,رسائل البريد الإلكتروني هي طريقة شائعة للسياسيين للتواصل مع المؤيدين وطلب التبرعات.
raw_statements/email_statements_ar.csv,22,3148,رسائل البريد الإلكتروني هي طريقة شائعة للسياسيين للتواصل مع المؤيدين وطلب التبرعات.
raw_statements/email_statements_ar.csv,23,268,رسائل البريد الإلكتروني هي طريقة شائعة للسياسيين للتواصل مع المؤيدين.
raw_statements/email_statements_ar.csv,23,3323,رسائل البريد الإلكتروني هي طريقة شائعة للسياسيين للتواصل مع المؤيدين.
raw_statements/email_statements_ar.csv,24,318,رفض المناقشة يحرم الناخبين من فرصة التعرف على المرشحين.
raw_statements/email_statements_ar.csv,24,3109,رفض المناقشة يحرم الناخبين من فرصة التعرف على المرشحين.
raw_statements/email_statements_ar.csv,25,1775,غالبًا ما تتواصل الحملات السياسية مع المؤيدين عبر البريد الإلكتروني.
raw_statements/email_statements_ar.csv,25,1835,غالبًا ما تتواصل الحملات السياسية مع المؤيدين عبر البريد الإلكتروني.
raw_statements/email_statements_ar.csv,26,2462,غالبًا ما تتواصل الحملات مع المؤيدين عبر البريد الإلكتروني.
raw_statements/email_statements_ar.csv,26,2692,غالبًا ما تتواصل الحملات مع المؤيدين عبر البريد الإلكتروني.
raw_statements/email_statements_ar.csv,27,304,غالبًا ما تطلب الحملات السياسية التبرعات.
raw_statements/email_statements_ar.csv,27,546,غالبًا ما تطلب الحملات السياسية التبرعات.
raw_statements/email_statements_ar.csv,28,20,غالبًا ما تطلب الحملات السياسية تبرعات لتمويل أنشطتها.
raw_statements/email_statements_ar.csv,28,845,غالبًا ما تطلب الحملات السياسية تبرعات لتمويل أنشطتها.
raw_statements/email_statements_ar.csv,29,40,غالبًا ما تطلب الحملات السياسية تبرعات لدعم جهودها.
raw_statements/email_statements_ar.csv,29,425,غالبًا ما تطلب الحملات السياسية تبرعات لدعم جهودها.
raw_statements/email_statements_ar.csv,30,661,غالبًا ما تطلب الحملات السياسية تبرعات من المؤيدين.
raw_statements/email_statements_ar.csv,30,1603,غالبًا ما تطلب الحملات السياسية تبرعات من المؤيدين.
raw_statements/email_statements_ar.csv,30,2293,غالبًا ما تطلب الحملات السياسية تبرعات من المؤيدين.
raw_statements/email_statements_ar.csv,31,622,غالبًا ما تطلب الحملات السياسية مساهمات من المؤيدين.
raw_statements/email_statements_ar.csv,31,3342,غالبًا ما تطلب الحملات السياسية مساهمات من المؤيدين.
raw_statements/email_statements_ar.csv,32,634,غالبًا ما تطلب الحملات تبرعات لدعم جهودها السياسية.
raw_statements/email_statements_ar.csv,32,2916,غالبًا ما تطلب الحملات تبرعات لدعم جهودها السياسية.
raw_statements/email_statements_ar.csv,33,236,غالبًا ما تطلب الحملات تبرعات لدعم جهودها.
raw_statements/email_statements_ar.csv,33,767,غالبًا ما تطلب الحملات تبرعات لدعم جهودها.
raw_statements/email_statements_ar.csv,34,564,غالبًا ما تعتمد الحملات السياسية على التبرعات من الأفراد.
raw_statements/email_statements_ar.csv,34,3329,غالبًا ما تعتمد الحملات السياسية على التبرعات من الأفراد.
raw_statements/email_statements_ar.csv,35,488,غالبًا ما تعتمد الحملات السياسية على الدعم الشعبي.
raw_statements/email_statements_ar.csv,35,579,غالبًا ما تعتمد الحملات السياسية على الدعم الشعبي.
raw_statements/email_statements_ar.csv,36,540,غالبًا ما تعتمد الحملات السياسية على تبرعات المؤيدين.
raw_statements/email_statements_ar.csv,36,3348,غالبًا ما تعتمد الحملات السياسية على تبرعات المؤيدين.
raw_statements/email_statements_ar.csv,37,2794,غالبًا ما تعتمد حملات إعادة الانتخاب على دعم الأفراد على مستوى القاعدة الشعبية.
raw_statements/email_statements_ar.csv,37,3375,غالبًا ما تعتمد حملات إعادة الانتخاب على دعم الأفراد على مستوى القاعدة الشعبية.
raw_statements/email_statements_ar.csv,38,821,غالبًا ما يطلب السياسيون التبرعات لدعم حملاتهم.
raw_statements/email_statements_ar.csv,38,3021,غالبًا ما يطلب السياسيون التبرعات لدعم حملاتهم.
raw_statements/email_statements_ar.csv,39,2223,غالبًا ما يكون لحملات جمع التبرعات مواعيد نهائية.
raw_statements/email_statements_ar.csv,39,3631,غالبًا ما يكون لحملات جمع التبرعات مواعيد نهائية.
raw_statements/email_statements_ar.csv,40,2318,غالبًا ما يكون للحملات السياسية مواعيد نهائية لجمع التبرعات.
raw_statements/email_statements_ar.csv,40,3072,غالبًا ما يكون للحملات السياسية مواعيد نهائية لجمع التبرعات.
raw_statements/email_statements_ar.csv,41,292,غالبًا ما يكون للحملات مواعيد نهائية لجمع التبرعات.
raw_statements/email_statements_ar.csv,41,1854,غالبًا ما يكون للحملات مواعيد نهائية لجمع التبرعات.
raw_statements/email_statements_ar.csv,42,2410,قد تتواصل الحملات مع المؤيدين عبر البريد الإلكتروني.
raw_statements/email_statements_ar.csv,42,2626,قد تتواصل الحملات مع المؤيدين عبر البريد الإلكتروني.
raw_statements/email_statements_ar.csv,43,523,كثيرًا ما تطلب الحملات السياسية التبرعات.
raw_statements/email_statements_ar.csv,43,2172,كثيرًا ما تطلب الحملات السياسية التبرعات.
raw_statements/email_statements_ar.csv,44,645,كل صوت واحد مهم في الانتخابات.
raw_statements/email_statements_ar.csv,44,1183,كل صوت واحد مهم في الانتخابات.
raw_statements/email_statements_ar.csv,45,1105,لكل شخص الحق في الإدلاء بصوته في الانتخابات.
raw_statements/email_statements_ar.csv,45,3768,لكل شخص الحق في الإدلاء بصوته في الانتخابات.
raw_statements/email_statements_ar.csv,46,2180,مارغريت هي صوت قوي لقيمنا - فهي تجلب أخلاقيات العمل المذهلة والحس السليم لنضالها من أجل الأسر العاملة، وحماية البيئة الهشة في فلوريدا، والرعاية الصحية التي يمكن الوصول إليها وبأسعار معقولة، وضد المصالح الخاصة التي اختطفت عمليتنا السياسية.
raw_statements/email_statements_ar.csv,46,2543,مارغريت هي صوت قوي لقيمنا - فهي تجلب أخلاقيات العمل المذهلة والحس السليم لنضالها من أجل الأسر العاملة، وحماية البيئة الهشة في فلوريدا، والرعاية الصحية التي يمكن الوصول إليها وبأسعار معقولة، وضد المصالح الخاصة التي اختطفت عمليتنا السياسية.
raw_statements/email_statements_ar.csv,47,717,من المتوقع أن يعالج المسؤولون المنتخبون قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,47,3324,من المتوقع أن يعالج المسؤولون المنتخبون قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,48,1936,يتم إجراء الانتخابات لاختيار ممثلين للمناصب السياسية.
raw_statements/email_statements_ar.csv,48,2188,يتم إجراء الانتخابات لاختيار ممثلين للمناصب السياسية.
raw_statements/email_statements_ar.csv,49,2554,يتم استخدام الإعلانات التلفزيونية في الحملات السياسية.
raw_statements/email_statements_ar.csv,49,2704,يتم استخدام الإعلانات التلفزيونية في الحملات السياسية.
raw_statements/email_statements_ar.csv,50,2928,يتم استخدام البريد الإلكتروني لإعلام المؤيدين بقضايا الحملة والتماس التبرعات.
raw_statements/email_statements_ar.csv,50,3416,يتم استخدام البريد الإلكتروني لإعلام المؤيدين بقضايا الحملة والتماس التبرعات.
raw_statements/email_statements_ar.csv,51,2914,يتم استخدام رسائل البريد الإلكتروني للتواصل مع المؤيدين وطلب التبرعات.
raw_statements/email_statements_ar.csv,51,3129,يتم استخدام رسائل البريد الإلكتروني للتواصل مع المؤيدين وطلب التبرعات.
raw_statements/email_statements_ar.csv,52,2857,يتم انتخاب أعضاء الكونغرس لتمثيل الدوائر.
raw_statements/email_statements_ar.csv,52,2960,يتم انتخاب أعضاء الكونغرس لتمثيل الدوائر.
raw_statements/email_statements_ar.csv,53,628,يتم انتخاب أعضاء الكونغرس لمعالجة قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,53,686,يتم انتخاب أعضاء الكونغرس لمعالجة قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,54,1834,يتم تحديد الانتخابات من قبل الناخبين.
raw_statements/email_statements_ar.csv,54,2345,يتم تحديد الانتخابات من قبل الناخبين.
raw_statements/email_statements_ar.csv,55,313,يتناول أعضاء الكونغرس قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,55,2927,يتناول أعضاء الكونغرس قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,55,3376,يتناول أعضاء الكونغرس قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,56,89,يجب أن تكون الفرصة متاحة للصغار والكبار.
raw_statements/email_statements_ar.csv,56,1079,يجب أن تكون الفرصة متاحة للصغار والكبار.
raw_statements/email_statements_ar.csv,57,101,يجب أن يكون العمل اليومي الصادق كافيًا لوضع الطعام على الطاولة، ووضع سقف فوق رأسك، وتغطية تكلفة الأدوية اللازمة.
raw_statements/email_statements_ar.csv,57,3582,يجب أن يكون العمل اليومي الصادق كافيًا لوضع الطعام على الطاولة، ووضع سقف فوق رأسك، وتغطية تكلفة الأدوية اللازمة.
raw_statements/email_statements_ar.csv,58,278,يجب أن يكون القادة على دراية بالقضايا التي تؤثر على مناطقهم.
raw_statements/email_statements_ar.csv,58,2835,يجب أن يكون القادة على دراية بالقضايا التي تؤثر على مناطقهم.
raw_statements/email_statements_ar.csv,59,4280,يجب اتخاذ قرارات الرعاية الصحية بين المريض وطبيبه.
raw_statements/email_statements_ar.csv,59,4317,يجب اتخاذ قرارات الرعاية الصحية بين المريض وطبيبه.
raw_statements/email_statements_ar.csv,60,265,يخدم أعضاء الكونغرس مناطق محددة.
raw_statements/email_statements_ar.csv,60,739,يخدم أعضاء الكونغرس مناطق محددة.
raw_statements/email_statements_ar.csv,61,524,يخدم المسؤولون المنتخبون مناطق جغرافية محددة.
raw_statements/email_statements_ar.csv,61,855,يخدم المسؤولون المنتخبون مناطق جغرافية محددة.
raw_statements/email_statements_ar.csv,62,1521,يسمح التصويت المبكر للأشخاص بالتصويت قبل يوم الانتخابات الرسمي.
raw_statements/email_statements_ar.csv,62,3929,يسمح التصويت المبكر للأشخاص بالتصويت قبل يوم الانتخابات الرسمي.
raw_statements/email_statements_ar.csv,63,1733,يعد البريد الإلكتروني طريقة شائعة للحملات للتواصل مع المؤيدين.
raw_statements/email_statements_ar.csv,63,1972,يعد البريد الإلكتروني طريقة شائعة للحملات للتواصل مع المؤيدين.
raw_statements/email_statements_ar.csv,64,639,يعد الضمان الاجتماعي والرعاية الطبية من البرامج المهمة التي تحتاج إلى الحماية.
raw_statements/email_statements_ar.csv,64,3127,يعد الضمان الاجتماعي والرعاية الطبية من البرامج المهمة التي تحتاج إلى الحماية.
raw_statements/email_statements_ar.csv,65,631,يعد تغير المناخ وتدهور البنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية من القضايا الشائعة التي يعالجها السياسيون.
raw_statements/email_statements_ar.csv,65,2919,يعد تغير المناخ وتدهور البنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية من القضايا الشائعة التي يعالجها السياسيون.
raw_statements/email_statements_ar.csv,66,272,يعمل أعضاء الكونجرس على قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,66,458,يعمل أعضاء الكونجرس على قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,66,557,يعمل أعضاء الكونجرس على قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,67,242,يعمل السياسيون على قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,67,663,يعمل السياسيون على قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,67,3257,يعمل السياسيون على قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,68,3094,يلعب الكونجرس دورًا في معالجة قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,68,3374,يلعب الكونجرس دورًا في معالجة قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,69,2843,يمثل أعضاء الكونغرس مناطق محددة.
raw_statements/email_statements_ar.csv,69,3222,يمثل أعضاء الكونغرس مناطق محددة.
raw_statements/email_statements_ar.csv,70,2900,يمثل السياسيون مناطق جغرافية محددة.
raw_statements/email_statements_ar.csv,70,3182,يمثل السياسيون مناطق جغرافية محددة.
raw_statements/email_statements_ar.csv,71,837,يمثل المسؤولون المنتخبون مناطق جغرافية محددة.
raw_statements/email_statements_ar.csv,71,2838,يمثل المسؤولون المنتخبون مناطق جغرافية محددة.
raw_statements/email_statements_ar.csv,72,498,يمكن أن تكون الانتخابات تنافسية وصعبة.
raw_statements/email_statements_ar.csv,72,558,يمكن أن تكون الانتخابات تنافسية وصعبة.
raw_statements/email_statements_ar.csv,73,3048,يمكن أن تكون حملات إعادة الانتخاب صعبة وتتطلب الدعم.
raw_statements/email_statements_ar.csv,73,3272,يمكن أن تكون حملات إعادة الانتخاب صعبة وتتطلب الدعم.
raw_statements/email_statements_ar.csv,74,459,يمكن أن تكون حملات إعادة الانتخاب صعبة وتنافسية.
raw_statements/email_statements_ar.csv,74,2876,يمكن أن تكون حملات إعادة الانتخاب صعبة وتنافسية.
raw_statements/email_statements_ar.csv,75,314,يمكن أن تكون حملات إعادة الانتخاب صعبة.
raw_statements/email_statements_ar.csv,75,863,يمكن أن تكون حملات إعادة الانتخاب صعبة.
raw_statements/email_statements_ar.csv,76,3045,يمكن أن تكون حملات إعادة انتخاب السياسيين صعبة وتنافسية.
raw_statements/email_statements_ar.csv,76,3205,يمكن أن تكون حملات إعادة انتخاب السياسيين صعبة وتنافسية.
raw_statements/email_statements_ar.csv,77,997,يمكن أن يؤثر الفقر على النتائج الصحية.
raw_statements/email_statements_ar.csv,77,1016,يمكن أن يؤثر الفقر على النتائج الصحية.
raw_statements/email_statements_ar.csv,78,542,يمكن أن يؤدي حفظ معلومات الدفع إلى تسهيل المعاملات بشكل أسرع.
raw_statements/email_statements_ar.csv,78,2939,يمكن أن يؤدي حفظ معلومات الدفع إلى تسهيل المعاملات بشكل أسرع.
raw_statements/email_statements_ar.csv,79,1988,يمكن أن يساعد اتباع المشورة العلمية والخبراء في السيطرة على الفيروس.
raw_statements/email_statements_ar.csv,79,2698,يمكن أن يساعد اتباع المشورة العلمية والخبراء في السيطرة على الفيروس.
raw_statements/email_statements_ar.csv,80,729,يمكن أن يكون للانتخابات تأثيرات طويلة المدى على اتجاه البلد.
raw_statements/email_statements_ar.csv,80,2851,يمكن أن يكون للانتخابات تأثيرات طويلة المدى على اتجاه البلد.
raw_statements/email_statements_ar.csv,81,571,يمكن استخدام رسائل البريد الإلكتروني لطلب التبرعات للحملات السياسية.
raw_statements/email_statements_ar.csv,81,2847,يمكن استخدام رسائل البريد الإلكتروني لطلب التبرعات للحملات السياسية.
raw_statements/email_statements_ar.csv,82,864,يمكن استخدام رسائل البريد الإلكتروني للتواصل مع المؤيدين وطلب التبرعات.
raw_statements/email_statements_ar.csv,82,2878,يمكن استخدام رسائل البريد الإلكتروني للتواصل مع المؤيدين وطلب التبرعات.
raw_statements/email_statements_ar.csv,82,3377,يمكن استخدام رسائل البريد الإلكتروني للتواصل مع المؤيدين وطلب التبرعات.
raw_statements/email_statements_ar.csv,83,938,يمكن اعتبار تحقيق أهداف جمع التبرعات علامة على دعم الحملة السياسية.
raw_statements/email_statements_ar.csv,83,3388,يمكن اعتبار تحقيق أهداف جمع التبرعات علامة على دعم الحملة السياسية.
raw_statements/email_statements_ar.csv,84,854,يمكن تقديم التبرعات بكميات مختلفة.
raw_statements/email_statements_ar.csv,84,1820,يمكن تقديم التبرعات بكميات مختلفة.
raw_statements/email_statements_ar.csv,85,655,يمكن دعم الحملات السياسية من خلال التبرعات.
raw_statements/email_statements_ar.csv,85,669,يمكن دعم الحملات السياسية من خلال التبرعات.
raw_statements/email_statements_ar.csv,86,201,يمكن لأعضاء الكونغرس العمل على قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,86,448,يمكن لأعضاء الكونغرس العمل على قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,86,2951,يمكن لأعضاء الكونغرس العمل على قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,86,3386,يمكن لأعضاء الكونغرس العمل على قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,86,3390,يمكن لأعضاء الكونغرس العمل على قضايا مثل تغير المناخ والبنية التحتية والتشرد وحماية الضمان الاجتماعي والرعاية الطبية.
raw_statements/email_statements_ar.csv,87,1879,يمكن للإعلانات السلبية أن تطغى على رسالة الحملة السياسية.
raw_statements/email_statements_ar.csv,87,2359,يمكن للإعلانات السلبية أن تطغى على رسالة الحملة السياسية.
raw_statements/email_statements_ar.csv,88,680,يمكن للحملات السياسية التواصل مع المؤيدين عبر البريد الإلكتروني.
raw_statements/email_statements_ar.csv,88,1821,يمكن للحملات السياسية التواصل مع المؤيدين عبر البريد الإلكتروني.
raw_statements/email_statements_ar.csv,89,2012,يمكن للحملات السياسية طلب التبرعات من خلال رسائل البريد الإلكتروني.
raw_statements/email_statements_ar.csv,89,3399,يمكن للحملات السياسية طلب التبرعات من خلال رسائل البريد الإلكتروني.
raw_statements/email_statements_ar.csv,90,445,يمكن للمعلمين والأساتذة والأطباء التبرع للحملات السياسية.
raw_statements/email_statements_ar.csv,90,3071,يمكن للمعلمين والأساتذة والأطباء التبرع للحملات السياسية.
raw_statements/email_statements_ar.csv,91,2272,يوم الانتخابات هو تاريخ محدد يدلي فيه الناخبون بأصواتهم.
raw_statements/email_statements_ar.csv,91,2337,يوم الانتخابات هو تاريخ محدد يدلي فيه الناخبون بأصواتهم.
raw_statements/email_statements_ar.csv,92,892,يوم الانتخابات هو يوم محدد يتم فيه التصويت.
raw_statements/email_statements_ar.csv,92,1596,يوم الانتخابات هو يوم محدد يتم فيه التصويت.
raw_statements/email_statements_bn.csv,1,1084,"অধুয়ে হাত দিয়ে আপনার চোখ, নাক এবং মুখ স্পর্শ করা এড়িয়ে চলুন।"
raw_statements/email_statements_bn.csv,1,3835,"অধুয়ে হাত দিয়ে আপনার চোখ, নাক এবং মুখ স্পর্শ করা এড়িয়ে চলুন।"
raw_statements/email_statements_bn.csv,2,854,অনুদান বিভিন্ন পরিমাণে দেওয়া যেতে পারে।
raw_statements/email_statements_bn.csv,2,1820,অনুদান বিভিন্ন পরিমাণে দেওয়া যেতে পারে।
raw_statements/email_statements_bn.csv,3,1011,অপরিবেশিত জনসংখ্যার জন্য স্বাস্থ্যসেবা অ্যাক্সেস গুরুত্বপূর্ণ।
raw_statements/email_statements_bn.csv,3,1038,অপরিবেশিত জনসংখ্যার জন্য স্বাস্থ্যসেবা অ্যাক্সেস গুরুত্বপূর্ণ।
raw_statements/email_statements_bn.csv,4,3634,অসুস্থ ব্যক্তির সাথে ঘনিষ্ঠ যোগাযোগ এড়িয়ে চলুন।
raw_statements/email_statements_bn.csv,4,3836,অসুস্থ ব্যক্তির সাথে ঘনিষ্ঠ যোগাযোগ এড়িয়ে চলুন।
raw_statements/email_statements_bn.csv,5,101,"একটি সৎ দিনের কাজ টেবিলে খাবার রাখতে, আপনার মাথার উপরে একটি ছাদ রাখতে এবং প্রয়োজনীয় ওষুধের খরচ কভার করার জন্য যথেষ্ট হওয়া উচিত।"
raw_statements/email_statements_bn.csv,5,3582,"একটি সৎ দিনের কাজ টেবিলে খাবার রাখতে, আপনার মাথার উপরে একটি ছাদ রাখতে এবং প্রয়োজনীয় ওষুধের খরচ কভার করার জন্য যথেষ্ট হওয়া উচিত।"
raw_statements/email_statements_bn.csv,6,201,"কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক নিরাপত্তা এবং মেডিকেয়ার সুরক্ষার মতো"
raw_statements/email_statements_bn.csv,6,448,"কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক নিরাপত্তা এবং মেডিকেয়ার সুরক্ষার মতো"
raw_statements/email_statements_bn.csv,7,458,"কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার রক্ষা করার মতো বিষয়ে কাজ"
raw_statements/email_statements_bn.csv,7,557,"কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার রক্ষা করার মতো বিষয়ে কাজ"
raw_statements/email_statements_bn.csv,8,2951,"কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার রক্ষা করার মতো বিষয়ে কাজ করতে পারেন"
raw_statements/email_statements_bn.csv,8,3390,"কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার রক্ষা করার মতো বিষয়ে কাজ করতে পারেন"
raw_statements/email_statements_bn.csv,9,272,"কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার সুরক্ষার মতো"
raw_statements/email_statements_bn.csv,9,3242,"কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার সুরক্ষার মতো"
raw_statements/email_statements_bn.csv,9,3386,"কংগ্রেসের সদস্যরা জলবায়ু পরিবর্তন, অবকাঠামো, গৃহহীনতা এবং সামাজিক সুরক্ষা এবং মেডিকেয়ার সুরক্ষার মতো"
