id,name,available,createdAt,updatedAt,statementId
47,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,8
48,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,8
49,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,9
50,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,9
51,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,9
52,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,9
53,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,9
54,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,9
55,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,10
56,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,10
57,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,10
58,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,10
59,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,10
60,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,10
61,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,11
62,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,11
63,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,11
64,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,11
65,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,11
66,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,11
67,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,12
68,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,12
69,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,12
70,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,12
71,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,12
72,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,12
73,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,13
74,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,13
75,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,13
76,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,13
77,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,13
78,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,13
79,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,14
80,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,14
81,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,14
82,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,14
83,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,14
84,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,14
85,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,15
86,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,15
87,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,15
88,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,15
89,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,15
90,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,15
91,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,16
92,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,16
93,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,16
94,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,16
95,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,16
96,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,16
97,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,17
98,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,17
99,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,17
100,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,17
101,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,17
102,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,17
103,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,18
104,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,18
105,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,18
106,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,18
107,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,18
108,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,18
109,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,19
110,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,19
111,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,19
112,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,19
113,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,19
114,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,19
115,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,20
116,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,20
117,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,20
118,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,20
119,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,20
120,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,20
121,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,21
122,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,21
123,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,21
124,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,21
125,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,21
126,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,21
127,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,22
128,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,22
129,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,22
130,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,22
131,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,22
132,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,22
133,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,23
134,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,23
135,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,23
136,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,23
137,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,23
138,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,23
139,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,24
140,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,24
141,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,24
142,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,24
143,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,24
144,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,24
145,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,25
146,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,25
147,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,25
148,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,25
149,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,25
150,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,25
151,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,26
152,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,26
153,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,26
154,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,26
155,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,26
156,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,26
157,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,27
158,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,27
159,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,27
160,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,27
161,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,27
162,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,27
163,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,28
164,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,28
165,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,28
166,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,28
167,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,28
168,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,28
169,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,29
170,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,29
171,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,29
172,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,29
173,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,29
174,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,29
175,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,30
176,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,30
177,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,30
178,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,30
179,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,30
180,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,30
181,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,31
182,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,31
183,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,31
184,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,31
185,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,31
186,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,31
187,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,32
188,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,32
189,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,32
190,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,32
191,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,32
192,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,32
193,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,33
194,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,33
195,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,33
196,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,33
197,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,33
198,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,33
199,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,34
200,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,34
201,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,34
202,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,34
203,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,34
204,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,34
205,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,35
206,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,35
207,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,35
208,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,35
209,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,35
210,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,35
211,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,36
212,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,36
213,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,36
214,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,36
215,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,36
216,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,36
217,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,37
218,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,37
219,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,37
220,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,37
221,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,37
222,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,37
223,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,38
224,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,38
225,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,38
226,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,38
227,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,38
228,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,38
229,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,39
230,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,39
231,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,39
232,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,39
233,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,39
234,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,39
235,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,40
236,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,40
237,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,40
238,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,40
239,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,40
240,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,40
241,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,41
242,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,41
243,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,41
244,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,41
245,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,41
246,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,41
247,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,42
248,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,42
249,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,42
250,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,42
251,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,42
252,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,42
253,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,43
254,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,43
255,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,43
256,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,43
257,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,43
258,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,43
259,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,44
260,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,44
261,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,44
262,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,44
263,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,44
264,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,44
265,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,45
266,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,45
267,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,45
268,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,45
269,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,45
270,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,45
271,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,46
272,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,46
273,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,46
274,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,46
275,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,46
276,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,46
277,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,47
278,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,47
279,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,47
280,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,47
281,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,47
282,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,47
283,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,48
284,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,48
285,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,48
286,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,48
287,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,48
288,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,48
289,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,49
290,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,49
291,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,49
292,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,49
293,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,49
294,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,49
295,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,50
296,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,50
297,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,50
298,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,50
299,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,50
300,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,50
301,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,51
302,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,51
303,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,51
304,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,51
305,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,51
306,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,51
307,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,52
308,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,52
309,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,52
310,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,52
311,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,52
312,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,52
313,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,53
314,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,53
315,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,53
316,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,53
317,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,53
318,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,53
319,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,54
320,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,54
321,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,54
322,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,54
323,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,54
324,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,54
325,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,55
326,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,55
327,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,55
328,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,55
329,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,55
330,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,55
331,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,56
332,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,56
333,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,56
334,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,56
335,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,56
336,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,56
337,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,57
338,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,57
339,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,57
340,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,57
341,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,57
342,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,57
343,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,58
344,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,58
345,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,58
346,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,58
347,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,58
348,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,58
349,behavior,0,2023-04-08 12:23:26,2023-04-08 12:23:26,59
350,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,59
351,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,59
352,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,59
353,opinion,0,2023-04-08 12:23:26,2023-04-08 12:23:26,59
354,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,59
355,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,60
356,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,60
357,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,60
358,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,60
359,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,60
360,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,60
361,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,61
362,everyday,1,2023-04-08 12:23:26,2023-04-08 12:23:26,61
363,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,61
364,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,61
365,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,61
366,reasoning,0,2023-04-08 12:23:26,2023-04-08 12:23:26,61
367,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,62
368,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,62
369,figure_of_speech,1,2023-04-08 12:23:26,2023-04-08 12:23:26,62
370,judgment,0,2023-04-08 12:23:26,2023-04-08 12:23:26,62
371,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,62
372,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,62
373,behavior,1,2023-04-08 12:23:26,2023-04-08 12:23:26,63
374,everyday,0,2023-04-08 12:23:26,2023-04-08 12:23:26,63
375,figure_of_speech,0,2023-04-08 12:23:26,2023-04-08 12:23:26,63
376,judgment,1,2023-04-08 12:23:26,2023-04-08 12:23:26,63
377,opinion,1,2023-04-08 12:23:26,2023-04-08 12:23:26,63
378,reasoning,1,2023-04-08 12:23:26,2023-04-08 12:23:26,63
