statement,committer,elicitation
टेलीविज़न चलती छवियों को प्रदर्शित करते हैं।,Amir,Amazon Translate
हवाई जहाज पंखों का उपयोग करके उड़ते हैं।,Amir,Amazon Translate
आलू भूमिगत रूप से उगते हैं।,Amir,Amazon Translate
ज्यादातर लोगों को चीनी का स्वाद मीठा होता है।,Amir,Amazon Translate
जूते आपके पैरों की सुरक्षा करते हैं।,Amir,Amazon Translate
"डॉल्फ़िन स्तनधारी हैं, मछली नहीं।",Amir,Amazon Translate
दरवाजों को अनलॉक करने के लिए कुंजियों का उपयोग किया जाता है।,Amir,Amazon Translate
पेरिस फ्रांस की राजधानी है।,Amir,Amazon Translate
उपग्रह अंतरिक्ष में ग्रहों की परिक्रमा करते हैं।,Amir,Amazon Translate
चीड़ के पेड़ साल भर हरे रहते हैं।,Amir,Amazon Translate
जेलिफ़िश महासागरों में रहते हैं।,Amir,Amazon Translate
सहारा एक विशाल मरुस्थल है।,Amir,Amazon Translate
पावर आउटेज से बिजली का प्रवाह रुक जाता है।,Amir,Amazon Translate
सूरजमुखी सूर्य के प्रकाश की ओर मुड़ जाते हैं।,Amir,Amazon Translate
स्टैच्यू ऑफ़ लिबर्टी न्यूयॉर्क हार्बर में स्थित है।,Amir,Amazon Translate
इंद्रधनुष तब बनते हैं जब प्रकाश पानी की बूंदों से होकर गुजरता है।,Amir,Amazon Translate
अधिकांश मेंढक लंबी दूरी तक कूद सकते हैं।,Amir,Amazon Translate
भेड़िये पैक्स में शिकार करते हैं।,Amir,Amazon Translate
कछुओं के कठोर गोले होते हैं।,Amir,Amazon Translate
टेक्टोनिक प्लेट्स के हिलने से भूकंप आते हैं।,Amir,Amazon Translate
तितलियाँ कायापलट से गुजरती हैं।,Amir,Amazon Translate
घड़ियाँ समय को मापती हैं।,Amir,Amazon Translate
सोने में पीले रंग की धात्विक चमक होती है।,Amir,Amazon Translate
एक कंपास कार्डिनल दिशाएं दिखाता है।,Amir,Amazon Translate
उल्लू निशाचर पक्षी हैं।,Amir,Amazon Translate
नावें पानी पर तैरती हैं।,Amir,Amazon Translate
पिज़्ज़ा एक लोकप्रिय भोजन है।,Amir,Amazon Translate
जिराफ की गर्दन लंबी होती है।,Amir,Amazon Translate
मोमबत्तियां जलने पर प्रकाश प्रदान करती हैं।,Amir,Amazon Translate
बाँस जल्दी उगता है।,Amir,Amazon Translate
फ़ुटबॉल एक गोल गेंद के साथ खेला जाता है।,Amir,Amazon Translate
"मशरूम कवक हैं, पौधे नहीं।",Amir,Amazon Translate
लेज़र प्रकाश की केंद्रित किरणों का उत्सर्जन करते हैं।,Amir,Amazon Translate
द ग्रेट वॉल चीन में स्थित है।,Amir,Amazon Translate
मच्छर खून खाने के लिए काटते हैं।,Amir,Amazon Translate
अंडा एक सामान्य नाश्ता भोजन है।,Amir,Amazon Translate
घोड़ों के खुर होते हैं।,Amir,Amazon Translate
साबुन त्वचा से गंदगी को हटाता है।,Amir,Amazon Translate
कई कीड़े पूरी तरह से कायापलट से गुजरते हैं।,Amir,Amazon Translate
आर्कटिक ध्रुवीय भालुओं का घर है।,Amir,Amazon Translate
मानचित्र स्थानों के स्थान दिखाते हैं।,Amir,Amazon Translate
रेनकोट आपको सूखा रखते हैं।,Amir,Amazon Translate
बिजली लंबी वस्तुओं से टकरा सकती है।,Amir,Amazon Translate
पानी शून्य डिग्री सेल्सियस पर जम जाता है।,Amir,Amazon Translate
कुत्ते आम घरेलू जानवर हैं।,Amir,Amazon Translate
शरद ऋतु में पत्तियां रंग बदलती हैं।,Amir,Amazon Translate
कागज लकड़ी के गूदे से बनाया जाता है।,Amir,Amazon Translate
ज्यादातर पक्षी अंडे देते हैं।,Amir,Amazon Translate
टमाटर में विटामिन सी होता है।,Amir,Amazon Translate
कंप्यूटर डिजिटल जानकारी को प्रोसेस करते हैं।,Amir,Amazon Translate
गाय डेयरी उत्पादों के लिए दूध का उत्पादन करती हैं।,Amir,Amazon Translate
ट्रेनें यात्रियों या माल को ले जाती हैं।,Amir,Amazon Translate
साइकिलें पेडलिंग द्वारा संचालित होती हैं।,Amir,Amazon Translate
शहद मधुमक्खियों द्वारा बनाया जाता है।,Amir,Amazon Translate
महासागर पृथ्वी की अधिकांश सतह को कवर करता है।,Amir,Amazon Translate
पहाड़ स्थानीय मौसम को प्रभावित कर सकते हैं।,Amir,Amazon Translate
अधिकांश घड़ियाँ समय प्रदर्शित करती हैं।,Amir,Amazon Translate
मस्तिष्क शरीर के कार्यों को नियंत्रित करता है।,Amir,Amazon Translate
अनानास की बाहरी त्वचा नुकीली होती है।,Amir,Amazon Translate
अधिकांश पौधों में हरे पत्ते होते हैं।,Amir,Amazon Translate
जिराफ़ सबसे ऊँचा जानवर है।,Amir,Amazon Translate
प्लास्टिक पेट्रोलियम से बनाया जाता है।,Amir,Amazon Translate
कॉफी में कैफीन होता है।,Amir,Amazon Translate
संगीत का निर्माण वाद्ययंत्रों द्वारा किया जा सकता है।,Amir,Amazon Translate
शेर शान में रहते हैं।,Amir,Amazon Translate
उच्च दबाव में हीरे बनते हैं।,Amir,Amazon Translate
लंदन यूनाइटेड किंगडम में है।,Amir,Amazon Translate
सरीसृप ठंडे खून वाले जानवर हैं।,Amir,Amazon Translate
ज्यादातर लोग रोजाना तीन बार खाना खाते हैं।,Amir,Amazon Translate
पंख ज्यादातर पक्षियों को ढंकते हैं।,Amir,Amazon Translate
गाजर में बीटा-कैरोटीन की मात्रा अधिक होती है।,Amir,Amazon Translate
मूंगफली भूमिगत रूप से उगती है।,Amir,Amazon Translate
जूते के फीते आपके पैरों पर जूतों को सुरक्षित रखते हैं।,Amir,Amazon Translate
मंगल को लाल ग्रह के रूप में जाना जाता है।,Amir,Amazon Translate
बास्केटबॉल घर के अंदर या बाहर खेला जाता है।,Amir,Amazon Translate
व्हेल ब्लोहोल के माध्यम से हवा में सांस लेती हैं।,Amir,Amazon Translate
नक्शे नेविगेशन में मदद करते हैं।,Amir,Amazon Translate
स्टील लोहे और कार्बन का मिश्र धातु है।,Amir,Amazon Translate
कुछ कवक मृत पौधों को विघटित कर देते हैं।,Amir,Amazon Translate
कीबोर्ड का उपयोग टाइप करने के लिए किया जाता है।,Amir,Amazon Translate
बाघों के धारीदार फर होते हैं।,Amir,Amazon Translate
ज्यादातर हवाई जहाज में दो पंख होते हैं।,Amir,Amazon Translate
कुछ रेगिस्तानों में रेत के टीले हैं।,Amir,Amazon Translate
कार इंजन चलाने के लिए दहन का उपयोग करते हैं।,Amir,Amazon Translate
इंद्रधनुष में कई दृश्यमान रंग होते हैं।,Amir,Amazon Translate
पेंगुइन ठंडी जलवायु में रहते हैं।,Amir,Amazon Translate
हाइड्रोजन सबसे हल्का तत्व है।,Amir,Amazon Translate
अधिकांश स्तनधारियों के बाल या फर होते हैं।,Amir,Amazon Translate
लाइब्रेरी सूचना संसाधनों को संग्रहीत करती हैं।,Amir,Amazon Translate
संतरे रसदार खट्टे फल होते हैं।,Amir,Amazon Translate
तारे प्रकाश और ऊष्मा के रूप में ऊर्जा उत्सर्जित करते हैं।,Amir,Amazon Translate
बंदर प्राइमेट होते हैं।,Amir,Amazon Translate
पेंगुइन उड़ नहीं सकते।,Amir,Amazon Translate
एक नदी कम ऊंचाई की ओर बहती है।,Amir,Amazon Translate
शार्क के दांत नुकीले होते हैं।,Amir,Amazon Translate
गन्ना उष्णकटिबंधीय क्षेत्रों में उगता है।,Amir,Amazon Translate
आप अपनी सांस को ठंडी हवा में देख सकते हैं।,Amir,Amazon Translate
समुद्र तटों पर सीशेल पाए जाते हैं।,Amir,Amazon Translate
इंटरनेट दुनिया भर के कंप्यूटरों को जोड़ता है।,Amir,Amazon Translate
कई लैपटॉप में टचपैड होते हैं।,Amir,Amazon Translate
तोते मानव भाषण की नकल कर सकते हैं।,Amir,Amazon Translate
चीता सबसे तेज जमीन पर चलने वाला जानवर है।,Amir,Amazon Translate
भयंकर तूफानों में बवंडर बनते हैं।,Amir,Amazon Translate
मोर रंगीन पूंछ के पंख प्रदर्शित करते हैं।,Amir,Amazon Translate
बारिश से नदियां और झीलें भर सकती हैं।,Amir,Amazon Translate
टूथपेस्ट दांतों को साफ करता है।,Amir,Amazon Translate
अंगूर से शराब बनाई जा सकती है।,Amir,Amazon Translate
गुलाब फूल वाले पौधे हैं।,Amir,Amazon Translate
कोयोट जंगली कुत्ते हैं।,Amir,Amazon Translate
डॉल्फ़िन क्लिक और सीटी के साथ संवाद करती हैं।,Amir,Amazon Translate
मकड़ी के जाले कीटों को फँसाते हैं।,Amir,Amazon Translate
कुछ बसें बिजली से चलती हैं।,Amir,Amazon Translate
कोआला नीलगिरी के पत्ते खाते हैं।,Amir,Amazon Translate
घुड़सवारी एक बाहरी गतिविधि है।,Amir,Amazon Translate
डेस्क काम करने के लिए एक सतह प्रदान करते हैं।,Amir,Amazon Translate
हवाई अड्डों से उड़ानें प्रस्थान करती हैं।,Amir,Amazon Translate
रात में क्रिकेट्स चहचहाहट की आवाजें निकालते हैं।,Amir,Amazon Translate
व्हेल लंबी दूरी पर संवाद कर सकती हैं।,Amir,Amazon Translate
त्रिभुज मूल ज्यामितीय आकार होते हैं।,Amir,Amazon Translate
शैम्पू आपके बालों को साफ करता है।,Amir,Amazon Translate
जब वे चलते हैं तो पेंगुइन झूमते हैं।,Amir,Amazon Translate
स्पेगेटी एक प्रकार का पास्ता है।,Amir,Amazon Translate
कैमरे वीडियो और स्टिल इमेज रिकॉर्ड कर सकते हैं।,Amir,Amazon Translate
चूहे छोटे कृंतक होते हैं।,Amir,Amazon Translate
अधिकांश सिटी बसें एक शेड्यूल का पालन करती हैं।,Amir,Amazon Translate
अग्न्याशय इंसुलिन का उत्पादन करता है।,Amir,Amazon Translate
ट्यूलिप वसंत के फूल होते हैं।,Amir,Amazon Translate
वर्षावन के पौधे तेजी से बढ़ते हैं।,Amir,Amazon Translate
मच्छर खड़े पानी की ओर आकर्षित होते हैं।,Amir,Amazon Translate
शतरंज के टुकड़े विशिष्ट तरीकों से चलते हैं।,Amir,Amazon Translate
कोरल रीफ्स विविध समुद्री जीवन को आश्रय देते हैं।,Amir,Amazon Translate
सर्दियों में भालू हाइबरनेट करते हैं।,Amir,Amazon Translate
नक्शे डिजिटल या पेपर हो सकते हैं।,Amir,Amazon Translate
लैपटॉप बैटरी पर चल सकते हैं।,Amir,Amazon Translate
लकड़ी पानी पर तैरती है।,Amir,Amazon Translate
पत्तियां ऊर्जा के लिए सूर्य के प्रकाश को पकड़ती हैं।,Amir,Amazon Translate
पतंग हवा में उड़ती हैं।,Amir,Amazon Translate
बाघ बड़े शिकार का शिकार करते हैं।,Amir,Amazon Translate
प्रकाश मनुष्य को अपने पर्यावरण को देखने की अनुमति देता है।,Amir,Amazon Translate
अधिकांश स्तनधारी युवा रहने के लिए जन्म देते हैं।,Amir,Amazon Translate
नमक कई खाद्य पदार्थों के स्वाद को बढ़ाता है।,Amir,Amazon Translate
मिल्की वे एक आकाशगंगा है जिसमें पृथ्वी है।,Amir,Amazon Translate
बिल्लियाँ अपने परिवेश को समझने के लिए मूंछ का उपयोग करती हैं।,Amir,Amazon Translate
पृथ्वी हर 24 घंटे में एक बार घूमती है।,Amir,Amazon Translate
छोटी खरीदारी के लिए भुगतान करने के लिए सिक्कों का उपयोग किया जा सकता है।,Amir,Amazon Translate
मक्खन कमरे के तापमान पर पिघलता है।,Amir,Amazon Translate
डाक सेवाओं द्वारा डाक वितरित की जाती है।,Amir,Amazon Translate
कुत्तों को आज्ञाओं का पालन करने के लिए प्रशिक्षित किया जा सकता है।,Amir,Amazon Translate
खरगोश मुख्य रूप से पौधे और सब्जियां खाते हैं।,Amir,Amazon Translate
सूर्य पृथ्वी के पारिस्थितिक तंत्र के लिए ऊर्जा प्रदान करता है।,Amir,Amazon Translate
कई झीलें ग्लेशियरों द्वारा बनाई गई हैं।,Amir,Amazon Translate
चीनी से दांतों की सड़न हो सकती है।,Amir,Amazon Translate
हवा हवा को उच्च से निम्न दबाव की ओर ले जाती है।,Amir,Amazon Translate
चाय गर्म पानी में पत्तियों को डुबो कर बनाई जाती है।,Amir,Amazon Translate
भेड़ियों का संबंध घरेलू कुत्तों से है।,Amir,Amazon Translate
सनबर्न पराबैंगनी किरणों के कारण होता है।,Amir,Amazon Translate
ऑक्टोपस की आठ भुजाएँ होती हैं।,Amir,Amazon Translate
एक मैराथन 42 किलोमीटर लंबी होती है।,Amir,Amazon Translate
कुछ पक्षी इंसानों की आवाज़ों की नकल कर सकते हैं।,Amir,Amazon Translate
शरद ऋतु में पेड़ों से पत्तियां गिरती हैं।,Amir,Amazon Translate
कोयला एक जीवाश्म ईंधन है।,Amir,Amazon Translate
लोमड़ियों की झाड़ीदार पूंछ होती है।,Amir,Amazon Translate
साइकिलें वायु प्रदूषण को कम करने में मदद करती हैं।,Amir,Amazon Translate
ज़ेबरा में काली और सफेद धारियाँ होती हैं।,Amir,Amazon Translate
भूकंप दोषों के साथ गति को मापते हैं।,Amir,Amazon Translate
अधिकांश जहाज पानी को विस्थापित करके तैरते हैं।,Amir,Amazon Translate
चॉकलेट में कोको होता है।,Amir,Amazon Translate
बादल बदलते मौसम की भविष्यवाणी करते हैं।,Amir,Amazon Translate
कुछ मकड़ियाँ शिकार को वश में करने के लिए जहर का इस्तेमाल करती हैं।,Amir,Amazon Translate
गायें भोजन पचाने के लिए दही चबाती हैं।,Amir,Amazon Translate
गुलाब में कांटेदार तने होते हैं।,Amir,Amazon Translate
कई उल्लू रात में शिकार करते हैं।,Amir,Amazon Translate
आलू को कई तरह से तैयार किया जा सकता है।,Amir,Amazon Translate
पत्तियां कार्बन डाइऑक्साइड लेती हैं।,Amir,Amazon Translate
भेड़िये एक साथ पैक में यात्रा करते हैं।,Amir,Amazon Translate
मच्छर मलेरिया जैसी बीमारियों को फैला सकते हैं।,Amir,Amazon Translate
सील समुद्री स्तनधारी हैं।,Amir,Amazon Translate
विमान रनवे से उड़ान भरते हैं।,Amir,Amazon Translate
क्रेयॉन रंगीन मोम से बने होते हैं।,Amir,Amazon Translate
रात में तारे दिखाई देते हैं।,Amir,Amazon Translate
ब्रोकली एक पौष्टिक सब्जी है।,Amir,Amazon Translate
पानी जमने पर बर्फ बनती है।,Amir,Amazon Translate
भोजन करने के लिए जिराफ़ की गर्दन लंबी होती है।,Amir,Amazon Translate
क्लॉक टॉवर जनता के लिए समय प्रदर्शित करते हैं।,Amir,Amazon Translate
मैग्निफाइंग ग्लास से वस्तुएं बड़ी दिखाई देती हैं।,Amir,Amazon Translate
मानचित्र लैंडमार्क के लिए प्रतीकों का उपयोग करते हैं।,Amir,Amazon Translate
तोते अपने चमकीले पंखों के लिए जाने जाते हैं।,Amir,Amazon Translate
जैकबैबिट के लंबे कान होते हैं।,Amir,Amazon Translate
सीशेल समुद्री जानवरों द्वारा बनाए जाते हैं।,Amir,Amazon Translate
सूर्य पृथ्वी से लगभग 93 मिलियन मील दूर है।,Amir,Amazon Translate
आग को जलाने के लिए ऑक्सीजन की जरूरत होती है।,Amir,Amazon Translate
कैटरपिलर तितलियों में बदल जाते हैं।,Amir,Amazon Translate
खाने से पहले संतरे को छील लिया जाता है।,Amir,Amazon Translate
प्लूटो को बौने ग्रह के रूप में वर्गीकृत किया गया है।,Amir,Amazon Translate
पलक झपकने से आँखें नम रहती हैं।,Amir,Amazon Translate
खीरे में ज्यादातर पानी होता है।,Amir,Amazon Translate
कई मछलियाँ पानी में अंडे देती हैं।,Amir,Amazon Translate
उत्तर को खोजने के लिए कम्पास चुंबकत्व का उपयोग करते हैं।,Amir,Amazon Translate
बिजली से जंगल की आग लग सकती है।,Amir,Amazon Translate
साबुन के बुलबुले गोलाकार होते हैं।,Amir,Amazon Translate
कई मशरूम नम जंगलों में उगते हैं।,Amir,Amazon Translate
विमान बादलों के ऊपर उड़ते हैं।,Amir,Amazon Translate
हर्मिट केकड़ों को रहने के लिए खाली गोले मिलते हैं।,Amir,Amazon Translate
कलाई घड़ियाँ वर्तमान समय दिखाती हैं।,Amir,Amazon Translate
व्हेल गीत पानी के भीतर लंबी दूरी की यात्रा करता है।,Amir,Amazon Translate
बिल्लियाँ अपने पंजे वापस ले सकती हैं।,Amir,Amazon Translate
वायलिन को धनुष के साथ बजाया जाता है।,Amir,Amazon Translate
ऑर्किड उष्णकटिबंधीय फूल हैं।,Amir,Amazon Translate
बारिश गर्म दिनों में हवा को ठंडा करती है।,Amir,Amazon Translate
ईगल्स की दृष्टि उत्कृष्ट होती है।,Amir,Amazon Translate
मधुमक्खियां महत्वपूर्ण परागणक होती हैं।,Amir,Amazon Translate
चीड़ के पेड़ों में सुई जैसी पत्तियाँ होती हैं।,Amir,Amazon Translate
अधिकांश अपार्टमेंट इमारतों में कई मंजिलें होती हैं।,Amir,Amazon Translate
क्रेन निर्माण स्थलों पर भारी सामग्री उठाते हैं।,Amir,Amazon Translate
ऊंट अपने कूबड़ में वसा जमा करते हैं।,Amir,Amazon Translate
नक्शे लोगों को दिशा-निर्देश खोजने में मदद करते हैं।,Amir,Amazon Translate
खरगोशों के लंबे कान होते हैं।,Amir,Amazon Translate
नींद इंसानों और जानवरों में ऊर्जा बहाल करती है।,Amir,Amazon Translate
कबूतर दुनिया भर के शहरों में रहते हैं।,Amir,Amazon Translate
खाने को काटने के लिए चाकू का इस्तेमाल किया जाता है।,Amir,Amazon Translate
कौवे अत्यधिक बुद्धिमान पक्षी हैं।,Amir,Amazon Translate
रोपे गए बीजों से अंकुर उगते हैं।,Amir,Amazon Translate
एल्युमिनियम एक हल्की धातु है जिसका इस्तेमाल डिब्बे में किया जाता है।,Amir,Amazon Translate
शिखर पर पहाड़ों पर हवा का दबाव कम होता है।,Amir,Amazon Translate
नदियां चट्टानों और मिट्टी को नष्ट कर सकती हैं।,Amir,Amazon Translate
चींटियाँ संगठित कॉलोनियों में रहती हैं।,Amir,Amazon Translate
बच्चे आमतौर पर बारह साल की उम्र तक बच्चे के दांत खो देते हैं।,Amir,Amazon Translate
पक्षियों की हड्डियाँ खोखली होती हैं जो उन्हें उड़ने में मदद करती हैं।,Amir,Amazon Translate
सोने का इस्तेमाल गहने बनाने में किया जाता है।,Amir,Amazon Translate
साइट्रिक एसिड के कारण नींबू का स्वाद खट्टा होता है।,Amir,Amazon Translate
लाल रक्त कोशिकाएं ऑक्सीजन ले जाती हैं।,Amir,Amazon Translate
कुछ चमगादड़ नेविगेट करने के लिए इकोलोकेशन का उपयोग करते हैं।,Amir,Amazon Translate
हरा एक द्वितीयक रंग है।,Amir,Amazon Translate
पानी हाइड्रोजन और ऑक्सीजन का एक यौगिक है।,Amir,Amazon Translate
कुछ उल्लू अपने सिर को 270 डिग्री तक घुमा सकते हैं।,Amir,Amazon Translate
त्रिभुजों में हमेशा तीन कोण होते हैं।,Amir,Amazon Translate
सांप समय-समय पर अपनी त्वचा को बहा देते हैं।,Amir,Amazon Translate
पनीर को किण्वित दूध से बनाया जाता है।,Amir,Amazon Translate
प्रतीकों को समझाने के लिए मानचित्र एक किंवदंती का उपयोग करते हैं।,Amir,Amazon Translate
ज्यादातर लोगों के बीस प्राथमिक दांत होते हैं।,Amir,Amazon Translate
हवा आसमान में बादलों को ले जाती है।,Amir,Amazon Translate
घड़ियाँ बैटरी या स्प्रिंग्स द्वारा संचालित होती हैं।,Amir,Amazon Translate
कुछ मछलियाँ छलावरण के रूप में रंग बदलती हैं।,Amir,Amazon Translate
खमीर या बेकिंग पाउडर का उपयोग करके ब्रेड उगता है।,Amir,Amazon Translate
खतरा होने पर एक ऑक्टोपस स्याही निकालता है।,Amir,Amazon Translate
कुछ जानवर सर्दियों के दौरान हाइबरनेट करते हैं।,Amir,Amazon Translate
छोटे फटने पर चीता तेज गति तक पहुंच सकता है।,Amir,Amazon Translate
सूर्योदय पूर्व में होता है।,Amir,Amazon Translate
सीहॉर्स खुद को प्रीहेंसाइल टेल्स के साथ लंगर डालते हैं।,Amir,Amazon Translate
चॉकलेट कई जानवरों के लिए विषाक्त है।,Amir,Amazon Translate
मधुमक्खियां शहद को पित्ती में जमा करती हैं।,Amir,Amazon Translate
तांबा एक अच्छा विद्युत चालक है।,Amir,Amazon Translate
रेत से सुरक्षा के लिए ऊंटों की लंबी पलकें होती हैं।,Amir,Amazon Translate
अटलांटिक महासागर कई महाद्वीपों की सीमा में है।,Amir,Amazon Translate
टॉरनेडो में फ़नल के आकार का रूप होता है।,Amir,Amazon Translate
गुलाब को उगने के लिए धूप और पानी की जरूरत होती है।,Amir,Amazon Translate
डाकघर मेल वितरण को संभालते हैं।,Amir,Amazon Translate
ज्यादातर आधुनिक फोन स्मार्टफोन होते हैं।,Amir,Amazon Translate
चंद्रमा का गुरुत्वाकर्षण पृथ्वी पर ज्वार का कारण बनता है।,Amir,Amazon Translate
अंटार्कटिका ज्यादातर बर्फ से ढका हुआ है।,Amir,Amazon Translate
केंचुए मिट्टी की संरचना को बेहतर बनाने में मदद करते हैं।,Amir,Amazon Translate
अधिकांश मकड़ियाँ मनुष्यों के लिए हानिरहित होती हैं।,Amir,Amazon Translate
पंखे एक कमरे में हवा फैलाते हैं।,Amir,Amazon Translate
कीवी न्यूजीलैंड के उड़ानहीन पक्षी हैं।,Amir,Amazon Translate
ज्यादातर कपड़े धागों से बुने जाते हैं।,Amir,Amazon Translate
बादलों में विद्युत स्त्राव के कारण बिजली गिरती है।,Amir,Amazon Translate
पेंगुइन पानी के भीतर मछली का शिकार करते हैं।,Amir,Amazon Translate
चीता अपनी स्प्रिंटिंग स्पीड के लिए जाना जाता है।,Amir,Amazon Translate
संतुष्ट होने पर बिल्लियाँ अक्सर गड़गड़ाहट करती हैं।,Amir,Amazon Translate
कोआला लंबे समय तक सोते हैं।,Amir,Amazon Translate
वृक्ष छाया और आश्रय प्रदान करते हैं।,Amir,Amazon Translate
पांडा मुख्य रूप से बाँस खाते हैं।,Amir,Amazon Translate
फ्रीज़र भोजन को जमे हुए रखता है।,Amir,Amazon Translate
बर्फ तैरती है क्योंकि यह पानी की तुलना में कम घनी होती है।,Amir,Amazon Translate
नक्शे यात्रियों को यात्रा की योजना बनाने में मदद करते हैं।,Amir,Amazon Translate
लावा ठोस चट्टान में ठंडा हो जाता है।,Amir,Amazon Translate
क्रेन उठाने के लिए इस्तेमाल की जाने वाली मशीनें हैं।,Amir,Amazon Translate
छिपकली गर्म होने के लिए धूप में बैठती है।,Amir,Amazon Translate
चावल के पेडों को खड़े पानी की जरूरत होती है।,Amir,Amazon Translate
स्मोक डिटेक्टर आग से कणों को महसूस करते हैं।,Amir,Amazon Translate
जुगनुओं के पेट से प्रकाश निकलता है।,Amir,Amazon Translate
स्पंज समुद्र में रहते हैं।,Amir,Amazon Translate
अंडे देने के लिए सैल्मन ऊपर की ओर तैरता है।,Amir,Amazon Translate
अधिकांश स्तनधारियों में गर्म रक्त होता है।,Amir,Amazon Translate
धारियाँ ज़ेबरा को घास में छलावरण करने में मदद करती हैं।,Amir,Amazon Translate
"चट्टानें तलछटी, आग्नेय या मेटामॉर्फिक हो सकती हैं।",Amir,Amazon Translate
पेंगुइन तैराकी के लिए फ्लिपर्स का उपयोग करते हैं।,Amir,Amazon Translate
बादल छाए रहने वाले दिनों में सूरज की रोशनी को रोकते हैं।,Amir,Amazon Translate
स्नोफ्लेक्स के छह पहलू होते हैं।,Amir,Amazon Translate
बच्चे चलने से पहले रेंगते हैं।,Amir,Amazon Translate
पत्तियां क्लोरोफिल खो देती हैं और शरद ऋतु में मुरझा जाती हैं।,Amir,Amazon Translate
घुले हुए खनिजों के कारण महासागर खारे होते हैं।,Amir,Amazon Translate
उल्लू रात में चुपचाप शिकार करते हैं।,Amir,Amazon Translate
बीजों में भ्रूणीय पौधे होते हैं।,Amir,Amazon Translate
नक्शे अक्सर पहाड़ों को त्रिकोण के साथ दिखाते हैं।,Amir,Amazon Translate
शुतुरमुर्ग सबसे बड़े पक्षी हैं।,Amir,Amazon Translate
बच्चे पोषण के लिए दूध पीते हैं।,Amir,Amazon Translate
अग्निशामक पानी की नली से आग बुझाते हैं।,Amir,Amazon Translate
मानचित्र शीर्ष पर उत्तर के साथ उन्मुख होते हैं।,Amir,Amazon Translate
