statement,elicitation,committer
A bullet doesn't have a name on it.,GPT_news,Amir
Green card holders are given lifetime work permits and residency.,GPT_news,Amir
Politicians often make promises to their base that they do not keep.,GPT_news,Amir
The rise of demagogic strongmen is an all too common phenomenon on our small planet.,GPT_news,Amir
Voters have the right to decide the party’s nominee.,GPT_news,Amir
It's just common sense to have separate bathroom and shower facilities in schools.,GPT_news,Amir
It is common sense that parents would not want strangers in the bathroom with their little children.,GPT_news,Amir
"It is basic common sense that a grown adult man, a stranger, should not be alone in a restroom with little girls.",GPT_news,Amir
Politicians often accuse each other of desperation during election campaigns.,GPT_news,Amir
The nation-state remains the true foundation for happiness and harmony.,GPT_news,Amir
Governors can endorse political candidates.,GPT_news,Amir
Every generation must stand and fight to preserve freedom.,GPT_news,Amir
It's critical that we be able to carefully examine our leaders.,GPT_news,Amir
Greatness is tangible; you know it when you see it.,GPT_news,Amir
People should not lie about their experiences.,GPT_news,Amir
The American Dream should be open to all those who are willing to work for it.,GPT_news,Amir
"Weapons of war are designed to be used in combat, not civilian settings.",GPT_news,Amir
"Immigration is a privilege, not a right.",GPT_news,Amir
Terrorist attacks can result in the loss of lives.,GPT_news,Amir
People should not discriminate against others based on their sexual orientation.,GPT_news,Amir
Not all rights guaranteed by the U.S. Constitution apply to non-Americans outside the country.,GPT_news,Amir
It's common sense that people are passionate about their country.,GPT_news,Amir
Immigration is a privilege.,GPT_news,Amir
Criminals don't follow laws.,GPT_news,Amir
People generally value honesty.,GPT_news,Amir
Leaders are expected to put the interests of their country and citizens first.,GPT_news,Amir
Blaming a whole country can increase international tensions.,GPT_news,Amir
Politicians often use teleprompters for delivering speeches.,GPT_news,Amir
Most people would agree that the Constitution of the United States guarantees religious liberty.,GPT_news,Amir
Most people should not have access to buy guns if they are on a terrorist watch list.,GPT_news,Amir
Most people make mistakes at some point in their lives.,GPT_news,Amir
Climate change is real and we’re going to have to change our energy source.,GPT_news,Amir
Presidents don’t need to understand policy minutia. They need to listen to experts and then help sell the best expert solutions to the public.,GPT_news,Amir
Police officers put their lives on the line every single day.,GPT_news,Amir
Blacks represent 31 percent of the population in Georgia.,GPT_news,Amir
Politicians often campaign in different states to gain support for their election.,GPT_news,Amir
Enforcing the law is a fundamental responsibility of government.,GPT_news,Amir
Most people agree that safety and privacy are important in public restrooms.,GPT_news,Amir
Investors factor in expected policies into their market projections.,GPT_news,Amir
"Teenagers being teenagers, the room was full of angst and contradictions.",GPT_news,Amir
Most people would agree that a president's State of the Union address is an opportunity to influence public debate and set the agenda.,GPT_news,Amir
Many states require that their land be used as profitably as possible.,GPT_news,Amir
It is common sense that learning a new language can be challenging.,GPT_news,Amir
