statement,elicitation,committer
Todas as grandes ações e todos os grandes pensamentos têm um começo ridículo. Grandes obras geralmente nascem na esquina de uma rua ou na porta giratória de um restaurante.,Amazon Translate,Amir
Todos os seres humanos são criados iguais.,Amazon Translate,Amir
"Todos os tipos de beleza não inspiram amor. Há um tipo que só agrada à vista, mas não cativa os afetos.",Amazon Translate,Amir
"Toda vida é um experimento. Quanto mais experimentos você fizer, melhor.",Amazon Translate,Amir
Todas as memórias que as pessoas chamam para contabilizar são inventadas.,Amazon Translate,Amir
Todos os nossos sonhos podem se tornar realidade se tivermos a coragem de persegui-los.,Amazon Translate,Amir
Todo o nosso mal vem da nossa incapacidade de ficar sozinho.,Amazon Translate,Amir
Todas as pessoas são humanas.,Amazon Translate,Amir
Todas as religiões têm diferenças.,Amazon Translate,Amir
"Todos os movimentos sociais são descartados em algum momento como reclamantes. Com o tempo, eles são reconhecidos como falando a verdade ao poder.",Amazon Translate,Amir
Todos os continentes costumavam estar conectados em um continente gigante chamado Pangéia.,Amazon Translate,Amir
Todos os caminhos levam a Roma.,Amazon Translate,Amir
Todas as verdades são fáceis de entender quando são descobertas. O objetivo é descobri-las.,Amazon Translate,Amir
"Tudo o que não é prosa é verso, e tudo o que não é verso é prosa.",Amazon Translate,Amir
Todos os que morreram são iguais.,Amazon Translate,Amir
Permitir que eleitores elegíveis votem on-line permite que mais eleitores participem das eleições e fortalece a democracia.,Amazon Translate,Amir
Permitir visitas familiares a casas de repouso durante uma pandemia melhorará a qualidade de vida e a saúde mental dos residentes e de suas famílias.,Amazon Translate,Amir
Permitir armas não significa que mocinhos com armas impeçam crimes violentos. Um estudo de 33 estados indica que a permissão de armas aumentou os crimes violentos em 13% a 15%.,Amazon Translate,Amir
Permitir que as pessoas tenham sua própria crença religiosa sem interrupções é gentil.,Amazon Translate,Amir
"Embora a Grã-Bretanha seja um país grande e famoso, é uma ilha.",Amazon Translate,Amir
"Embora algumas pessoas que fumam tenham uma vida muito longa, quanto mais uma pessoa fuma, maior o risco para sua saúde.",Amazon Translate,Amir
"Embora o mundo não seja perfeito, ainda é o melhor possível.",Amazon Translate,Amir
"Embora possamos ver as reações dos outros à sua experiência interior, não podemos realmente perceber ou vivenciar sua experiência interior real, seus qualia.",Amazon Translate,Amir
O altruísmo é senso comum para as pessoas.,Amazon Translate,Amir
O altruísmo é a base de uma sociedade pacífica.,Amazon Translate,Amir
Sempre e nunca são duas palavras que você deve sempre lembrar de nunca usar.,Amazon Translate,Amir
Sinta-se à vontade para dar apoio sempre.,Amazon Translate,Amir
Lembre-se sempre de que seu foco determina sua realidade.,Amazon Translate,Amir
Sempre verifique três vezes se suas peças são compatíveis antes de comprar peças de computador.,Amazon Translate,Amir
Sempre confie em Deus.,Amazon Translate,Amir
A ambição não é um vício de pessoas mesquinhas.,Amazon Translate,Amir
A América fez a coisa certa quando se separou da Grã-Bretanha em 1776.,Amazon Translate,Amir
A América é um lugar onde coragem e convicção podem fazer a diferença.,Amazon Translate,Amir
Os Estados Unidos devem se esforçar para defender a democracia e os direitos humanos em todo o mundo.,Amazon Translate,Amir
"A crescente diversidade dos Estados Unidos deve ser bem-vinda e devemos protegê-los com leis contra exploração, sexismo e racismo.",Amazon Translate,Amir
Os americanos precisam adotar políticas que tornem a América grande novamente.,Amazon Translate,Amir
Os americanos estão fartos de políticos hipócritas.,Amazon Translate,Amir
"Os americanos, como sociedade, são vistos como gananciosos.",Amazon Translate,Amir
Os americanos são trabalhadores e otimistas.,Amazon Translate,Amir
Os americanos nunca tiveram medo do futuro.,Amazon Translate,Amir
Os americanos sabem o que é certo e errado.,Amazon Translate,Amir
Os americanos querem valores progressistas.,Amazon Translate,Amir
Os americanos querem líderes republicanos.,Amazon Translate,Amir
Americanos inteligentes são capazes de ver quem é digno e quem não é.,Amazon Translate,Amir
Um contador é bom em matemática e lógica.,Amazon Translate,Amir
Costuma-se dizer que “uma maçã por dia afasta o médico”.,Amazon Translate,Amir
"A educação não é o quanto você dedicou à memória, nem mesmo o quanto você sabe. É ser capaz de diferenciar entre o que você sabe e o que não sabe.",Amazon Translate,Amir
Uma reputação eminente é tão perigosa quanto uma má.,Amazon Translate,Amir
"A esposa ideal é aquela que permanece fiel a você, mas tenta ser tão charmosa como se não fosse.",Amazon Translate,Amir
Um aumento de 3 para 9 milhões de casos de gota ao longo de uma década sugere que mudanças no estilo de vida humano influenciam o desenvolvimento da doença.,Amazon Translate,Amir
Um inferno inteligente seria melhor do que um paraíso estúpido.,Amazon Translate,Amir
Um convite faria você querer ir a uma festa.,Amazon Translate,Amir
Uma fronteira aberta deixa os cidadãos desprotegidos e apresenta um conflito entre os governados e o governo.,Amazon Translate,Amir
Um grama de desempenho vale quilos de promessas.,Amazon Translate,Amir
Os âncoras não devem fazer perguntas pesadas aos entrevistados.,Amazon Translate,Amir
"A pecuária é responsável por muitos gases de efeito estufa, portanto, a criação de gado causa aquecimento global.",Amazon Translate,Amir
Os animais têm medo instintivo da visão ou mesmo do rastro do homem.,Amazon Translate,Amir
Ann ajudará pessoas que estão com problemas.,Amazon Translate,Amir
Outro voto democrático pode ajudar a garantir o que é bom para o nosso futuro.,Amazon Translate,Amir
"Outra vitória como essa, e estamos perdidos.",Amazon Translate,Amir
O antissemitismo é mau e deve ser condenado.,Amazon Translate,Amir
A ansiedade em crianças é essencialmente uma expressão de seu sentimento pela perda da pessoa que amam.,Amazon Translate,Amir
Qualquer número multiplicado por um permanece o mesmo.,Amazon Translate,Amir
Qualquer número multiplicado por zero é sempre zero.,Amazon Translate,Amir
"Qualquer pessoa pode falar com Deus, mas Deus só responde às pessoas mentalmente instáveis.",Amazon Translate,Amir
Tudo o que é estúpido demais para ser falado é cantado.,Amazon Translate,Amir
"Aparentemente, os homens podem se curar de drogas, beber, jogar, roer as unhas, cutucar o nariz, mas não se casar.",Amazon Translate,Amir
Uma maçã pode ser vermelha.,Amazon Translate,Amir
A Apple tem algumas das melhores tecnologias.,Amazon Translate,Amir
"Aristóteles, Platão e Sócrates foram filósofos gregos.",Amazon Translate,Amir
Os habitantes do Arizona têm valores conservadores sólidos.,Amazon Translate,Amir
"Prender criminosos é tarefa de policiais e tribunais, não de políticos.",Amazon Translate,Amir
"A arte começa com resistência. No ponto em que a resistência é superada, nenhuma obra-prima humana foi criada sem muito trabalho.",Amazon Translate,Amir
A arte nos museus pode inspirar as pessoas a escrever histórias.,Amazon Translate,Amir
"Como pequena empresária, sei em primeira mão como a paralisação afeta nossas famílias.",Amazon Translate,Amir
"À medida que os homens avançam na vida, todas as paixões se transformam em dinheiro. Amor, ambição e até poesia terminam nisso.",Amazon Translate,Amir
"Quando as pessoas seguem seu próprio caminho, o destino vai com elas.",Amazon Translate,Amir
"À medida que a sociedade avança, o padrão de pobreza aumenta.",Amazon Translate,Amir
A Ásia é o maior continente do mundo inteiro.,Amazon Translate,Amir
Perguntar a um escritor o que ele pensa sobre críticas é como perguntar a um poste de luz o que ele acha dos cães.,Amazon Translate,Amir
O assassinato é a forma extrema de censura.,Amazon Translate,Amir
Ajude-os em uma invenção; ajude-os do zero.,Amazon Translate,Amir
"Aos vinte anos, todo mundo é republicano.",Amazon Translate,Amir
A Austrália é um continente insular.,Amazon Translate,Amir
A Austrália é a única nação insular que também é um continente.,Amazon Translate,Amir
"Autoridade não funciona sem prestígio, nem prestígio sem distância.",Amazon Translate,Amir
Evite contato próximo com pessoas doentes.,Amazon Translate,Amir
"Uma má administração pode destruir uma boa política, mas uma boa administração nunca pode salvar uma política ruim.",Amazon Translate,Amir
As bolas são redondas.,Amazon Translate,Amir
São necessárias ações básicas para se proteger contra a propagação do coronavírus.,Amazon Translate,Amir
A matemática básica é usada na vida cotidiana.,Amazon Translate,Amir
Os morcegos são os únicos mamíferos voadores.,Amazon Translate,Amir
É melhor estar aproximadamente certo do que exatamente errado.,Amazon Translate,Amir
Seja claro e transparente. Esteja preparado para mostrar suas fontes e as metodologias que respaldam sua análise.,Amazon Translate,Amir
"Seja gentil com seu inimigo, assim como faria com um forno velho.",Amazon Translate,Amir
Esteja muito ocupado para ter tempo para se arrepender.,Amazon Translate,Amir
"Seja quem você é e diga o que sente, porque aqueles que se importam não importam e aqueles que importam não se importam.",Amazon Translate,Amir
"Seja mais sábio do que outras pessoas, se puder, mas não diga isso a elas.",Amazon Translate,Amir
"Antes do casamento, um homem ficará acordado a noite toda pensando em algo que você disse. Depois do casamento, ele adormecerá antes que você termine de dizer isso.",Amazon Translate,Amir
"Antes de receber o subsídio de desemprego, a pessoa deve apresentar prova de identidade.",Amazon Translate,Amir
Estar entediado pode fazer você querer usar uma televisão.,Amazon Translate,Amir
Estar entediado pode fazer você querer assistir TV.,Amazon Translate,Amir
Estar frio pode fazer você querer se aquecer.,Amazon Translate,Amir
Estar deprimido pode fazer você querer beber.,Amazon Translate,Amir
Estar sujo pode fazer você querer tomar banho.,Amazon Translate,Amir
Estar sujo pode fazer você querer tomar um banho.,Amazon Translate,Amir
Ser saudável e se exercitar com frequência pode ajudar a melhorar sua saúde mental.,Amazon Translate,Amir
Estar quente pode fazer você querer nadar.,Amazon Translate,Amir
Estar com fome pode fazer você querer comer um hambúrguer.,Amazon Translate,Amir
Estar com fome pode fazer você querer jantar.,Amazon Translate,Amir
Estar com fome pode fazer com que você queira ir a um restaurante.,Amazon Translate,Amir
Estar com fome pode fazer você querer almoçar.,Amazon Translate,Amir
Estar com fome pode fazer você querer assar um pouco de pão.,Amazon Translate,Amir
Estar com pressa pode fazer você comer rapidamente.,Amazon Translate,Amir
Sentir-se sozinho pode fazer você querer conhecer um amigo.,Amazon Translate,Amir
Ser obeso faz mal à saúde.,Amazon Translate,Amir
Ser fisicamente ativo pode melhorar a qualidade de vida ao melhorar seu humor diário.,Amazon Translate,Amir
Ser educado pode fazer você querer esperar sua vez.,Amazon Translate,Amir
Ser sedentário regularmente não é saudável.,Amazon Translate,Amir
Ser religioso significa ter fé em certas crenças e práticas ditadas pela religião.,Amazon Translate,Amir
Ser forte não significa necessariamente que você está em forma.,Amazon Translate,Amir
Estar com sede faria você querer beber.,Amazon Translate,Amir
Estar cansado faria você querer descansar.,Amazon Translate,Amir
Estar cansado faria você querer dormir.,Amazon Translate,Amir
Os crentes confiam em sua religião para obter apoio espiritual.,Amazon Translate,Amir
"Compare de onde você estava antes, não de onde você acha que deveria estar.",Amazon Translate,Amir
É melhor ter um diamante com uma falha do que uma pedra sem.,Amazon Translate,Amir
É melhor dar cerejas a um porco do que dar conselhos a um tolo.,Amazon Translate,Amir
É melhor ter amado e perdido do que não ter amado nada.,Amazon Translate,Amir
"Cuidado, os lagos gelados são muito frios; a hipotermia pode acontecer se você entrar na água.",Amazon Translate,Amir
"Além de um certo ponto, não há retorno. Esse ponto tem que ser alcançado.",Amazon Translate,Amir
Os projetos de lei reduzirão o orçamento no estado.,Amazon Translate,Amir
Meninos biológicos não devem competir em esportes com meninas biológicas.,Amazon Translate,Amir
"Abençoado é aquele que encontrou seu trabalho, que não peça nenhuma outra bênção.",Amazon Translate,Amir
Só o sangue move as rodas da história.,Amazon Translate,Amir
O tédio faria você querer jogar.,Amazon Translate,Amir
Tanto as ciências naturais quanto as físicas têm funções específicas que melhoram a qualidade de vida humana.,Amazon Translate,Amir
Tanto republicanos quanto democratas devem trabalhar juntos para encontrar um acordo sobre a lei de infraestrutura.,Amazon Translate,Amir
"A parte inferior é inferior, mesmo que esteja virada de cabeça para baixo.",Amazon Translate,Amir
"Respirar é importante, mas quando você para, nunca mais precisa se exercitar.",Amazon Translate,Amir
O budismo se originou na Ásia.,Amazon Translate,Amir
Os orçamentos devem contabilizar custos fora de controle para evitar calamidades.,Amazon Translate,Amir
As ineficiências burocráticas devem ser evitadas.,Amazon Translate,Amir
Queime a semente do conhecimento falso para que ela não brote novamente.,Amazon Translate,Amir
Mas esses extremistas liberais pró-aborto simplesmente não entendem.,Amazon Translate,Amir
A manteiga é amarela.,Amazon Translate,Amir
Comprar uma camisa exige dinheiro.,Amazon Translate,Amir
"Por seu próprio veredicto, nenhum culpado jamais foi absolvido.",Amazon Translate,Amir
"Ao superar suas paixões, a pessoa supera seus maiores inimigos.",Amazon Translate,Amir
"Quando o tolo aprende o jogo, os jogadores se dispersam.",Amazon Translate,Amir
Bytes são mais do que bits.,Amazon Translate,Amir
O bolo é doce.,Amazon Translate,Amir
O cálculo é um tipo de matemática e lógica muito difícil de entender.,Amazon Translate,Amir
A Califórnia precisa se tornar mais habitável e acessível.,Amazon Translate,Amir
"Ligando para a mãe de Mary, John desligava imediatamente após ela atender.",Amazon Translate,Amir
Posso contar com você para me apoiar nessa luta para melhor salvaguardar a saúde pública?,Amazon Translate,Amir
O Canadá fica ao norte dos Estados Unidos.,Amazon Translate,Amir
A cultura do cancelamento não deve ser tolerada em uma sociedade desenvolvida.,Amazon Translate,Amir
"O cancelamento do oleoduto Keystone XL significará que o petróleo terá que ser transportado por ferrovia, o que só aumentará as emissões.",Amazon Translate,Amir
Cuidar uns dos outros nunca foi uma questão partidária em Michigan.,Amazon Translate,Amir
A missa católica geralmente é realizada na igreja.,Amazon Translate,Amir
"Os gatos têm temperaturas corporais mais altas e anseiam por calor, e é por isso que gostam de se confinar em espaços apertados.",Amazon Translate,Amir
As diretrizes do CDC devem ser equilibradas com a responsabilidade social para com a população.,Amazon Translate,Amir
As diretrizes do CDC devem ser ressalvadas pelas leis e regras estaduais.,Amazon Translate,Amir
As baterias do celular precisam ser carregadas.,Amazon Translate,Amir
Celulares não causam câncer.,Amazon Translate,Amir
"Certas políticas são óbvias, como proteger os americanos e o meio ambiente.",Amazon Translate,Amir
Mudanças na política e nos procedimentos da polícia são necessárias e simples de fazer.,Amazon Translate,Amir
"O caos geralmente gera vida, quando a ordem gera hábito.",Amazon Translate,Amir
O personagem é muito mais fácil de manter do que recuperar.,Amazon Translate,Amir
"O personagem não é esculpido em mármore. Não é algo sólido e inalterável. É algo vivo e mutável, e pode adoecer, assim como nosso corpo.",Amazon Translate,Amir
