statement,elicitation,committer
"Люди в целом согласны с тем, что запоминание — это навык, который можно продемонстрировать, повторяя информацию по памяти.",microsoft azure text translation,Dan
"Генетически модифицированные животные подлежат одобрению регулирующими органами, прежде чем их можно будет продать для потребления.",microsoft azure text translation,Dan
Каждый член жюри имеет право на свое мнение.,microsoft azure text translation,Dan
"Для того, кто хочет причинить вред другим людям, не может быть так просто заполучить в свои руки оружие.",microsoft azure text translation,Dan
Мосты обычно используются для пересечения водоемов и соединения различных районов.,microsoft azure text translation,Dan
Пистолет ни в коем случае не должен быть вариантом.,microsoft azure text translation,Dan
У пули нет имени.,microsoft azure text translation,Dan
Обладатели грин-карты получают пожизненное разрешение на работу и вид на жительство.,microsoft azure text translation,Dan
"Политики часто дают обещания своим избирателям, которые они не выполняют.",microsoft azure text translation,Dan
Подъем демагогических диктаторов – слишком распространенное явление на нашей маленькой планете.,microsoft azure text translation,Dan
Избиратели имеют право выбрать кандидата от партии.,microsoft azure text translation,Dan
"Здравый смысл заключается в том, чтобы в школах были отдельные ванные комнаты и душевые.",microsoft azure text translation,Dan
"Здравый смысл подсказывает, что родители не хотели бы, чтобы незнакомые люди находились в ванной комнате с их маленькими детьми.",microsoft azure text translation,Dan
"Здравый смысл подсказывает, что взрослый мужчина, незнакомец, не должен оставаться один в туалете с маленькими девочками.",microsoft azure text translation,Dan
Политики часто обвиняют друг друга в отчаянии во время избирательных кампаний.,microsoft azure text translation,Dan
Национальное государство остается истинной основой счастья и гармонии.,microsoft azure text translation,Dan
Губернаторы могут поддерживать политических кандидатов.,microsoft azure text translation,Dan
Каждое поколение должно встать и бороться за сохранение свободы.,microsoft azure text translation,Dan
"Очень важно, чтобы мы могли внимательно изучить наших лидеров.",microsoft azure text translation,Dan
"Величие осязаемо; Вы узнаете это, когда увидите это.",microsoft azure text translation,Dan
Люди не должны лгать о своем опыте.,microsoft azure text translation,Dan
"Американская мечта должна быть открыта для всех, кто готов работать ради нее.",microsoft azure text translation,Dan
"Боевое оружие предназначено для использования в бою, а не в гражданских условиях.",microsoft azure text translation,Dan
"Иммиграция – это привилегия, а не право.",microsoft azure text translation,Dan
Теракты могут привести к человеческим жертвам.,microsoft azure text translation,Dan
Люди не должны дискриминировать других по признаку сексуальной ориентации.,microsoft azure text translation,Dan
"Не все права, гарантированные Конституцией США, распространяются на неамериканцев за пределами страны.",microsoft azure text translation,Dan
"Здравый смысл подсказывает, что люди увлечены своей страной.",microsoft azure text translation,Dan
Иммиграция – это привилегия.,microsoft azure text translation,Dan
Преступники не соблюдают законы.,microsoft azure text translation,Dan
"Люди, как правило, ценят честность.",microsoft azure text translation,Dan
"Ожидается, что лидеры будут ставить интересы своей страны и граждан на первое место.",microsoft azure text translation,Dan
Обвинение целой страны может усилить международную напряженность.,microsoft azure text translation,Dan
Политики часто используют телесуфлеры для произнесения речей.,microsoft azure text translation,Dan
"Большинство людей согласятся с тем, что Конституция Соединенных Штатов гарантирует свободу вероисповедания.",microsoft azure text translation,Dan
"Большинство людей не должны иметь доступа к покупке оружия, если они находятся в списке террористов.",microsoft azure text translation,Dan
Большинство людей совершают ошибки в какой-то момент своей жизни.,microsoft azure text translation,Dan
"Изменение климата реально, и нам придется изменить наш источник энергии.",microsoft azure text translation,Dan
"Президентам не нужно разбираться в политических мелочах. Они должны прислушиваться к экспертам, а затем помогать продавать общественности лучшие экспертные решения.",microsoft azure text translation,Dan
Полицейские каждый день рискуют своей жизнью.,microsoft azure text translation,Dan
Чернокожие составляют 31 процент населения Джорджии.,microsoft azure text translation,Dan
"Политики часто проводят кампании в разных штатах, чтобы получить поддержку для своих выборов.",microsoft azure text translation,Dan
Обеспечение соблюдения закона является фундаментальной обязанностью правительства.,microsoft azure text translation,Dan
"Большинство людей согласны с тем, что безопасность и конфиденциальность важны в общественных туалетах.",microsoft azure text translation,Dan
Инвесторы учитывают ожидаемую политику в своих рыночных прогнозах.,microsoft azure text translation,Dan
"Подростки есть подростки, и комната была полна тревоги и противоречий.",microsoft azure text translation,Dan
"Большинство людей согласятся с тем, что послание президента «О положении страны» — это возможность повлиять на общественные дебаты и определить повестку дня.",microsoft azure text translation,Dan
"Многие государства требуют, чтобы их земля использовалась максимально выгодно.",microsoft azure text translation,Dan
"Здравый смысл подсказывает, что изучение нового языка может быть сложной задачей.",microsoft azure text translation,Dan
