statement,elicitation,committer
"Некоторые высказывают свое мнение, а другие не думают, прежде чем говорить.",Amazon Translate,Amir
Несколько пороков могут затмить многие достоинства.,Amazon Translate,Amir
"Дурак вмешивается в чужие дела вместо того, чтобы сосредоточиться на своих собственных.",Amazon Translate,Amir
Запрет на фрекинг вводить не следует.,Amazon Translate,Amir
"Некоторые первокурсники колледжа могут подумать о том, чтобы бросить учебу.",Amazon Translate,Amir
Полный мочевой пузырь может побудить человека помочиться.,Amazon Translate,Amir
Собака садовника не ест капусту и никому не разрешает это делать.,Amazon Translate,Amir
Гомофобия нежелательна для гомосексуалистов.,Amazon Translate,Amir
"Популярное мнение не обязательно верно или точно. Кроме того, его популярность не означает, что оно недействительно.",Amazon Translate,Amir
"Цель должна быть вызовом, но в то же время вызывать волнение.",Amazon Translate,Amir
"По мнению врачей, хороший смех и достаточный сон часто являются лучшими лекарствами.",Amazon Translate,Amir
"Успешный логистический коридор должен иметь отличный доступ к воде, железной дороге, автомагистралям и большой потенциальной клиентской базе.",Amazon Translate,Amir
Хороший брак может быть заключен между слепой женой и глухим мужем.,Amazon Translate,Amir
Любители здоровья и фанатики фитнеса часто недооценивают хороший ночной сон.,Amazon Translate,Amir
Регулярные физические упражнения — хороший метод поддержания здоровья.,Amazon Translate,Amir
Песчинка очень маленькая.,Amazon Translate,Amir
Хороший начальник не стал бы требовать от сотрудников сверхурочной работы без компенсации.,Amazon Translate,Amir
Общительный человек обычно не любит одиночество.,Amazon Translate,Amir
Счастливый брак похож на долгий и бесконечный разговор.,Amazon Translate,Amir
"Нельзя убедить сердце любить, так же как желудок нельзя убедить переваривать пищу.",Amazon Translate,Amir
У шестиугольника всегда шесть сторон.,Amazon Translate,Amir
Скрытая связь сильнее очевидной.,Amazon Translate,Amir
"Человек должен превращать информацию в интеллект или знания. Мы привыкли забывать, что ни один компьютер никогда не задаст новый вопрос.",Amazon Translate,Amir
"Муж — это парень, который говорит вам, когда на вас слишком много губной помады.",Amazon Translate,Amir
"Мнение адвоката ничего не стоит, пока его не оплатят.",Amazon Translate,Amir
"Досуговая жизнь — это королевство, в котором меньше заботы, чем того требует королевство.",Amazon Translate,Amir
"Любящее сердце поддерживает семью, ненавистное сердце разрушает ее.",Amazon Translate,Amir
Низкий уровень инфицирования COVID должен позволить ослабить ограничения.,Amazon Translate,Amir
На следующий день после женитьбы мужчина становится старше на семь лет.,Amazon Translate,Amir
"У мужчины сто долларов, а вы оставляете ему два. Это вычитание.",Amazon Translate,Amir
"Влюбленный мужчина не может быть полноценным, пока он не женится. Тогда с ним покончено.",Amazon Translate,Amir
"Мужчина добивается успеха, если он встает утром и ложится спать ночью, а в перерывах делает то, что ему хочется.",Amazon Translate,Amir
"Человек не стар до тех пор, пока он чего-то ищет.",Amazon Translate,Amir
"Мужчина любит свою возлюбленную больше всего, жену — самую большую, а мать — дольше всех.",Amazon Translate,Amir
"Мужчина должен быть выше, старше, тяжелее, уродливее и хриплее жены.",Amazon Translate,Amir
"Человек, который уважает великих, прокладывает путь к своему величию.",Amazon Translate,Amir
Человек без ног не может бегать.,Amazon Translate,Amir
Человек без ремесла подобен дереву без фруктов.,Amazon Translate,Amir
"Истинный характер мужчины раскрывается, когда он пьяный.",Amazon Translate,Amir
"Истинные секреты человека более секретны для него самого, чем для других.",Amazon Translate,Amir
Страна может потерять свои свободы за один день и не упустить их через столетие.,Amazon Translate,Amir
Потребность в информации заставит вас захотеть выйти в Интернет.,Amazon Translate,Amir
Потребность в деньгах заставит вас захотеть зарабатывать на жизнь.,Amazon Translate,Amir
Игла острая.,Amazon Translate,Amir
"Прозвище — самый твердый камень, который дьявол может бросить в человека.",Amazon Translate,Amir
"Число, увеличенное до другого числа, обычно больше, чем сложение этих двух чисел.",Amazon Translate,Amir
Один и один — одиннадцать.,Amazon Translate,Amir
"Часть доброты заключается в том, чтобы любить людей больше, чем они того заслуживают.",Amazon Translate,Amir
"Человек не хочет, чтобы его ограничивали.",Amazon Translate,Amir
Человеку не нужна скучная работа.,Amazon Translate,Amir
Человеку не нужна опухоль мозга.,Amazon Translate,Amir
Человеку не нужен сломанный палец.,Amazon Translate,Amir
Человеку не нужно разбитое сердце.,Amazon Translate,Amir
Человеку не нужен компьютерный вирус.,Amazon Translate,Amir
"Человек не хочет, чтобы в супе была муха.",Amazon Translate,Amir
Человеку не нужен заусень.,Amazon Translate,Amir
Человеку не нужен сердечный приступ.,Amazon Translate,Amir
Человеку не нужна низкооплачиваемая работа.,Amazon Translate,Amir
Человеку не нужно медленное подключение к Интернету.,Amazon Translate,Amir
Человек не хочет жестокого обращения.,Amazon Translate,Amir
Человеку не нужна боль в спине.,Amazon Translate,Amir
Человеку не нужен зуд.,Amazon Translate,Amir
Человек не хочет заболеть ЗППП.,Amazon Translate,Amir
Человек не хочет раздражать.,Amazon Translate,Amir
Человеку не нужны беспокойства.,Amazon Translate,Amir
Человеку не нужна плохая еда.,Amazon Translate,Amir
Человек не хочет скучать.,Amazon Translate,Amir
Человеку не нужен обман.,Amazon Translate,Amir
"Человек не хочет, чтобы все было одинаково.",Amazon Translate,Amir
Человек не хочет воевать.,Amazon Translate,Amir
"Человек не хочет, чтобы его компьютер вышел из строя.",Amazon Translate,Amir
Человек не хочет терять работу.,Amazon Translate,Amir
Человеку не нужны открытые язвы.,Amazon Translate,Amir
Человеку не нужна шизофрения.,Amazon Translate,Amir
Человеку не нужна правда.,Amazon Translate,Amir
Человек не хочет быть отчужденным.,Amazon Translate,Amir
Человек не хочет болеть.,Amazon Translate,Amir
Человек не хочет бояться.,Amazon Translate,Amir
Человек не хочет болеть.,Amazon Translate,Amir
Человек не хочет оказаться в пробке.,Amazon Translate,Amir
Человек не хочет сидеть в тюрьме.,Amazon Translate,Amir
"Человек не хочет, чтобы его наказывали.",Amazon Translate,Amir
Человек не хочет быть смешным.,Amazon Translate,Amir
Человек не хочет стыдиться.,Amazon Translate,Amir
Человек не хочет сломать ногу.,Amazon Translate,Amir
Человек не хочет разбивать машину.,Amazon Translate,Amir
Человек не хочет умирать в одиночестве.,Amazon Translate,Amir
"Человек не хочет делать то, в чем он не силен.",Amazon Translate,Amir
Человек не хочет переделывать работу.,Amazon Translate,Amir
"Человек не хочет заниматься тем, что ему не интересно.",Amazon Translate,Amir
Человек не хочет разлюбиться.,Amazon Translate,Amir
"Человек не хочет, чтобы у него не было дома.",Amazon Translate,Amir
Человек не хочет слышать плохие новости.,Amazon Translate,Amir
Человек не хочет терять своих друзей.,Amazon Translate,Amir
Человек не хочет ошибаться.,Amazon Translate,Amir
Человеку не нужны прыщи.,Amazon Translate,Amir
Человеку не нужны неприятные вещи.,Amazon Translate,Amir
"Человек, оказавшийся в безвыходной ситуации, попробует самые отчаянные меры.",Amazon Translate,Amir
"Человек, бегающий трусцой в жаркую погоду, чаще потеет.",Amazon Translate,Amir
В пустом поезде человек не услышит разговоров большого количества людей.,Amazon Translate,Amir
"Человек, ложащийся спать, обычно не носит купальник.",Amazon Translate,Amir
Человек с высокой температурой вряд ли будет здоров.,Amazon Translate,Amir
Расовая принадлежность человека не зависит от его способностей.,Amazon Translate,Amir
"Пессимист — это тот, кто хорошо знаком с оптимистом.",Amazon Translate,Amir
Точка зрения имеет разные точки зрения.,Amazon Translate,Amir
"Политический деятель может стремиться к реализации свободы, но реализовать ее можно только с помощью насилия.",Amazon Translate,Amir
"Политик, баллотирующийся в городской совет, должен иметь опыт работы в городе.",Amazon Translate,Amir
Действительно занятой человек может не знать своего веса.,Amazon Translate,Amir
Отказ от похвалы может быть желанием получить похвалу дважды.,Amazon Translate,Amir
В безумном обществе здравомыслящий человек может казаться сумасшедшим.,Amazon Translate,Amir
"Судно безопасно в порту, но его цель не в этом.",Amazon Translate,Amir
"Простой способ определить, украдено ли оружие, — проверить его серийный номер.",Amazon Translate,Amir
Улыбка обычно воспринимается как положительная эмоция.,Amazon Translate,Amir
"Общество становится великим, когда старики сажают деревья, зная, что они никогда не будут сидеть в их тени.",Amazon Translate,Amir
У квадрата четыре стороны.,Amazon Translate,Amir
Сильный ветер может вдохновить вас на запуск воздушного змея.,Amazon Translate,Amir
Меч острый.,Amazon Translate,Amir
Гвоздь острый.,Amazon Translate,Amir
"Учитель, не являющийся догматиком, может оказаться учителем, который на самом деле не преподает.",Amazon Translate,Amir
Теист — это противоположность атеиста.,Amazon Translate,Amir
Теория — это не факт.,Amazon Translate,Amir
"Войну нельзя выиграть, если побежденный враг не превратился в друга.",Amazon Translate,Amir
"Влажная губка впитывает больше воды, чем сухая.",Amazon Translate,Amir
Мудрый человек должен найти в своем доме нежную и вежливую жену или вообще не иметь жены.,Amazon Translate,Amir
Мудрый человек соотносит свои убеждения с доказательствами.,Amazon Translate,Amir
"Возможно, через год вы пожалеете, что не начали сегодня.",Amazon Translate,Amir
"Избежающее поведение в себе — это путь, проложенный только к одному — к совершенствованию избегающего поведения.",Amazon Translate,Amir
Умение думать как на скрипке или фортепиано требует ежедневной практики.,Amazon Translate,Amir
Упразднение полиции — крайняя позиция демократов.,Amazon Translate,Amir
"Аборт — это преступление, потому что жизнь начинается с зачатия.",Amazon Translate,Amir
Доступ к здравоохранению и образованию должен стать приоритетом.,Amazon Translate,Amir
"Доступ к здравоохранению должен быть доступен для всех, не беспокоясь о долгах.",Amazon Translate,Amir
"Знакомый — это человек, которого мы достаточно хорошо знаем, чтобы брать взаймы, но недостаточно хорошо, чтобы дать взаймы.",Amazon Translate,Amir
"Закон, который мы хотим принять на этой сессии, запрещает аресты за преступления, не подлежащие тюремному заключению.",Amazon Translate,Amir
"Если сложить два числа, получится большее число.",Amazon Translate,Amir
Восхищение и знакомство — чужие люди.,Amazon Translate,Amir
Взрослые должны контролировать все фейерверки.,Amazon Translate,Amir
Достижения в области технологий могут помочь спасти жизни и улучшить качество жизни для всех в мире.,Amazon Translate,Amir
"Технологический прогресс может иметь как очень положительные, так и ужасные последствия.",Amazon Translate,Amir
"Невзгоды — это испытание принципа. Без него человек вряд ли знает, честен он или нет.",Amazon Translate,Amir
"Консультируйте и консультируйте его. Если он не слушает, пусть невзгоды научат его.",Amazon Translate,Amir
Аэробные тренировки обычно идут вам на пользу.,Amazon Translate,Amir
Африка — это континент.,Amazon Translate,Amir
После определенного момента деньги теряют смысл. Они перестают быть целью. Главное — игра.,Amazon Translate,Amir
"После судебного разбирательства одна сторона обнажена, а другая без рубашки.",Amazon Translate,Amir
Авиакомпании могут запретить использование животных для эмоциональной поддержки из-за их плохого поведения и нарушения владельцами домашних животных правил и тарифов авиакомпаний.,Amazon Translate,Amir
Алкоголь должен быть ограничен для болельщиков во время спортивных игр.,Amazon Translate,Amir
Алкоголь может вызвать желание спать по ночам.,Amazon Translate,Amir
Алгебра использует переменные.,Amazon Translate,Amir
Все искусство автобиографично; жемчужина — это автобиография устрицы.,Amazon Translate,Amir
Все плохие прецеденты начинаются с оправданных мер.,Amazon Translate,Amir
Все фанатичные вероучения вредят. Они порождают ненависть и вражду.,Amazon Translate,Amir
Все великие дела и все великие мысли имеют нелепое начало. Великие произведения часто рождаются на углу улицы или во вращающейся двери ресторана.,Amazon Translate,Amir
Все люди созданы равными.,Amazon Translate,Amir
"Не все виды красоты вызывают любовь. Есть такая, которая только радует глаз, но не пленяет привязанностей.",Amazon Translate,Amir
"Вся жизнь — это эксперимент. Чем больше экспериментов вы проведете, тем лучше.",Amazon Translate,Amir
"Все воспоминания, которые люди прибегают к ответу, выдуманы.",Amazon Translate,Amir
"Все наши мечты могут сбыться, если у нас хватит смелости осуществить их.",Amazon Translate,Amir
Все наше зло происходит из-за нашей неспособности быть одинокими.,Amazon Translate,Amir
Все люди — люди.,Amazon Translate,Amir
У всех религий есть различия.,Amazon Translate,Amir
"Все общественные движения в какой-то момент отвергаются как жалобы. Со временем их признают, что они говорят власть правдивой.",Amazon Translate,Amir
Раньше все континенты соединялись на одном гигантском континенте под названием Пангея.,Amazon Translate,Amir
Все дороги ведут в Рим.,Amazon Translate,Amir
"Все истины легко понять, как только они обнаружены. Смысл в том, чтобы их открыть.",Amazon Translate,Amir
"Все, что не является прозой, является стихом, а все, что не является стихом, является прозой.",Amazon Translate,Amir
Все умершие равны.,Amazon Translate,Amir
"Предоставление избирателям, имеющим право голоса, голосовать онлайн позволяет большему числу избирателей участвовать в выборах и укрепляет демократию.",Amazon Translate,Amir
Разрешение семейных визитов в дома престарелых во время пандемии улучшит качество жизни и психическое здоровье жителей и их семей.,Amazon Translate,Amir
"Разрешение оружия — это не значит, что хорошие парни, владеющие оружием, предотвращают насильственные преступления. Исследование, проведенное в 33 штатах, показывает, что разрешение на использование оружия привело к росту насильственных преступлений на 13-15%.",Amazon Translate,Amir
Любезно позволять людям иметь свои собственные религиозные убеждения без помех.,Amazon Translate,Amir
"Хотя Британия — большая и известная страна, это остров.",Amazon Translate,Amir
"Несмотря на то, что некоторые курящие люди живут очень долго, чем больше человек курит, тем выше риск для здоровья.",Amazon Translate,Amir
"Хотя мир и не идеален, он все еще остается лучшим из возможных.",Amazon Translate,Amir
"Хотя мы можем видеть реакцию других на их внутренний опыт, на самом деле мы не можем воспринимать или переживать их истинный внутренний опыт, их качества.",Amazon Translate,Amir
Альтруизм — это здравый смысл для людей.,Amazon Translate,Amir
Альтруизм — основа мирного общества.,Amazon Translate,Amir
"Всегда и никогда — это два слова, которые вы всегда должны помнить, что их нельзя использовать.",Amazon Translate,Amir
Не стесняйтесь всегда оказывать поддержку.,Amazon Translate,Amir
"Всегда помните, что ваша сосредоточенность определяет вашу реальность.",Amazon Translate,Amir
Всегда проверяйте совместимость ваших деталей перед покупкой компьютерных запчастей.,Amazon Translate,Amir
Всегда верьте в Бога.,Amazon Translate,Amir
Честолюбие — это не порок маломыслящих людей.,Amazon Translate,Amir
"Америка поступила правильно, отделившись от Британии в 1776 году.",Amazon Translate,Amir
"Америка — это место, где смелость и убежденность могут изменить мир к лучшему.",Amazon Translate,Amir
Америка должна стремиться поддерживать демократию и права человека во всем мире.,Amazon Translate,Amir
"Растущее разнообразие Америки следует приветствовать, и мы должны защитить их законами против эксплуатации, сексизма и расизма.",Amazon Translate,Amir
"Американцам необходимо проводить политику, которая снова сделает Америку великой.",Amazon Translate,Amir
Американцы покончили с лицемерными политиками.,Amazon Translate,Amir
"Американцы, как общество, воспринимаются как жадные люди.",Amazon Translate,Amir
Американцы трудолюбивы и оптимистичны.,Amazon Translate,Amir
Американцы никогда не боялись будущего.,Amazon Translate,Amir
"Американцы знают, что правильно, а что нет.",Amazon Translate,Amir
Американцы хотят прогрессивных ценностей.,Amazon Translate,Amir
Американцам нужны лидеры республиканцев.,Amazon Translate,Amir
"Умные американцы умеют видеть, кто достоин, а кто нет.",Amazon Translate,Amir
Бухгалтер хорошо разбирается в математике и логике.,Amazon Translate,Amir
Часто говорят: «Яблоко в день отпугивает врача».,Amazon Translate,Amir
"Образование — это не то, как много вы посвящаете памяти и даже не знаете. Это умение различать то, что вы знаете, а что нет.",Amazon Translate,Amir
"Выдающаяся репутация так же опасна, как и плохая.",Amazon Translate,Amir
"Идеальная жена — это та, которая остается верной тебе, но при этом старается быть такой же очаровательной, как если бы она не была таковой.",Amazon Translate,Amir
"Увеличение числа случаев подагры с 3 до 9 миллионов за десятилетие свидетельствует о том, что изменения в образе жизни человека влияют на развитие заболевания.",Amazon Translate,Amir
Разумный ад лучше глупого рая.,Amazon Translate,Amir
Приглашение вызовет у вас желание пойти на вечеринку.,Amazon Translate,Amir
Открытая граница оставляет граждан без защиты и создает конфликт между управляемыми и правительством.,Amazon Translate,Amir
Унция производительности стоит многих обещаний.,Amazon Translate,Amir
Ведущим не следует задавать нагруженные вопросы своим собеседникам.,Amazon Translate,Amir
"Животноводство является причиной многих парниковых газов, поэтому разведение крупного рогатого скота вызывает глобальное потепление.",Amazon Translate,Amir
Животные инстинктивно боятся взгляда или даже следа человека.,Amazon Translate,Amir
"Энн поможет людям, попавшим в беду.",Amazon Translate,Amir
Еще одно демократическое голосование может помочь обеспечить наше будущее.,Amazon Translate,Amir
"Еще одна подобная победа, и мы проиграны.",Amazon Translate,Amir
"Антисемитизм — это зло, и его следует осудить.",Amazon Translate,Amir
"Тревога у детей, по сути, является выражением их чувства потери любимого человека.",Amazon Translate,Amir
"Любое число, умноженное на единицу, остается неизменным.",Amazon Translate,Amir
"Любое число, умноженное на ноль, всегда равно нулю.",Amazon Translate,Amir
"Любой может говорить с Богом, но Бог отвечает только психически неуравновешенным людям.",Amazon Translate,Amir
"Все, что слишком глупо, чтобы говорить, поется.",Amazon Translate,Amir
"Судя по всему, мужчин можно вылечить от наркотиков, употребления алкоголя, азартных игр, грызения ногтей, ковыряния в носу, но не жениться.",Amazon Translate,Amir
Яблоко может быть красным.,Amazon Translate,Amir
У Apple одни из лучших технологий.,Amazon Translate,Amir
"Аристотель, Платон и Сократ были греческими философами.",Amazon Translate,Amir
Жители Аризоны придерживаются твердых консервативных ценностей.,Amazon Translate,Amir
"Арест преступников — это работа полицейских и судов, а не политиков.",Amazon Translate,Amir
"Искусство начинается с сопротивления. В тот момент, когда сопротивление преодолено, ни один человеческий шедевр не был создан без огромных усилий.",Amazon Translate,Amir
Искусство в музеях может вдохновить людей на написание историй.,Amazon Translate,Amir
"Как представительница малого бизнеса, я не понаслышке знаю, как закрытие экономики сказывается на наших семьях.",Amazon Translate,Amir
"По мере продвижения мужчин все страсти переходят в деньги. Любовь, честолюбие и даже поэзия на этом заканчиваются.",Amazon Translate,Amir
"Когда люди идут своим путем, судьба идет вместе с ними.",Amazon Translate,Amir
По мере развития общества уровень бедности растет.,Amazon Translate,Amir
Азия — самый большой континент во всем мире.,Amazon Translate,Amir
"Спрашивать у писателя, что он думает о критике, все равно что спросить у фонарного столба, что он думает о собаках.",Amazon Translate,Amir
Убийство — это крайняя форма цензуры.,Amazon Translate,Amir
Помогите им в изобретении; помогите им с нуля.,Amazon Translate,Amir
В двадцать лет каждый — республиканец.,Amazon Translate,Amir
Австралия — островной континент.,Amazon Translate,Amir
"Австралия — единственное островное государство, которое также является континентом.",Amazon Translate,Amir
"Авторитет не работает без престижа, а престиж — без дистанции.",Amazon Translate,Amir
Избегайте тесного контакта с больными людьми.,Amazon Translate,Amir
"Плохое управление может разрушить хорошую политику, но хорошее управление никогда не спасет плохую политику.",Amazon Translate,Amir
Шары круглые.,Amazon Translate,Amir
Необходимы основные меры по защите от распространения коронавируса.,Amazon Translate,Amir
Базовая математика используется в повседневной жизни.,Amazon Translate,Amir
Летучие мыши — единственные летающие млекопитающие.,Amazon Translate,Amir
"Лучше быть примерно правым, чем абсолютно неправым.",Amazon Translate,Amir
"Будьте понятны и прозрачны. Будьте готовы показать свои источники и методологии, лежащие в основе анализа.",Amazon Translate,Amir
"Будьте нежны к врагу, как к старой духовке.",Amazon Translate,Amir
"Будьте слишком заняты, чтобы успеть пожалеть.",Amazon Translate,Amir
"Будьте тем, кто вы есть, и говорите то, что чувствуете, потому что те, кто думает, не имеют значения, а те, кто имеет значение, не против.",Amazon Translate,Amir
"Будьте мудрее других людей, если можете, но не говорите им об этом.",Amazon Translate,Amir
"До брака мужчина всю ночь не спит, думая о том, что вы сказали. После женитьбы он заснет, прежде чем вы закончите это говорить.",Amazon Translate,Amir
"Прежде чем получить пособие по безработице, лицо должно предъявить удостоверение личности.",Amazon Translate,Amir
"Если вам скучно, вы можете захотеть посмотреть телевизор.",Amazon Translate,Amir
Скука может вызвать желание посмотреть телевизор.,Amazon Translate,Amir
Холод может вызвать желание согреться.,Amazon Translate,Amir
Из-за депрессии вы можете захотеть выпить.,Amazon Translate,Amir
Из-за грязи вам может захотеться искупаться.,Amazon Translate,Amir
Из-за грязи вам может захотеться принять ванну.,Amazon Translate,Amir
Здоровое здоровье и частые физические упражнения могут помочь улучшить ваше психическое здоровье.,Amazon Translate,Amir
В жаркую погоду вам может захотеться поплавать.,Amazon Translate,Amir
"Если вы голодны, вам может захотеться съесть гамбургер.",Amazon Translate,Amir
Голод может вызвать желание поужинать.,Amazon Translate,Amir
"Если вы голодны, у вас может возникнуть желание пойти в ресторан.",Amazon Translate,Amir
"Если вы голодны, вам может захотеться пообедать.",Amazon Translate,Amir
"Если вы голодны, вам может захотеться испечь хлеб.",Amazon Translate,Amir
Спешка может заставить вас быстро поесть.,Amazon Translate,Amir
Чувство одиночества может вызвать у вас желание встретиться с другом.,Amazon Translate,Amir
Ожирение вредно для здоровья.,Amazon Translate,Amir
"Физическая активность может улучшить качество жизни, улучшив ежедневное настроение.",Amazon Translate,Amir
"Если вы будете вежливы, вам захочется дождаться своей очереди.",Amazon Translate,Amir
Регулярный сидячий образ жизни вреден для здоровья.,Amazon Translate,Amir
"Быть религиозным означает, что вы верите в определенные убеждения и обычаи, продиктованные религией.",Amazon Translate,Amir
"Быть сильным не обязательно означает, что вы в форме.",Amazon Translate,Amir
От жажды вам захочется выпить.,Amazon Translate,Amir
Усталость заставит вас захотеть отдохнуть.,Amazon Translate,Amir
От усталости вам захочется спать.,Amazon Translate,Amir
Верующие полагаются на свою религию для получения духовной поддержки.,Amazon Translate,Amir
"Ориентируйте на то, что вы были раньше, а не на том, где, по вашему мнению, вам следует быть.",Amazon Translate,Amir
"Лучше иметь бриллиант с дефектом, чем камешек без него.",Amazon Translate,Amir
"Лучше дать свинье вишню, чем совет дураку.",Amazon Translate,Amir
"Лучше любить и терять, чем не любить вообще.",Amazon Translate,Amir
"Осторожно, в ледяных прудах очень холодно; если вы войдете в воду, может произойти гипотермия.",Amazon Translate,Amir
После определенного момента возврата нет. Эта точка должна быть достигнута.,Amazon Translate,Amir
Законопроекты сократят бюджет штата.,Amazon Translate,Amir
Биологическим мальчикам нельзя разрешать соревноваться в спорте с биологическими девочками.,Amazon Translate,Amir
"Блажен тот, кто нашел свое дело, пусть не просит другого блаженства.",Amazon Translate,Amir
Только кровь двигает колесо истории.,Amazon Translate,Amir
От скуки вам захочется играть в игры.,Amazon Translate,Amir
"Как естественные, так и физические науки играют особую роль в улучшении качества жизни людей.",Amazon Translate,Amir
"Как республиканцы, так и демократы должны работать вместе, чтобы найти компромисс по законопроекту об инфраструктуре.",Amazon Translate,Amir
"Дно остается дном, даже если оно перевернуто вверх дном.",Amazon Translate,Amir
"Дыхание важно, но как только вы остановитесь, вам больше не придется тренироваться.",Amazon Translate,Amir
Буддизм зародился в Азии.,Amazon Translate,Amir
В бюджетах должны учитываться вышедшие из-под контроля расходы на предотвращение бедствий.,Amazon Translate,Amir
Следует избегать бюрократической неэффективности.,Amazon Translate,Amir
"Сожгите семя ложных знаний, чтобы оно больше не проросло.",Amazon Translate,Amir
"Но эти либеральные экстремисты, выступающие за аборты, просто не понимают этого.",Amazon Translate,Amir
Масло желтое.,Amazon Translate,Amir
Покупка рубашки требует денег.,Amazon Translate,Amir
По его собственному вердикту ни один виновный так и не был оправдан.,Amazon Translate,Amir
"Преодолевая свои страсти, человек побеждает своих злейших врагов.",Amazon Translate,Amir
