statement,elicitation,committer
協力することで、人々のために多くのことを成し遂げることができます,amazon translate,Dan
重要な問題について共通点を見つけることが重要です,amazon translate,Dan
人を動かすキャンペーンは、草の根のサポーターに頼っています。,amazon translate,Dan
ワシントンの政治では、党派間の論争が一般的になっています。,amazon translate,Dan
手ごろな価格の医療は人々にとって重要です。,amazon translate,Dan
医薬品は手頃な価格である必要があります。,amazon translate,Dan
中小企業と経済を保護することは、多くの人にとって優先事項です。,amazon translate,Dan
手洗いや社会的距離の確保など、CDCのガイドラインに従うことは、公衆衛生にとって重要です。,amazon translate,Dan
家族の健康、安全、福祉を優先するリーダーがいることが重要です。,amazon translate,Dan
手ごろな価格の医療へのアクセスは人々の関心事です。,amazon translate,Dan
CDCなどの保健当局のガイドラインに従うことは、個人の安全と健康を維持するのに役立ちます。,amazon translate,Dan
病院や店舗で働き、郵便物を配達し、医療を提供し、緊急事態に対応する人々は、困難な時期に重要な仕事をしています。,amazon translate,Dan
私たちは、前例のない時代に私たちのことを気にかけてくれる人々を支援すべきです。,amazon translate,Dan
現在と将来に向けて良い成果を上げるには、協力することが重要です。,amazon translate,Dan
適切な計画はパフォーマンスの低下を防ぎます。,amazon translate,Dan
アクティビティをオンラインでシフトすることで、より多くの人々とつながる機会が得られます。,amazon translate,Dan
人々は一般に、災害で家を失った後、ケア、食料、避難所を望んでいる、または必要としています。,amazon translate,Dan
人々は通常、ウジに感染した食物を受け取りたくありません。,amazon translate,Dan
通常、経験のない人を雇って家を建てることはありません。,amazon translate,Dan
ロックダウンにより、何千もの中小企業が閉鎖されました。,amazon translate,Dan
失業は何十万もの家族に影響を与える可能性があります。,amazon translate,Dan
仕事を失うと、家族は経済的に苦労する可能性があります。,amazon translate,Dan
指導者は自らの決定と方針に対して責任を負います。,amazon translate,Dan
すべての投票が重要です。,amazon translate,Dan
人々には企業と家があります。,amazon translate,Dan
善良な人々は保護される必要があります。,amazon translate,Dan
法と秩序が必要です。,amazon translate,Dan
人々には平和的に集まり、抗議する権利があります。,amazon translate,Dan
戦略的アプローチは課題の克服に役立ちます。,amazon translate,Dan
オンラインアクティビティは、より多くの人々とつながる機会を可能にします。,amazon translate,Dan
キャンペーンを運営するにはリソースが必要です。,amazon translate,Dan
すべてに適切な時期があります,amazon translate,Dan
生まれる時,amazon translate,Dan
ア・タイム・トゥ・ダイ,amazon translate,Dan
植える時期,amazon translate,Dan
収穫の時期,amazon translate,Dan
ア・タイム・トゥ・キル,amazon translate,Dan
癒しの時間,amazon translate,Dan
ア・タイム・トゥ・デストロイ,amazon translate,Dan
再構築の時,amazon translate,Dan
ア・タイム・トゥ・クライ,amazon translate,Dan
笑う時間,amazon translate,Dan
ア・タイム・トゥ・ダンス,amazon translate,Dan
石を散らす時間,amazon translate,Dan
石を集める時間,amazon translate,Dan
ハグする時間,amazon translate,Dan
抱きしめない時間,amazon translate,Dan
探す時間,amazon translate,Dan
負ける時間,amazon translate,Dan
守り続ける時間,amazon translate,Dan
捨てる時間,amazon translate,Dan
修理する時間,amazon translate,Dan
静かに過ごせる時間,amazon translate,Dan
声を上げる時間,amazon translate,Dan
愛する時間,amazon translate,Dan
嫌いの時間,amazon translate,Dan
タイム・フォー・ウォー,amazon translate,Dan
平和の時,amazon translate,Dan
優れた指導者は耳を傾けます。,amazon translate,Dan
優れたリーダーは学び、行動を起こします。,amazon translate,Dan
コミュニティを安全に保つための政策なしに地域の再開を強いることは、人々を危険にさらす可能性があります。,amazon translate,Dan
あなたに反対する人を含め、あらゆる側面の意見を聞くことは重要です。,amazon translate,Dan
ウイルスは終わったふりをしても消えません。,amazon translate,Dan
テストをやめてもアメリカ人は死ぬのをやめません。,amazon translate,Dan
農村部の人々には、より良い医療を受ける機会が与えられるべきです。,amazon translate,Dan
政治家は金儲けではなく、自分が代表する地区の人々のために働くべきだ。,amazon translate,Dan
誰も病気になることを選びません。,amazon translate,Dan
男性は女性に自分の体をどうするか言うことはできません。,amazon translate,Dan
この時期の最優先事項は、カリフォルニア州および全国での COVID-19 の蔓延を緩和するために全員が支援できるようにすることです。,amazon translate,Dan
私たちのキャンペーンは、対面式のイベントをすべてキャンセルし、デジタル運営に移行し、困っている人々を支援する地域の取り組みを支援することで、自分たちの役割を果たしています。,amazon translate,Dan
勤勉なアメリカ人は社会に貢献します。,amazon translate,Dan
中小企業は課題と意思決定に直面しています。,amazon translate,Dan
気候変動は注意が必要なトピックです。,amazon translate,Dan
インフラストラクチャは時間の経過とともに劣化する可能性があります。,amazon translate,Dan
社会保障とメディケアは、個人を保護することを目的としたプログラムです。,amazon translate,Dan
選挙は競争が激しい。,amazon translate,Dan
草の根の支持は政治運動に影響を与える可能性があります。,amazon translate,Dan
電子メールは、人々に情報を提供し、関与させるために使用されるコミュニケーションツールです。,amazon translate,Dan
人々は次期大統領に投票する必要があります。,amazon translate,Dan
司法上の任命は長期的な影響を与える可能性があります。,amazon translate,Dan
民主主義には、意思決定プロセスへの国民の参加が含まれます。,amazon translate,Dan
気候変動は、一部の人々が取り組むことを目指している問題です。,amazon translate,Dan
社会保障とメディケアは、個人を支援することを目的としたプログラムです。,amazon translate,Dan
選挙には、投票が終了する特定の終了日があります。,amazon translate,Dan
現職者は選挙で敗北する可能性があります。,amazon translate,Dan
メールは、支持者に情報を提供し、政治運動への寄付を依頼するために使用されるコミュニケーションツールです。,amazon translate,Dan
寄付は電子メールで募ることができます。,amazon translate,Dan
健康危機の際には、科学に従うことが重要です。,amazon translate,Dan
ヘルスケアは多くの人々にとって懸念事項です。,amazon translate,Dan
政治家は問題について異なる立場をとることがあります。,amazon translate,Dan
ホームレスは政治家が直面する可能性のある問題です。,amazon translate,Dan
社会保障とメディケアは、個人の福祉を保護することを目的としたプログラムです。,amazon translate,Dan
電子メールは、人々に常に情報を提供するために使用されるコミュニケーションツールです。,amazon translate,Dan
草の根の支援は政治運動にとって極めて重要です。,amazon translate,Dan
郵送投票用紙を使用すると、投票所に行かなくても投票できます。,amazon translate,Dan
選挙は競争が激しくなる可能性があります。,amazon translate,Dan
キャンペーンでは、活動を支援するために寄付を求められることがよくあります。,amazon translate,Dan
投票は市民が政府に参加する方法です。,amazon translate,Dan
政治キャンペーンでは、電子メールを使用して支持者と連絡を取ります。,amazon translate,Dan
ハロウィーンは一年で最も不気味な日と見なされています,amazon translate,Dan
ハロウィーンには、お化け屋敷や怖い集まりがよく見られます,amazon translate,Dan
選挙は国の軌跡を決めることができる,amazon translate,Dan
気候変動は取り組む必要のある重大な問題です,amazon translate,Dan
インフラストラクチャーは時間の経過とともに劣化する可能性がある,amazon translate,Dan
社会保障とメディケアは、個人を保護することを目的としたプログラムです,amazon translate,Dan
人々は一般的に、自分の価値観に賛成する政治家候補を支持するのが常識だと考えています。,amazon translate,Dan
選挙は民主主義において重要な出来事であることは常識です。,amazon translate,Dan
気候変動への取り組み、悪化するインフラへの対処、ホームレスとの対処、社会保障とメディケアの保護は、政治家が注力すべき常識的な問題であることにほとんどの人が同意するでしょう。,amazon translate,Dan
政治運動が彼らの努力を支援するために寄付を求めることが多いのは常識です。,amazon translate,Dan
政治運動には草の根の支援が不可欠であることは常識です。,amazon translate,Dan
電話に出て挨拶することは、電話での会話を始める一般的な方法です。,amazon translate,Dan
ロボコールはイライラすることがあり、しばしば危険だと考えられています。,amazon translate,Dan
高齢者は詐欺に遭いやすくなります。,amazon translate,Dan
法律は、違法なロボコールなどの社会問題に対処する方法です。,amazon translate,Dan
議会のメンバーは、米国の特定の地区に奉仕します。,amazon translate,Dan
選挙によって誰が政治的な役職に就くかが決まる。,amazon translate,Dan
キャンペーンでは、その取り組みを支援するために寄付を求めることがよくあります。,amazon translate,Dan
メールはコミュニケーションとキャンペーンの一般的な方法です。,amazon translate,Dan
選挙運動が勢いを増すには、しばしば寄付が必要です。,amazon translate,Dan
政治的競争は、企業の特別利益団体の影響を受ける可能性があります。,amazon translate,Dan
寄付は、政治運動が未決定の有権者に届くのに役立ちます。,amazon translate,Dan
現職者は政治競争で新参者に負けることがあります。,amazon translate,Dan
政治家は、気候変動、インフラ、ホームレス、社会保障とメディケアの保護などの問題に取り組んでいます。,amazon translate,Dan
メールは、政治キャンペーンで支持者とコミュニケーションをとる一般的な方法です。,amazon translate,Dan
選挙の締め切りは、政治競争の勢いに影響を与える可能性があります。,amazon translate,Dan
草の根寄付者はキャンペーンを支援する個人であり、企業の特別利益団体ではありません。,amazon translate,Dan
選挙は競争が激しく、勝つことは難しい場合があります。,amazon translate,Dan
政治運動では、有権者に届くために寄付に頼ることがよくあります。,amazon translate,Dan
6月は今年の第2四半期の最後の2ヶ月目です。,amazon translate,Dan
募金活動は政治運動にとって重要です。,amazon translate,Dan
気候変動は懸念事項です。,amazon translate,Dan
メールはコミュニケーションの手段です。,amazon translate,Dan
アメリカ合衆国大統領には、政府サービスへの資金提供に影響を与える権限があります。,amazon translate,Dan
投票は、民主主義社会において市民が自分の声を聞かせるために使う方法です。,amazon translate,Dan
選出された公務員は有権者に対して責任を負う。,amazon translate,Dan
米国郵政公社（USPS）は、投票プロセスに参加できる組織です。,amazon translate,Dan
キャンペーンでは、サポーターからの寄付を求めることがよくあります。,amazon translate,Dan
下院議員は州内の特定の地区を代表しています。,amazon translate,Dan
気候変動、インフラ、ホームレス、社会保障、メディケアは、国会議員が取り組むことができる問題です。,amazon translate,Dan
人々は一般的に、反対派間で政治的議論が起こることを期待しています。,amazon translate,Dan
政治家にはしばしばキャンペーンマネージャーがいます。,amazon translate,Dan
討論は政治問題に取り組むための公正な方法と考えられています。,amazon translate,Dan
多くの場合、政治キャンペーンには資金調達の目標があります。,amazon translate,Dan
気候変動、インフラ、ホームレス、社会保障、メディケアは、政治家が取り組む一般的な問題です。,amazon translate,Dan
再選キャンペーンは政治家にとって困難な場合があります。,amazon translate,Dan
メーリングリストの購読解除は、受信者に提供されるオプションです。,amazon translate,Dan
討論会は、有権者が自分が投票している候補者の感覚をつかむための手段です。,amazon translate,Dan
ソーシャルメディアは、人々が政治運動を攻撃したり支援したりできるプラットフォームです。,amazon translate,Dan
議会のメンバーは、気候変動、インフラ、ホームレス、社会保障とメディケアの保護などの問題に取り組んでいます。,amazon translate,Dan
選挙は政治家にとって厳しい再選の戦いになり得ます。,amazon translate,Dan
選出され任命された公務員は自分の仕事をよく知っているべきです。,amazon translate,Dan
納税者は、選出および任命された公務員の職務費を支払います。,amazon translate,Dan
気候変動はビーチに影響を与える可能性があります。,amazon translate,Dan
平均寄付額が少ないキャンペーンは、草の根と見なすことができます。,amazon translate,Dan
政治家は寄付者に対して責任を負います。,amazon translate,Dan
選出された公務員は有権者に仕えます。,amazon translate,Dan
再選キャンペーンには財政的支援が必要です。,amazon translate,Dan
多くの場合、政治キャンペーンからのメールには、購読を解除するか、受信するメールの件数を減らすオプションが含まれています。,amazon translate,Dan
すべてのアメリカ人は、コロナウイルスの感染や蔓延を心配することなく投票できるはずです。,amazon translate,Dan
郵送による投票政策を制定した州では、投票率が大幅に増加しています。,amazon translate,Dan
私たちを代表する人が増えれば増えるほど、私たちの民主主義はより強くなるでしょう。,amazon translate,Dan
公正な討論は政治運動の日常的な部分です。,amazon translate,Dan
ディベートは、投票する候補者について知るための手段です。,amazon translate,Dan
指導者は透明でなければなりません。,amazon translate,Dan
選挙日は投票が終了する特定の日です。,amazon translate,Dan
多くの場合、キャンペーンには募金締め切りがあります。,amazon translate,Dan
再選キャンペーンは個人の支援にかかっています。,amazon translate,Dan
メールは、問題やキャンペーンについてサポーターに常に情報を提供する方法です。,amazon translate,Dan
人々は通常、選挙で投票します。,amazon translate,Dan
選出された公務員は政府の役職に就きます。,amazon translate,Dan
キャンペーンでは、支援のための寄付を求めることがよくあります。,amazon translate,Dan
有権者は候補者を支持するかしないかを選択できます。,amazon translate,Dan
気候変動は政治的な議論の的となっています。,amazon translate,Dan
ホームレスは社会問題です。,amazon translate,Dan
社会保障とメディケアは政府のプログラムです。,amazon translate,Dan
メールはコミュニケーションとキャンペーンのためのツールです。,amazon translate,Dan
選挙日は政治運動にとって重要なイベントです。,amazon translate,Dan
現職者は選挙で新参者に負ける可能性があります。,amazon translate,Dan
議会のメンバーは、気候変動、インフラ、ホームレス、社会保障、メディケアなどの問題に取り組んでいます。,amazon translate,Dan
草の根の支援は政治運動において価値があると考えられています。,amazon translate,Dan
メールは、政治キャンペーンで支持者にリーチするための一般的なコミュニケーションツールです。,amazon translate,Dan
投票者は選挙前に郵送による投票用紙を受け取ります。,amazon translate,Dan
選挙運動は、有権者にメッセージを伝えるために資金を集めます。,amazon translate,Dan
政治運動に寄付することができます。,amazon translate,Dan
選挙は緊密に争われる可能性があります。,amazon translate,Dan
再選キャンペーンは厳しい場合があります。,amazon translate,Dan
電子メールは、問題やキャンペーンについて支援者に知らせるために使用されます。,amazon translate,Dan
討論会は、未決定の有権者が候補者について学ぶ場です。,amazon translate,Dan
討論によって、アメリカ国民は誰が自分たちの価値観に賛同するのかを知ることができます。,amazon translate,Dan
困難な時期には、健康と安全が最優先事項です。,amazon translate,Dan
特に危機の際は、近所の高齢者の様子を確認することが重要です。,amazon translate,Dan
選挙日が近づくにつれ、毎日がカウントされます。,amazon translate,Dan
寄付は政治運動を支援する一般的な方法です。,amazon translate,Dan
政治キャンペーンは、個人と組織の両方から資金提供を受けることができます。,amazon translate,Dan
政治運動は寄付金を使って活動資金を調達します。,amazon translate,Dan
電子メールは、コミュニケーションや政治運動への寄付の募金に使用されます。,amazon translate,Dan
財務部長は、キャンペーンの寄付と支出を監視します。,amazon translate,Dan
草の根キャンペーンは、個々のサポーターからの寄付に依存しています。,amazon translate,Dan
政治家は再選の課題に直面するかもしれない。,amazon translate,Dan
誰が政治的な役職に就くかを決めるために選挙が行われます。,amazon translate,Dan
キャンペーンの資金は寄付によって賄うことができます。,amazon translate,Dan
候補者は特別な利害関係者からお金を受け取ることができます。,amazon translate,Dan
草の根寄付者は政治運動に貢献しています。,amazon translate,Dan
気候変動は政治の関心事です。,amazon translate,Dan
ホームレスは政治家が取り組むかもしれない問題です。,amazon translate,Dan
社会保障とメディケアは、政治家が保護できるプログラムです。,amazon translate,Dan
電子メールは、支持者に政治的問題について知らせるために使用できます。,amazon translate,Dan
投票者は選挙運動の電子メールの購読を解除できます。,amazon translate,Dan
政治はアメリカ国民を代表するものであるべきです。,amazon translate,Dan
指導者は法の支配を乱用してはならない。,amazon translate,Dan
人々は一般的に、寄付に対して感謝されることを高く評価しています。,amazon translate,Dan
医療従事者は、健康危機の際に他者を守るために命を危険にさらします。,amazon translate,Dan
失業していると、食料を食卓に置くのが難しくなることがあります。,amazon translate,Dan
中小企業は、長期にわたる閉鎖により破産に直面する可能性があります。,amazon translate,Dan
地域の慈善団体を支援することは、地域社会が健康危機を乗り越えるのに役立ちます。,amazon translate,Dan
政治家はしばしば再選キャンペーンのために寄付を求めます。,amazon translate,Dan
投票は自分の声を聞いてもらう機会です。,amazon translate,Dan
選挙運動へのボランティア活動は、政治プロセスに貢献することができます。,amazon translate,Dan
選挙は何世代にもわたって国の将来に影響を与える可能性があります。,amazon translate,Dan
個々の行動が選挙に変化をもたらす可能性があります。,amazon translate,Dan
選出された公務員は、公の場で発言し、その考えを国民と共有することが期待されています。,amazon translate,Dan
議会の議員は、意見や政策上の立場をめぐって争うことが期待されています。,amazon translate,Dan
マスクを着用すると、病気の蔓延を防ぐことができます。,amazon translate,Dan
医療従事者は安全を確保するために保護具を必要としています。,amazon translate,Dan
投票は政治的決定に影響を与える方法です。,amazon translate,Dan
インフラを維持することは、機能する社会にとって重要です。,amazon translate,Dan
ハーレー・ルーダはカリフォルニア州第48選挙区で使われています。,amazon translate,Dan
2018年、ハーレーは人生初の政治運動で、15期現職のダナ・ロラバッハーを破りました。,amazon translate,Dan
議会在任中、彼は常識と価値観を身につけ、気候変動への取り組み、悪化するインフラへの対処、ホームレスとの対処、社会保障とメディケアの保護に取り組んできました。,amazon translate,Dan
2020年、ハーレーは全国で最も厳しい再選の戦いに直面することになります。,amazon translate,Dan
投票者は郵送による投票用紙を送ることができます。,amazon translate,Dan
選挙には募金締め切りがあります。,amazon translate,Dan
議員はそれぞれの地区を代表しています。,amazon translate,Dan
気候変動は政治家が取り組むテーマです。,amazon translate,Dan
インフラは劣化する可能性があります。,amazon translate,Dan
社会保障とメディケアは保護できるプログラムです。,amazon translate,Dan
メールは、サポーターに問題について常に知らせる方法です。,amazon translate,Dan
選挙は厳しい再選の戦いになり得ます。,amazon translate,Dan
期日前投票により、有権者は正式な選挙日の前に投票することができます。,amazon translate,Dan
選挙は、有権者が政治家の業績に賛成または不承認を表明する方法です。,amazon translate,Dan
キャンペーンは、個人の寄付や政治委員会など、さまざまな資金源から財政的支援を受けることができます。,amazon translate,Dan
草の根の支持者は、政治運動の成功に不可欠であると考えられています。,amazon translate,Dan
議会の議員は、有権者を代表して気候変動、インフラ、ホームレス、社会保障やメディケアの保護などの問題に取り組むために選出されます。,amazon translate,Dan
メールは、政治キャンペーンで支持者と交流するための一般的なコミュニケーションツールです。,amazon translate,Dan
内部目標を達成することは、より大きな目標を達成するための一歩です。,amazon translate,Dan
キャンペーンへの熱意は、募金目標を達成することで示されます。,amazon translate,Dan
選挙は支持者の助けを借りて勝利します。,amazon translate,Dan
政治家は再選キャンペーンを草の根の支援に頼ることが多い。,amazon translate,Dan
メールは、政治家が支持者とコミュニケーションをとる一般的な方法です。,amazon translate,Dan
病院や救急隊員には個人用保護具が必要です。,amazon translate,Dan
中小企業は経済危機の際に財政援助の恩恵を受けることができます。,amazon translate,Dan
非営利団体は、パンデミックの影響を受けた人々を支援する役割を果たすことができます。,amazon translate,Dan
経済指導者は、経済の安定を維持するための戦略に取り組んでいます。,amazon translate,Dan
高齢の近所の人は、危機の際にはチェックインコールを高く評価するかもしれません。,amazon translate,Dan
健康危機に関する正確な情報は、信頼できるウェブサイトで見つけることができます。,amazon translate,Dan
公開プラットフォームを使用して、現在のイベントに関する情報を広めることができます。,amazon translate,Dan
選出され任命された公務員は、自分の仕事を内外から知っているべきです。,amazon translate,Dan
納税者は、選出および任命された公務員の仕事の費用を支払います。,amazon translate,Dan
議会の議員は、それぞれの地区に影響を及ぼす問題について十分な知識を持っていることが期待されます。,amazon translate,Dan
気候変動は、ビーチなどの沿岸地域に影響を与える可能性があります。,amazon translate,Dan
中小企業の経営者は、政府の政策や経済状況の影響を受ける可能性があります。,amazon translate,Dan
コロナウイルスへの対応は、地方自治体および連邦政府職員の責任です。,amazon translate,Dan
社会保障とメディケアは、通常は退職者や特定のニーズを持つ個人を支援することを目的としたプログラムです。,amazon translate,Dan
選挙には政党間の競争が伴う場合があります。,amazon translate,Dan
政治キャンペーンでは、有権者とのコミュニケーションにテレビ広告を使用することがあります。,amazon translate,Dan
政治家は、選挙運動を支援するために個人からの寄付を求めることがあります。,amazon translate,Dan
政治的支持は、政党内の著名人から得ることができます。,amazon translate,Dan
スーパーPACは、広告に資金を提供することで選挙に影響を与えることができます。,amazon translate,Dan
弾劾は決して簡単な決断であってはなりません。,amazon translate,Dan
決定は、レースでの個人的な利益のためではなく、正しいと思われることに基づいて行うべきです。,amazon translate,Dan
議員は憲法を守り、有権者のために戦うことが期待されています。,amazon translate,Dan
