statement,elicitation,committer
Un infierno inteligente sería mejor que un paraíso estúpido.,Amazon Translate,Amir
Una invitación haría que quisieras ir a una fiesta.,Amazon Translate,Amir
Una frontera abierta deja a los ciudadanos desprotegidos y presenta un conflicto entre los gobernados y el gobierno.,Amazon Translate,Amir
Una onza de rendimiento vale más que libras de promesas.,Amazon Translate,Amir
Los presentadores no deben hacer preguntas exageradas a sus entrevistados.,Amazon Translate,Amir
"La ganadería es responsable de muchos gases de efecto invernadero, por lo que la cría de ganado provoca el calentamiento global.",Amazon Translate,Amir
Los animales temen instintivamente la vista o incluso el rastro del hombre.,Amazon Translate,Amir
Ann ayudará a las personas que tienen problemas.,Amazon Translate,Amir
Otra votación democrática puede ayudar a garantizar lo que es bueno para nuestro futuro.,Amazon Translate,Amir
Otra victoria como esa y estamos perdidos.,Amazon Translate,Amir
El antisemitismo es malo y debe condenarse.,Amazon Translate,Amir
La ansiedad en los niños es esencialmente una expresión de su sentimiento de pérdida de la persona que aman.,Amazon Translate,Amir
Cualquier número multiplicado por uno permanece igual.,Amazon Translate,Amir
Cualquier número multiplicado por cero es siempre cero.,Amazon Translate,Amir
"Cualquiera puede hablar con Dios, pero Dios solo responde a las personas que son mentalmente inestables.",Amazon Translate,Amir
Todo lo que es demasiado estúpido para decirlo se canta.,Amazon Translate,Amir
"Aparentemente, los hombres pueden curarse de las drogas, la bebida, el juego, morderse las uñas, hurgarse la nariz, pero no casarse.",Amazon Translate,Amir
Una manzana puede ser roja.,Amazon Translate,Amir
Apple tiene una de las mejores tecnologías.,Amazon Translate,Amir
"Aristóteles, Platón y Sócrates fueron filósofos griegos.",Amazon Translate,Amir
Los arizonenses tienen valores conservadores sólidos.,Amazon Translate,Amir
"Arrestar a los delincuentes es un trabajo para la policía y los tribunales, no para los políticos.",Amazon Translate,Amir
"El arte comienza con la resistencia. Cuando se supera la resistencia, no se ha creado ninguna obra maestra humana sin una gran labor.",Amazon Translate,Amir
El arte en los museos puede inspirar a la gente a escribir historias.,Amazon Translate,Amir
"Como pequeña empresaria, sé de primera mano cómo el cierre afecta a nuestras familias.",Amazon Translate,Amir
"A medida que los hombres avanzan en la vida, todas las pasiones se convierten en dinero. El amor, la ambición, incluso la poesía, terminan en esto.",Amazon Translate,Amir
"Cuando las personas siguen su propio camino, el destino va con ellas.",Amazon Translate,Amir
"A medida que la sociedad avanza, el nivel de pobreza aumenta.",Amazon Translate,Amir
Asia es el continente más grande del mundo entero.,Amazon Translate,Amir
Preguntar a un escritor qué piensa de las críticas es como preguntarle a una farola qué siente por los perros.,Amazon Translate,Amir
El asesinato es la forma extrema de censura.,Amazon Translate,Amir
Ayúdalos en una invención; ayúdalos desde cero.,Amazon Translate,Amir
"A los veinte años, todo el mundo es republicano.",Amazon Translate,Amir
Australia es un continente insular.,Amazon Translate,Amir
Australia es la única nación insular que también es un continente.,Amazon Translate,Amir
"La autoridad no funciona sin prestigio, ni el prestigio sin distancia.",Amazon Translate,Amir
Evite el contacto cercano con personas enfermas.,Amazon Translate,Amir
"Una mala administración puede destruir una buena política, pero una buena administración nunca puede salvar una mala política.",Amazon Translate,Amir
Las bolas son redondas.,Amazon Translate,Amir
Se necesitan medidas básicas para protegerse contra la propagación del coronavirus.,Amazon Translate,Amir
Las matemáticas básicas se utilizan en la vida cotidiana.,Amazon Translate,Amir
Los murciélagos son los únicos mamíferos voladores.,Amazon Translate,Amir
Es mejor tener aproximadamente la razón que estar exactamente equivocado.,Amazon Translate,Amir
Sea claro y transparente. Prepárate para mostrar tus fuentes y las metodologías que respaldan tu análisis.,Amazon Translate,Amir
"Sé amable con tu enemigo, como lo harías con un horno viejo.",Amazon Translate,Amir
Esté demasiado ocupado para tener tiempo para arrepentirse.,Amazon Translate,Amir
Sé quien eres y di lo que sientes porque a los que les importa no importan y a los que importan no les importa.,Amazon Translate,Amir
"Sé más sabio que otras personas si puedes, pero no se lo digas.",Amazon Translate,Amir
"Antes del matrimonio, un hombre se quedará despierto toda la noche pensando en algo que le has dicho. Después del matrimonio, se dormirá antes de que termines de decirlo.",Amazon Translate,Amir
"Antes de recibir la compensación por desempleo, una persona debe mostrar una prueba de identidad.",Amazon Translate,Amir
El aburrimiento puede hacer que quieras usar un televisor.,Amazon Translate,Amir
El aburrimiento puede hacer que quieras ver la televisión.,Amazon Translate,Amir
El frío puede hacer que desee calentarse.,Amazon Translate,Amir
Estar deprimido puede hacer que quieras beber.,Amazon Translate,Amir
Estar sucio puede hacer que quieras bañarte.,Amazon Translate,Amir
Estar sucio puede hacer que quieras bañarte.,Amazon Translate,Amir
Estar sano y hacer ejercicio con frecuencia puede ayudar a mejorar tu salud mental.,Amazon Translate,Amir
El calor puede hacer que quieras ir a nadar.,Amazon Translate,Amir
Tener hambre puede hacer que quieras comer una hamburguesa.,Amazon Translate,Amir
Tener hambre puede hacer que quieras cenar.,Amazon Translate,Amir
Tener hambre puede llevarte a querer ir a un restaurante.,Amazon Translate,Amir
Tener hambre puede hacer que quieras almorzar.,Amazon Translate,Amir
Tener hambre puede hacer que quieras hornear pan.,Amazon Translate,Amir
Tener prisa puede hacer que coma rápido.,Amazon Translate,Amir
Sentirte solo puede hacer que quieras conocer a un amigo.,Amazon Translate,Amir
Ser obeso es malo para la salud.,Amazon Translate,Amir
Estar físicamente activo podría mejorar la calidad de vida al mejorar tu estado de ánimo diario.,Amazon Translate,Amir
Ser amable puede hacer que quieras esperar tu turno.,Amazon Translate,Amir
Ser sedentario con regularidad no es saludable.,Amazon Translate,Amir
Ser religioso significa tener fe en ciertas creencias y prácticas dictadas por la religión.,Amazon Translate,Amir
Ser fuerte no significa necesariamente que estés en forma.,Amazon Translate,Amir
Tener sed haría que quisieras beber.,Amazon Translate,Amir
Estar cansado haría que quisieras descansar.,Amazon Translate,Amir
Estar cansado haría que quisieras dormir.,Amazon Translate,Amir
Los creyentes confían en su religión para recibir apoyo espiritual.,Amazon Translate,Amir
"Haz un punto de referencia desde donde estabas antes, no desde donde crees que deberías estar.",Amazon Translate,Amir
Es mejor tener un diamante con un defecto que un guijarro sin él.,Amazon Translate,Amir
Es mejor darle cerezas a un cerdo que dar consejos a un tonto.,Amazon Translate,Amir
Es mejor haber amado y perdido que no haber amado en absoluto.,Amazon Translate,Amir
"Tenga cuidado, los estanques helados son muy fríos; puede producirse hipotermia si entra al agua.",Amazon Translate,Amir
"Más allá de cierto punto, no hay vuelta atrás. Hay que llegar a este punto.",Amazon Translate,Amir
Los proyectos de ley reducirán el presupuesto del estado.,Amazon Translate,Amir
No se debe permitir que los niños biológicos compitan en deportes con las niñas biológicas.,Amazon Translate,Amir
"Bienaventurado el que ha encontrado su trabajo, no pida ninguna otra bendición.",Amazon Translate,Amir
Solo la sangre mueve las ruedas de la historia.,Amazon Translate,Amir
El aburrimiento haría que quisieras jugar.,Amazon Translate,Amir
Tanto las ciencias naturales como las físicas tienen funciones específicas que mejoran la calidad de la vida humana.,Amazon Translate,Amir
Tanto los republicanos como los demócratas deberían trabajar juntos para encontrar un compromiso sobre el proyecto de ley de infraestructura.,Amazon Translate,Amir
"La parte inferior es inferior, incluso si está boca abajo.",Amazon Translate,Amir
"Respirar es importante, pero una vez que se detiene, no tendrá que volver a hacer ejercicio.",Amazon Translate,Amir
El budismo se originó en Asia.,Amazon Translate,Amir
Los presupuestos deben tener en cuenta los costos fuera de control para evitar calamidades.,Amazon Translate,Amir
Deben evitarse las ineficiencias burocráticas.,Amazon Translate,Amir
Quema la semilla del falso conocimiento para que no vuelva a brotar.,Amazon Translate,Amir
Pero estos extremistas liberales a favor del aborto simplemente no lo entienden.,Amazon Translate,Amir
La mantequilla es amarilla.,Amazon Translate,Amir
Comprar una camisa requiere dinero.,Amazon Translate,Amir
"Según su propio veredicto, ningún culpable fue absuelto.",Amazon Translate,Amir
"Al superar sus pasiones, una persona vence a sus mayores enemigos.",Amazon Translate,Amir
"Cuando el tonto ha aprendido el juego, los jugadores se han dispersado.",Amazon Translate,Amir
Los bytes son más que bits.,Amazon Translate,Amir
La tarta es dulce.,Amazon Translate,Amir
El cálculo es un tipo de matemática y lógica que es muy difícil de entender.,Amazon Translate,Amir
California necesita ser más habitable y asequible.,Amazon Translate,Amir
"Al llamar a la madre de Mary, John colgaba inmediatamente después de que ella respondiera.",Amazon Translate,Amir
¿Puedo contar con su apoyo en esta lucha para proteger mejor la salud pública?,Amazon Translate,Amir
Canadá está al norte de los Estados Unidos.,Amazon Translate,Amir
Cancelar la cultura no debe tolerarse en una sociedad desarrollada.,Amazon Translate,Amir
"La cancelación del oleoducto Keystone XL significará que el petróleo tendrá que transportarse por ferrocarril, lo que solo aumentará las emisiones.",Amazon Translate,Amir
Cuidarse unos a otros nunca ha sido un tema partidista en Michigan.,Amazon Translate,Amir
La misa católica se celebra generalmente en la iglesia.,Amazon Translate,Amir
"Los gatos tienen temperaturas corporales más altas y anhelan el calor, por lo que les gusta confinarse en espacios reducidos.",Amazon Translate,Amir
Las directrices de los CDC deben equilibrarse con una responsabilidad social hacia la población.,Amazon Translate,Amir
Las directrices de los CDC deben tener en cuenta las leyes y normas estatales.,Amazon Translate,Amir
Las baterías de los teléfonos móviles deben cargarse.,Amazon Translate,Amir
Los teléfonos móviles no causan cáncer.,Amazon Translate,Amir
"Ciertas políticas son obvias, como la protección de los estadounidenses y el medio ambiente.",Amazon Translate,Amir
Los cambios en la política y los procedimientos de la policía son necesarios y fáciles de hacer.,Amazon Translate,Amir
"El caos a menudo engendra vida, cuando el orden engendra hábito.",Amazon Translate,Amir
El carácter es mucho más fácil de mantener que de recuperar.,Amazon Translate,Amir
