statement,elicitation,committer
Um tempo para nascer,amazon translate,Dan
Hora de morrer,amazon translate,Dan
É hora de plantar,amazon translate,Dan
Um momento para colher,amazon translate,Dan
Um momento para matar,amazon translate,Dan
Um momento para curar,amazon translate,Dan
Um momento para destruir,amazon translate,Dan
Um momento para reconstruir,amazon translate,Dan
Um momento para chorar,amazon translate,Dan
Um momento para rir,amazon translate,Dan
Um momento de luto,amazon translate,Dan
Hora de dançar,amazon translate,Dan
Um momento para espalhar pedras,amazon translate,Dan
Um momento para coletar pedras,amazon translate,Dan
Um momento para abraçar,amazon translate,Dan
Um momento para não abraçar,amazon translate,Dan
Um momento para encontrar,amazon translate,Dan
Um tempo a perder,amazon translate,Dan
Um momento para guardar,amazon translate,Dan
Um momento para jogar fora,amazon translate,Dan
Um momento para rasgar,amazon translate,Dan
Um momento para reparar,amazon translate,Dan
Um momento para ficar quieto,amazon translate,Dan
Um momento para falar,amazon translate,Dan
Um momento para amar,amazon translate,Dan
Um momento para odiar,amazon translate,Dan
Um tempo para a guerra,amazon translate,Dan
Um momento para a paz,amazon translate,Dan
Bons líderes ouvem.,amazon translate,Dan
Grandes líderes aprendem e agem.,amazon translate,Dan
Forçar uma região a reabrir sem políticas para manter as comunidades seguras pode colocar as pessoas em perigo.,amazon translate,Dan
"Ouvir todos os lados, incluindo aqueles que discordam de você, é importante.",amazon translate,Dan
O vírus não desaparecerá se fingirmos que acabou.,amazon translate,Dan
Os americanos não vão parar de morrer se pararmos de testar.,amazon translate,Dan
As pessoas nas áreas rurais merecem a chance de ter melhores cuidados de saúde.,amazon translate,Dan
"Os políticos devem trabalhar para as pessoas do distrito que representam, em vez de trabalhar para interesses financeiros.",amazon translate,Dan
Ninguém escolhe ficar doente.,amazon translate,Dan
Os homens não podem dizer às mulheres o que fazer com seus corpos.,amazon translate,Dan
A prioridade número um durante esse período é garantir que todos ajudem a mitigar a disseminação da COVID-19 na Califórnia e em todo o país.,amazon translate,Dan
"Nossa campanha está fazendo nossa parte cancelando todos os eventos presenciais, migrando para uma operação digital e apoiando os esforços locais para ajudar os necessitados.",amazon translate,Dan
Americanos trabalhadores contribuem para a sociedade.,amazon translate,Dan
As pequenas empresas enfrentam desafios e decisões.,amazon translate,Dan
A mudança climática é um tópico que requer atenção.,amazon translate,Dan
A infraestrutura pode se deteriorar com o tempo.,amazon translate,Dan
A falta de moradia é um problema que precisa ser enfrentado.,amazon translate,Dan
O Seguro Social e o Medicare são programas destinados a proteger os indivíduos.,amazon translate,Dan
As eleições são competitivas.,amazon translate,Dan
O apoio popular pode influenciar as campanhas políticas.,amazon translate,Dan
O e-mail é uma ferramenta de comunicação usada para informar e engajar as pessoas.,amazon translate,Dan
As pessoas precisam votar no próximo presidente.,amazon translate,Dan
As nomeações judiciais podem ter impactos duradouros.,amazon translate,Dan
A democracia envolve a participação da população nos processos de tomada de decisão.,amazon translate,Dan
A mudança climática é um problema que algumas pessoas pretendem resolver.,amazon translate,Dan
O Seguro Social e o Medicare são programas destinados a apoiar indivíduos.,amazon translate,Dan
As eleições têm uma data de término específica quando as urnas são fechadas.,amazon translate,Dan
Os titulares podem ser derrotados nas eleições.,amazon translate,Dan
"Os membros do Congresso podem trabalhar em questões como mudanças climáticas, infraestrutura, falta de moradia e proteção da Previdência Social e do Medicare.",amazon translate,Dan
O e-mail é uma ferramenta de comunicação usada para informar apoiadores e solicitar doações para campanhas políticas.,amazon translate,Dan
As eleições têm uma data específica.,amazon translate,Dan
As doações podem ser solicitadas por e-mail.,amazon translate,Dan
Seguir a ciência é importante durante uma crise de saúde.,amazon translate,Dan
A saúde é uma preocupação para muitas pessoas.,amazon translate,Dan
Os políticos podem ter posições diferentes sobre questões.,amazon translate,Dan
A mudança climática é um tópico que alguns políticos pretendem abordar.,amazon translate,Dan
A falta de moradia é um problema que pode ser enfrentado pelos políticos.,amazon translate,Dan
O Seguro Social e o Medicare são programas destinados a proteger o bem-estar dos indivíduos.,amazon translate,Dan
O e-mail é uma ferramenta de comunicação usada para manter as pessoas informadas.,amazon translate,Dan
O apoio popular pode ser crucial para uma campanha política.,amazon translate,Dan
As cédulas pelo correio permitem que as pessoas votem sem ir aos locais de votação.,amazon translate,Dan
As eleições podem ser competitivas.,amazon translate,Dan
As campanhas geralmente pedem doações para apoiar suas atividades.,amazon translate,Dan
Votar é uma forma de os cidadãos participarem de seu governo.,amazon translate,Dan
As campanhas políticas usam o e-mail para se comunicar com os apoiadores.,amazon translate,Dan
O Halloween é considerado o dia mais assustador do ano,amazon translate,Dan
Casas mal-assombradas e encontros assustadores são comuns no Halloween,amazon translate,Dan
Eleições podem definir a trajetória de um país,amazon translate,Dan
A mudança climática é uma questão significativa que precisa ser enfrentada.,amazon translate,Dan
A infraestrutura pode se deteriorar com o tempo,amazon translate,Dan
A falta de moradia é um problema que as sociedades enfrentam.,amazon translate,Dan
O Seguro Social e o Medicare são programas destinados a proteger indivíduos.,amazon translate,Dan
As pessoas geralmente consideram sensato apoiar candidatos políticos que se alinhem com seus valores.,amazon translate,Dan
É senso comum que as eleições são eventos importantes em uma democracia.,amazon translate,Dan
"A maioria das pessoas concordaria que combater as mudanças climáticas, lidar com a deterioração da infraestrutura, enfrentar a falta de moradia e proteger a Previdência Social e o Medicare são questões de bom senso nas quais os políticos devem se concentrar.",amazon translate,Dan
É senso comum que as campanhas políticas geralmente solicitem doações para apoiar seus esforços.,amazon translate,Dan
É senso comum que o apoio popular pode ser crucial para uma campanha política.,amazon translate,Dan
Atender o telefone e dizer olá é uma forma comum de iniciar uma conversa telefônica.,amazon translate,Dan
Chamadas automáticas podem ser frustrantes e muitas vezes consideradas perigosas.,amazon translate,Dan
Os idosos podem ser mais vulneráveis a fraudes.,amazon translate,Dan
"A legislação é uma forma de abordar questões sociais, como ligações automáticas ilegais.",amazon translate,Dan
Os membros do Congresso atendem a distritos específicos nos Estados Unidos.,amazon translate,Dan
As eleições determinam quem ocupa um cargo político.,amazon translate,Dan
As campanhas geralmente pedem doações para apoiar seus esforços.,amazon translate,Dan
O e-mail é um método comum de comunicação e campanha.,amazon translate,Dan
As campanhas eleitorais geralmente exigem doações para ganhar impulso.,amazon translate,Dan
As corridas políticas podem ser influenciadas por grupos corporativos de interesses especiais.,amazon translate,Dan
As doações podem ajudar as campanhas políticas a alcançar eleitores indecisos.,amazon translate,Dan
Os titulares podem ser derrotados por novatos em corridas políticas.,amazon translate,Dan
"Os políticos trabalham em questões como mudanças climáticas, infraestrutura, falta de moradia e proteção da previdência social e do Medicare.",amazon translate,Dan
O e-mail é uma forma comum de campanhas políticas se comunicarem com apoiadores.,amazon translate,Dan
Os prazos eleitorais podem influenciar o ímpeto de uma corrida política.,amazon translate,Dan
"Doadores de base são indivíduos que apoiam uma campanha, não interesses especiais corporativos.",amazon translate,Dan
As eleições são competitivas e podem ser difíceis de vencer.,amazon translate,Dan
As campanhas políticas geralmente dependem de doações para alcançar os eleitores.,amazon translate,Dan
O e-mail é um método comum para políticos se comunicarem com apoiadores.,amazon translate,Dan
Junho é o penúltimo mês do segundo trimestre do ano.,amazon translate,Dan
A arrecadação de fundos é importante para campanhas políticas.,amazon translate,Dan
A mudança climática é um tópico preocupante.,amazon translate,Dan
O e-mail é um método de comunicação.,amazon translate,Dan
O Presidente dos Estados Unidos da América tem o poder de influenciar o financiamento de serviços governamentais.,amazon translate,Dan
O voto é um método usado pelos cidadãos para fazer com que suas vozes sejam ouvidas em uma democracia.,amazon translate,Dan
Os funcionários eleitos são responsáveis perante os eleitores.,amazon translate,Dan
O Serviço Postal dos Estados Unidos (USPS) é uma organização que pode estar envolvida no processo de votação.,amazon translate,Dan
As campanhas geralmente solicitam doações de apoiadores.,amazon translate,Dan
Os membros do Congresso representam distritos específicos em seu estado.,amazon translate,Dan
"Mudanças climáticas, infraestrutura, falta de moradia, Previdência Social e Medicare são questões que podem ser abordadas pelos membros do Congresso.",amazon translate,Dan
As pessoas geralmente esperam que os debates políticos ocorram entre os oponentes.,amazon translate,Dan
Os políticos geralmente têm gerentes de campanha.,amazon translate,Dan
As campanhas frequentemente solicitam doações de apoiadores.,amazon translate,Dan
Os debates são considerados uma forma justa de se envolver com questões políticas.,amazon translate,Dan
As campanhas políticas geralmente têm metas de arrecadação de fundos.,amazon translate,Dan
Os membros do Congresso atendem a distritos específicos.,amazon translate,Dan
"Mudanças climáticas, infraestrutura, falta de moradia, previdência social e Medicare são questões comuns abordadas por políticos.",amazon translate,Dan
As campanhas de reeleição podem ser desafiadoras para os políticos.,amazon translate,Dan
Os e-mails são um método comum para os políticos se comunicarem com os apoiadores.,amazon translate,Dan
Cancelar a inscrição nas listas de e-mail é uma opção fornecida aos destinatários.,amazon translate,Dan
Os debates são uma forma de os eleitores terem uma ideia do candidato em quem estão votando.,amazon translate,Dan
A mídia social é uma plataforma na qual as pessoas podem atacar ou apoiar campanhas políticas.,amazon translate,Dan
"Os membros do Congresso trabalham em questões como mudanças climáticas, infraestrutura, falta de moradia e proteção da Previdência Social e do Medicare.",amazon translate,Dan
As eleições podem ser difíceis lutas de reeleição para políticos.,amazon translate,Dan
O e-mail é uma forma de os políticos se comunicarem com seus apoiadores.,amazon translate,Dan
Funcionários eleitos e nomeados devem conhecer bem suas funções.,amazon translate,Dan
Os contribuintes pagam pelos serviços de funcionários eleitos e nomeados.,amazon translate,Dan
As mudanças climáticas podem afetar as praias.,amazon translate,Dan
Os líderes devem ter conhecimento sobre os problemas que afetam seus distritos.,amazon translate,Dan
As pessoas geralmente doam dinheiro para campanhas políticas.,amazon translate,Dan
Campanhas com doações médias menores podem ser consideradas de base.,amazon translate,Dan
Os políticos são responsáveis perante seus doadores.,amazon translate,Dan
Autoridades eleitas servem seus eleitores.,amazon translate,Dan
As campanhas de reeleição precisam de apoio financeiro.,amazon translate,Dan
E-mails de campanhas políticas geralmente incluem opções para cancelar a assinatura ou receber menos e-mails.,amazon translate,Dan
Todo americano deve poder votar sem se preocupar em contrair ou espalhar o coronavírus.,amazon translate,Dan
Os estados que promulgaram políticas de voto por correio tiveram grandes aumentos na participação eleitoral.,amazon translate,Dan
"Quanto mais pessoas tivermos opinando sobre quem nos representará, mais forte será nossa democracia.",amazon translate,Dan
Debates justos são partes rotineiras das campanhas políticas.,amazon translate,Dan
Os debates são uma forma de as pessoas aprenderem sobre os candidatos nos quais estão votando.,amazon translate,Dan
Os líderes devem ser transparentes.,amazon translate,Dan
O dia da eleição é um dia específico em que a votação termina.,amazon translate,Dan
As campanhas geralmente têm prazos de arrecadação de fundos.,amazon translate,Dan
As campanhas de reeleição dependem do apoio de indivíduos.,amazon translate,Dan
O e-mail é uma forma de manter os apoiadores informados sobre problemas e campanhas.,amazon translate,Dan
As pessoas geralmente votam nas eleições.,amazon translate,Dan
Funcionários eleitos atuam em cargos governamentais.,amazon translate,Dan
As campanhas geralmente solicitam doações para apoio.,amazon translate,Dan
Os eleitores podem optar por apoiar ou não apoiar um candidato.,amazon translate,Dan
A mudança climática é um tópico de discussão política.,amazon translate,Dan
A falta de moradia é um problema social.,amazon translate,Dan
O Seguro Social e o Medicare são programas governamentais.,amazon translate,Dan
O e-mail é uma ferramenta para comunicação e campanha.,amazon translate,Dan
O Dia da Eleição é um evento importante para campanhas políticas.,amazon translate,Dan
As campanhas políticas geralmente pedem doações.,amazon translate,Dan
Os titulares podem ser derrotados pelos recém-chegados nas eleições.,amazon translate,Dan
"Os membros do Congresso abordam questões como mudanças climáticas, infraestrutura, falta de moradia, previdência social e Medicare.",amazon translate,Dan
O apoio popular é considerado valioso em campanhas políticas.,amazon translate,Dan
O e-mail é uma ferramenta de comunicação comum para campanhas políticas alcançarem apoiadores.,amazon translate,Dan
Os eleitores recebem cédulas pelo correio antes de uma eleição.,amazon translate,Dan
As campanhas arrecadam fundos para comunicar sua mensagem aos eleitores.,amazon translate,Dan
As doações podem ser feitas para campanhas políticas.,amazon translate,Dan
As eleições podem ser disputadas de perto.,amazon translate,Dan
"Os membros do Congresso abordam questões como mudanças climáticas, infraestrutura, falta de moradia e proteção da Previdência Social e do Medicare.",amazon translate,Dan
As campanhas de reeleição podem ser difíceis.,amazon translate,Dan
O e-mail é usado para informar os apoiadores sobre problemas e campanhas.,amazon translate,Dan
Os debates são onde os eleitores indecisos aprendem sobre os candidatos.,amazon translate,Dan
Os debates permitem que o povo americano veja quem se alinha com seus valores.,amazon translate,Dan
Recusar-se a debater priva os eleitores da chance de aprender sobre os candidatos.,amazon translate,Dan
Saúde e segurança são as principais prioridades em tempos difíceis.,amazon translate,Dan
"É importante verificar os vizinhos idosos, especialmente durante crises.",amazon translate,Dan
O Seguro Social e o Medicare são programas destinados a proteger o bem-estar dos indivíduos.,amazon translate,Dan
Cada dia conta à medida que o dia da eleição se aproxima.,amazon translate,Dan
As doações são uma forma comum de apoiar campanhas políticas.,amazon translate,Dan
As campanhas políticas podem receber financiamento de indivíduos e organizações.,amazon translate,Dan
As campanhas políticas usam doações para financiar suas atividades.,amazon translate,Dan
Os e-mails são usados para comunicação e para solicitar doações para campanhas políticas.,amazon translate,Dan
Os diretores financeiros monitoram as doações e despesas da campanha.,amazon translate,Dan
As campanhas de base contam com contribuições de apoiadores individuais.,amazon translate,Dan
Os políticos podem enfrentar desafios de reeleição.,amazon translate,Dan
As pessoas no Congresso atendem a distritos específicos.,amazon translate,Dan
As eleições são realizadas para determinar quem ocupará cargos políticos.,amazon translate,Dan
As campanhas podem ser financiadas por meio de doações.,amazon translate,Dan
Os candidatos podem receber dinheiro de interesses especiais.,amazon translate,Dan
Doadores de base contribuem para campanhas políticas.,amazon translate,Dan
A mudança climática é um tópico preocupante na política.,amazon translate,Dan
A falta de moradia é uma questão que os políticos podem resolver.,amazon translate,Dan
O Seguro Social e o Medicare são programas que podem ser protegidos por políticos.,amazon translate,Dan
Os e-mails podem ser usados para informar os apoiadores sobre questões políticas.,amazon translate,Dan
Os eleitores podem cancelar a assinatura de e-mails de campanhas políticas.,amazon translate,Dan
A política deve ser sobre representar o povo americano.,amazon translate,Dan
Os líderes não devem abusar do estado de direito.,amazon translate,Dan
As pessoas geralmente gostam de ser agradecidas por suas doações.,amazon translate,Dan
Os profissionais de saúde arriscam suas vidas para proteger outras pessoas durante crises de saúde.,amazon translate,Dan
O desemprego pode causar dificuldades em colocar comida na mesa.,amazon translate,Dan
Pequenas empresas podem enfrentar a falência devido a fechamentos prolongados.,amazon translate,Dan
Apoiar instituições de caridade locais pode ajudar as comunidades a superar crises de saúde.,amazon translate,Dan
Os políticos geralmente buscam doações para suas campanhas de reeleição.,amazon translate,Dan
Votar é uma oportunidade de fazer com que sua voz seja ouvida.,amazon translate,Dan
O voluntariado para uma campanha pode contribuir para o processo político.,amazon translate,Dan
As eleições podem impactar o futuro de um país por gerações.,amazon translate,Dan
Ações individuais podem fazer a diferença em uma eleição.,amazon translate,Dan
Espera-se que as autoridades eleitas falem em público e compartilhem suas ideias com as pessoas.,amazon translate,Dan
Espera-se que os membros do Congresso lutem por suas opiniões e posições políticas.,amazon translate,Dan
Usar máscaras pode ajudar a prevenir a propagação de doenças.,amazon translate,Dan
Os profissionais de saúde precisam de equipamentos de proteção para se manterem seguros.,amazon translate,Dan
Votar é uma forma de influenciar as decisões políticas.,amazon translate,Dan
A mudança climática é uma questão significativa que precisa ser abordada.,amazon translate,Dan
Manter a infraestrutura é importante para uma sociedade em funcionamento.,amazon translate,Dan
O Seguro Social e o Medicare são programas desenvolvidos para apoiar indivíduos.,amazon translate,Dan
A Harley Rouda atende ao 48º distrito do Congresso da Califórnia.,amazon translate,Dan
"Em 2018, a Harley derrotou a incumbente de 15 mandatos, Dana Rohrabacher, na primeira campanha política da vida da Harley.",amazon translate,Dan
"Durante seu tempo no Congresso, ele adotou o bom senso e os valores para enfrentar as mudanças climáticas, lidar com a deterioração da infraestrutura, enfrentar a falta de moradia e proteger a Previdência Social e o Medicare.",amazon translate,Dan
"Em 2020, a Harley enfrentará uma das lutas de reeleição mais difíceis em todo o país.",amazon translate,Dan
Os eleitores podem enviar cédulas pelo correio.,amazon translate,Dan
