statement,elicitation,committer
Il est logique que les parents ne veuillent pas d’étrangers dans la salle de bain avec leurs jeunes enfants.,microsoft azure text translation,Dan
"Il est de bon sens qu’un homme adulte, un étranger, ne devrait pas être seul dans les toilettes avec des petites filles.",microsoft azure text translation,Dan
Les politiciens s’accusent souvent de désespoir pendant les campagnes électorales.,microsoft azure text translation,Dan
L’État-nation reste le véritable fondement du bonheur et de l’harmonie.,microsoft azure text translation,Dan
Les gouverneurs peuvent soutenir des candidats politiques.,microsoft azure text translation,Dan
Chaque génération doit se lever et se battre pour préserver la liberté.,microsoft azure text translation,Dan
Il est essentiel que nous puissions examiner attentivement nos dirigeants.,microsoft azure text translation,Dan
La grandeur est tangible ; vous le savez quand vous le voyez.,microsoft azure text translation,Dan
Les gens ne devraient pas mentir sur leurs expériences.,microsoft azure text translation,Dan
Le rêve américain devrait être ouvert à tous ceux qui sont prêts à travailler pour lui.,microsoft azure text translation,Dan
"Les armes de guerre sont conçues pour être utilisées au combat, pas dans des contextes civils.",microsoft azure text translation,Dan
"L’immigration est un privilège, pas un droit.",microsoft azure text translation,Dan
Les attaques terroristes peuvent entraîner des pertes en vies humaines.,microsoft azure text translation,Dan
Les gens ne devraient pas discriminer les autres en fonction de leur orientation sexuelle.,microsoft azure text translation,Dan
Tous les droits garantis par la Constitution américaine ne s’appliquent pas aux non-Américains à l’extérieur du pays.,microsoft azure text translation,Dan
C’est du bon sens que les gens sont passionnés par leur pays.,microsoft azure text translation,Dan
L’immigration est un privilège.,microsoft azure text translation,Dan
Les criminels ne respectent pas les lois.,microsoft azure text translation,Dan
Les gens apprécient généralement l’honnêteté.,microsoft azure text translation,Dan
Les dirigeants doivent faire passer les intérêts de leur pays et de leurs citoyens en premier.,microsoft azure text translation,Dan
Blâmer un pays entier peut accroître les tensions internationales.,microsoft azure text translation,Dan
Les politiciens utilisent souvent des téléprompteurs pour prononcer des discours.,microsoft azure text translation,Dan
La plupart des gens seraient d’accord pour dire que la Constitution des États-Unis garantit la liberté religieuse.,microsoft azure text translation,Dan
La plupart des gens ne devraient pas avoir accès à l’achat d’armes à feu s’ils sont sur une liste de surveillance terroriste.,microsoft azure text translation,Dan
La plupart des gens font des erreurs à un moment donné de leur vie.,microsoft azure text translation,Dan
Le changement climatique est réel et nous allons devoir changer notre source d’énergie.,microsoft azure text translation,Dan
Les présidents n’ont pas besoin de comprendre les détails politiques. Ils doivent écouter les experts et ensuite aider à vendre les meilleures solutions d’experts au public.,microsoft azure text translation,Dan
Les policiers mettent leur vie en danger chaque jour.,microsoft azure text translation,Dan
Les Noirs représentent 31 % de la population de Géorgie.,microsoft azure text translation,Dan
Les politiciens font souvent campagne dans différents États pour obtenir un soutien pour leur élection.,microsoft azure text translation,Dan
L’application de la loi est une responsabilité fondamentale du gouvernement.,microsoft azure text translation,Dan
La plupart des gens s’accordent à dire que la sécurité et l’intimité sont importantes dans les toilettes publiques.,microsoft azure text translation,Dan
Les investisseurs tiennent compte des politiques attendues dans leurs projections de marché.,microsoft azure text translation,Dan
"Les adolescents étant des adolescents, la salle était pleine d’angoisse et de contradictions.",microsoft azure text translation,Dan
La plupart des gens conviendraient que le discours sur l’état de l’Union d’un président est une occasion d’influencer le débat public et de fixer l’ordre du jour.,microsoft azure text translation,Dan
De nombreux États exigent que leurs terres soient utilisées de la manière la plus rentable possible.,microsoft azure text translation,Dan
Il est logique que l’apprentissage d’une nouvelle langue puisse être difficile.,microsoft azure text translation,Dan
