statement,committer,elicitation
葉は太陽光を取り込んでエネルギーを得ます。,Amir,Amazon Translate
凧は風に吹かれて飛ぶ。,Amir,Amazon Translate
トラは大きな獲物を狩ります。,Amir,Amazon Translate
光は人間が自分の環境を見ることを可能にします。,Amir,Amazon Translate
ほとんどの哺乳類は若くして産みます。,Amir,Amazon Translate
塩は多くの食品の味を高めます。,Amir,Amazon Translate
天の川は地球を含む銀河です。,Amir,Amazon Translate
猫はひげを使って周囲を感知します。,Amir,Amazon Translate
地球は24時間に1回回転します。,Amir,Amazon Translate
コインは小口購入の支払いに使用できます。,Amir,Amazon Translate
バターは室温で溶けます。,Amir,Amazon Translate
郵便は郵便サービスで配達されます。,Amir,Amazon Translate
犬は命令に従うように訓練することができます。,Amir,Amazon Translate
ウサギは主に植物や野菜を食べます。,Amir,Amazon Translate
太陽は地球の生態系にエネルギーを供給します。,Amir,Amazon Translate
多くの湖は氷河によって形成されています。,Amir,Amazon Translate
砂糖は虫歯の原因となります。,Amir,Amazon Translate
風は空気を高圧から低圧に移動させます。,Amir,Amazon Translate
お茶は葉をお湯に浸して作られます。,Amir,Amazon Translate
オオカミは飼い犬と関係があります。,Amir,Amazon Translate
日焼けは紫外線が原因です。,Amir,Amazon Translate
タコには腕が8本あります。,Amir,Amazon Translate
マラソンの長さは42キロです。,Amir,Amazon Translate
一部の鳥は人間の声をまねることができます。,Amir,Amazon Translate
秋には木から葉が落ちる。,Amir,Amazon Translate
石炭は化石燃料です。,Amir,Amazon Translate
キツネはしっぽがふさふさしている。,Amir,Amazon Translate
自転車は大気汚染を減らすのに役立ちます。,Amir,Amazon Translate
シマウマには黒と白の縞模様があります。,Amir,Amazon Translate
地震は断層に沿った動きを測定します。,Amir,Amazon Translate
ほとんどの船は水をずらして浮きます。,Amir,Amazon Translate
チョコレートにはココアが含まれています。,Amir,Amazon Translate
雲は天候の変化を予測します。,Amir,Amazon Translate
一部のクモは毒を使って獲物を鎮圧します。,Amir,Amazon Translate
牛は豆腐を噛んで食べ物を消化します。,Amir,Amazon Translate
バラにはとげのある茎があります。,Amir,Amazon Translate
多くのフクロウは夜に狩りをします。,Amir,Amazon Translate
じゃがいもは複数の方法で準備できます。,Amir,Amazon Translate
葉は二酸化炭素を取り込みます。,Amir,Amazon Translate
オオカミは群れをなして一緒に旅行します。,Amir,Amazon Translate
蚊はマラリアなどの病気を媒介する可能性があります。,Amir,Amazon Translate
アザラシは海洋哺乳類です。,Amir,Amazon Translate
航空機は滑走路から離陸します。,Amir,Amazon Translate
クレヨンは色付きのワックスでできています。,Amir,Amazon Translate
星は夜に見えます。,Amir,Amazon Translate
ブロッコリーは栄養価の高い野菜です。,Amir,Amazon Translate
水が凍ると氷ができます。,Amir,Amazon Translate
キリンはエサやり用の首が長い。,Amir,Amazon Translate
時計塔は一般に時間を表示します。,Amir,Amazon Translate
虫眼鏡を使うと、オブジェクトが大きく見えます。,Amir,Amazon Translate
マップはランドマークにシンボルを使用します。,Amir,Amazon Translate
オウムは明るい羽毛で知られています。,Amir,Amazon Translate
ジャックラビットは耳が長い。,Amir,Amazon Translate
貝殻は海洋動物によって作られています。,Amir,Amazon Translate
"太陽は地球から約9,300万マイル離れています。",Amir,Amazon Translate
火を燃やすには酸素が必要です。,Amir,Amazon Translate
キャタピラーは蝶に変身します。,Amir,Amazon Translate
オレンジは食べる前に皮をむきます。,Amir,Amazon Translate
冥王星は準惑星に分類されます。,Amir,Amazon Translate
点滅すると目がしっとりします。,Amir,Amazon Translate
きゅうりはほとんどが水です。,Amir,Amazon Translate
多くの魚は水に卵を産みます。,Amir,Amazon Translate
コンパスは磁力を使って北を見つけます。,Amir,Amazon Translate
落雷は山火事を引き起こす可能性があります。,Amir,Amazon Translate
シャボン玉は球形です。,Amir,Amazon Translate
多くのキノコは湿った森で育ちます。,Amir,Amazon Translate
飛行機は雲の上を飛ぶ。,Amir,Amazon Translate
ヤドカリは空っぽの殻を見つけて住む。,Amir,Amazon Translate
腕時計には現在の時刻が表示されます。,Amir,Amazon Translate
クジラの鳴き声は水中で長距離を伝わります。,Amir,Amazon Translate
猫は爪を引っ込めることができます。,Amir,Amazon Translate
バイオリンは弓で弾きます。,Amir,Amazon Translate
蘭は熱帯の花です。,Amir,Amazon Translate
暑い日には雨が空気を冷やす。,Amir,Amazon Translate
ワシは視力が優れている。,Amir,Amazon Translate
ミツバチは重要な花粉媒介者です。,Amir,Amazon Translate
松の木には針状の葉があります。,Amir,Amazon Translate
ほとんどのアパートには複数のフロアがあります。,Amir,Amazon Translate
クレーンは建設現場で重い材料を持ち上げます。,Amir,Amazon Translate
ラクダはこぶに脂肪を蓄えます。,Amir,Amazon Translate
地図は人々が道順を見つけるのに役立ちます。,Amir,Amazon Translate
うさぎは耳が長い。,Amir,Amazon Translate
睡眠は人間と動物のエネルギーを回復させます。,Amir,Amazon Translate
ハトは世界中の都市に住んでいます。,Amir,Amazon Translate
ナイフは食べ物を切るのに使われます。,Amir,Amazon Translate
ワタリガラスは非常に知的な鳥です。,Amir,Amazon Translate
苗は植えられた種から育ちます。,Amir,Amazon Translate
アルミニウムは缶に使われる軽量金属です。,Amir,Amazon Translate
山頂では気圧が低くなります。,Amir,Amazon Translate
川は岩や土壌を侵食する可能性があります。,Amir,Amazon Translate
アリは組織化されたコロニーに住んでいます。,Amir,Amazon Translate
子供は通常、12歳までに乳歯を失います。,Amir,Amazon Translate
鳥は飛ぶのを助けるために骨が空洞になっている。,Amir,Amazon Translate
金はジュエリーの製造に使用されます。,Amir,Amazon Translate
レモンはクエン酸のせいで酸味があります。,Amir,Amazon Translate
赤血球は酸素を運びます。,Amir,Amazon Translate
一部のコウモリはエコーロケーションを使用してナビゲートします。,Amir,Amazon Translate
緑は二次色です。,Amir,Amazon Translate
水は水素と酸素の化合物です。,Amir,Amazon Translate
頭部を270度回転させることができるフクロウもいます。,Amir,Amazon Translate
三角形には常に 3 つの角度があります。,Amir,Amazon Translate
ヘビは定期的に皮を剥がします。,Amir,Amazon Translate
チーズは発酵乳から作られています。,Amir,Amazon Translate
マップでは記号の説明に凡例を使用します。,Amir,Amazon Translate
ほとんどの人は20本の乳歯を持っています。,Amir,Amazon Translate
風は雲を空に動かします。,Amir,Amazon Translate
時計は電池またはバネで駆動されます。,Amir,Amazon Translate
一部の魚はカモフラージュとして色が変わります。,Amir,Amazon Translate
パンはイーストやベーキングパウダーを使って膨らませます。,Amir,Amazon Translate
タコは脅かされるとインクを噴出します。,Amir,Amazon Translate
一部の動物は冬の間冬眠します。,Amir,Amazon Translate
チーターは短いバーストで高速に到達できます。,Amir,Amazon Translate
日の出は東で起こります。,Amir,Amazon Translate
タツノオトシゴはつかみやすい尾で固定されます。,Amir,Amazon Translate
チョコレートは多くの動物にとって有毒です。,Amir,Amazon Translate
ミツバチは蜂蜜を巣箱に蓄えます。,Amir,Amazon Translate
銅は優れた導電体です。,Amir,Amazon Translate
ラクダには砂よけのために長いまつげがついています。,Amir,Amazon Translate
大西洋はいくつかの大陸に接しています。,Amir,Amazon Translate
竜巻は漏斗状の外観をしています。,Amir,Amazon Translate
バラは成長するために日光と水を必要とします。,Amir,Amazon Translate
郵便局は郵便物の配布を行います。,Amir,Amazon Translate
最近の電話のほとんどはスマートフォンです。,Amir,Amazon Translate
月の重力は地球に潮汐を引き起こします。,Amir,Amazon Translate
南極大陸はほとんど氷に覆われています。,Amir,Amazon Translate
ミミズは土壌構造の改善に役立ちます。,Amir,Amazon Translate
ほとんどのクモは人間に無害です。,Amir,Amazon Translate
ファンは部屋の空気を循環させます。,Amir,Amazon Translate
キウイはニュージーランドの飛べない鳥です。,Amir,Amazon Translate
ほとんどの生地は糸で織られています。,Amir,Amazon Translate
雷は雲の中の放電によって引き起こされます。,Amir,Amazon Translate
ペンギンは水中で魚を狩ります。,Amir,Amazon Translate
チーターはダッシュスピードが速いことで知られています。,Amir,Amazon Translate
猫は満足するとしばしばゴロゴロ鳴きます。,Amir,Amazon Translate
コアラは長時間眠ります。,Amir,Amazon Translate
木は日陰と避難所を提供します。,Amir,Amazon Translate
パンダは主に竹を食べます。,Amir,Amazon Translate
冷凍庫は食品を冷凍保存する。,Amir,Amazon Translate
氷は水よりも密度が低いため、浮きます。,Amir,Amazon Translate
地図は旅行者が旅行を計画するのに役立ちます。,Amir,Amazon Translate
溶岩は冷えて固い岩になります。,Amir,Amazon Translate
クレーンは、持ち上げるために使用される機械です。,Amir,Amazon Translate
トカゲは日光を浴びて体を温めます。,Amir,Amazon Translate
水田には水を溜める必要があります。,Amir,Amazon Translate
煙探知器は火からの粒子を感知します。,Amir,Amazon Translate
ホタルは腹部から光を発します。,Amir,Amazon Translate
スポンジは海に住んでいます。,Amir,Amazon Translate
サーモンは上流に泳いで産卵します。,Amir,Amazon Translate
ほとんどの哺乳類は血液が温かいです。,Amir,Amazon Translate
縞模様はシマウマが草の中でカモフラージュするのに役立ちます。,Amir,Amazon Translate
岩石は堆積岩、火成岩、変成岩のいずれでもかまいません。,Amir,Amazon Translate
ペンギンは水泳に足ひれを使います。,Amir,Amazon Translate
曇りの日は雲が日光を遮ります。,Amir,Amazon Translate
スノーフレークには6つの側面があります。,Amir,Amazon Translate
赤ちゃんは歩く前に這う。,Amir,Amazon Translate
葉は葉緑素を失い、秋には色あせます。,Amir,Amazon Translate
海は溶存ミネラルのせいで塩辛いです。,Amir,Amazon Translate
フクロウは夜に静かに狩りをします。,Amir,Amazon Translate
種子には胚性植物が含まれています。,Amir,Amazon Translate
多くの場合、地図には三角形の山が表示されます。,Amir,Amazon Translate
ダチョウは一番大きな鳥です。,Amir,Amazon Translate
赤ちゃんは栄養補給のために牛乳を飲みます。,Amir,Amazon Translate
消防士は水ホースで炎を消します。,Amir,Amazon Translate
マップは上部が北を向いています。,Amir,Amazon Translate
潮の満ち引きは1日に2回です。,Amir,Amazon Translate
カワウソは岩を使って殻を割ります。,Amir,Amazon Translate
雨水は川や湖を補充します。,Amir,Amazon Translate
落雷は停電の原因となります。,Amir,Amazon Translate
アザラシは水泳に足ひれを使います。,Amir,Amazon Translate
細菌はすぐに増殖できます。,Amir,Amazon Translate
樫の木はどんぐりを生産します。,Amir,Amazon Translate
コオロギは羽をこすることで音を出します。,Amir,Amazon Translate
ヤモリは壁にくっつくことがあります。,Amir,Amazon Translate
ホッキョクグマは泳ぎが上手です。,Amir,Amazon Translate
惑星は太陽系の星の周りを回っています。,Amir,Amazon Translate
ハゲタカは食べ物を探します。,Amir,Amazon Translate
バイオリンは弦楽器です。,Amir,Amazon Translate
ヤギは急な地形を登ることができます。,Amir,Amazon Translate
火は触ると熱い。,Amir,Amazon Translate
海は多くの動物の生息地です。,Amir,Amazon Translate
雨が降った後、日光が屈折すると虹が現れます。,Amir,Amazon Translate
スマートフォンには写真を撮るためのカメラが内蔵されています。,Amir,Amazon Translate
ほとんどの車はガソリンまたはディーゼルを燃料として使用します。,Amir,Amazon Translate
魚はフィンを使って水中を泳ぎます。,Amir,Amazon Translate
コーヒーは温かいまま提供されることが多い。,Amir,Amazon Translate
クモは獲物を捕まえるためにクモの巣を回します。,Amir,Amazon Translate
ミツバチはコロニーに住んでいます。,Amir,Amazon Translate
ヘリウムは空気より軽いため、風船は浮き上がります。,Amir,Amazon Translate
松の木は種として円錐形を作ります。,Amir,Amazon Translate
雨はたいてい地面を濡らします。,Amir,Amazon Translate
カエルはジャンプして動き回ります。,Amir,Amazon Translate
飛行機は長距離を飛ぶことができます。,Amir,Amazon Translate
蝶には色とりどりの羽があります。,Amir,Amazon Translate
リンゴは赤、緑、黄色のいずれでもかまいません。,Amir,Amazon Translate
列車は金属製の線路を走ります。,Amir,Amazon Translate
キリンは背の高い木の葉を食べます。,Amir,Amazon Translate
靴は足に履きます。,Amir,Amazon Translate
川は海や湖に向かって流れます。,Amir,Amazon Translate
火山は噴火時に灰と溶岩を放出します。,Amir,Amazon Translate
カンガルーは長距離を飛び跳ねることができます。,Amir,Amazon Translate
ブロッコリーは緑色で食べられます。,Amir,Amazon Translate
オレンジはビタミンCの供給源です。,Amir,Amazon Translate
蒸発した水蒸気から雲ができます。,Amir,Amazon Translate
猫は舌で体をきれいにする。,Amir,Amazon Translate
草は緑色で、地面から生えています。,Amir,Amazon Translate
冬は気温が低いのが特徴です。,Amir,Amazon Translate
犬は吠えてコミュニケーションをとることができます。,Amir,Amazon Translate
象は耳と体幹が大きい。,Amir,Amazon Translate
熱い空気は冷たい空気の上に上がります。,Amir,Amazon Translate
鹿には毎年枝角が抜けます。,Amir,Amazon Translate
クジラは最大の海洋哺乳類です。,Amir,Amazon Translate
石炭は燃料源として使用されます。,Amir,Amazon Translate
月は海の潮汐に影響します。,Amir,Amazon Translate
鶴は首が長い背の高い鳥です。,Amir,Amazon Translate
サルはバランスを取るために尻尾を使います。,Amir,Amazon Translate
風は木の枝を動かします。,Amir,Amazon Translate
羊は毎年羊毛を育てます。,Amir,Amazon Translate
燃料はほとんどの車に動力を供給します。,Amir,Amazon Translate
砂漠は通常、乾燥した環境です。,Amir,Amazon Translate
塩は特定の食品を保存します。,Amir,Amazon Translate
ナスは植物で育ちます。,Amir,Amazon Translate
チョークは黒板に書きます。,Amir,Amazon Translate
カワウソは川や湖に住んでいます。,Amir,Amazon Translate
蚊は人間や動物を噛みます。,Amir,Amazon Translate
ラップトップはポータブルコンピューターです。,Amir,Amazon Translate
地図には国境と国が表示されます。,Amir,Amazon Translate
日焼け止めは日焼けから肌を守ります。,Amir,Amazon Translate
サッカーを効果的にプレーするにはチームワークが必要です。,Amir,Amazon Translate
肉食動物は肉を食べます。,Amir,Amazon Translate
昆虫には3つの体節があります。,Amir,Amazon Translate
牛乳は多くの文化で定番の飲み物です。,Amir,Amazon Translate
雪片には独特の模様があります。,Amir,Amazon Translate
バッタは長距離を飛ぶことができます。,Amir,Amazon Translate
重力は物体を接地させ続けます。,Amir,Amazon Translate
豚は農場の動物です。,Amir,Amazon Translate
ラジオは音楽やニュースを放送します。,Amir,Amazon Translate
鶏は食用に卵を産みます。,Amir,Amazon Translate
マップはさまざまな縮尺で描画できます。,Amir,Amazon Translate
雨水は植物や樹木に水をまきます。,Amir,Amazon Translate
鋼は鉄より強い。,Amir,Amazon Translate
水はすべての既知の生命にとって不可欠です。,Amir,Amazon Translate
カエルは大声で鳴きます。,Amir,Amazon Translate
トウモロコシは夏の終わりに収穫されます。,Amir,Amazon Translate
イルカは野生の社会的な生き物です。,Amir,Amazon Translate
カタツムリにはらせん状の殻があります。,Amir,Amazon Translate
アリは体より重い荷物を運ぶ。,Amir,Amazon Translate
チューリップは土の中の球根から育てられます。,Amir,Amazon Translate
日中は太陽が光を出します。,Amir,Amazon Translate
雲が飽和すると雨が降ります。,Amir,Amazon Translate
猫はしっぽを使ってバランスを取ります。,Amir,Amazon Translate
沸騰したお湯は多くの細菌を殺します。,Amir,Amazon Translate
バナナは木の上で群生しています。,Amir,Amazon Translate
電気ファンは部屋を冷やします。,Amir,Amazon Translate
オオカミは遠吠えすることでコミュニケーションをとります。,Amir,Amazon Translate
トウモロコシは一般的な穀物です。,Amir,Amazon Translate
飛行機は乗客を長距離輸送します。,Amir,Amazon Translate
ほとんどの魚は皮膚にうろこがついている。,Amir,Amazon Translate
ウサギは避難所に巣穴を掘ります。,Amir,Amazon Translate
テレビは様々な番組を放送しています。,Amir,Amazon Translate
犬は飼い主に警告するために吠えます。,Amir,Amazon Translate
ペンギンは陸地をよちよち歩きます。,Amir,Amazon Translate
スイカには主に水が含まれています。,Amir,Amazon Translate
サルはしばしば木の枝から揺れます。,Amir,Amazon Translate
蝶は毛虫から育ちます。,Amir,Amazon Translate
フランスはヨーロッパにあります。,Amir,Amazon Translate
馬は疾走して速く走る。,Amir,Amazon Translate
イルカは海水環境に住んでいます。,Amir,Amazon Translate
ペンは紙に書くために使われます。,Amir,Amazon Translate
月の表面にはたくさんのクレーターがあります。,Amir,Amazon Translate
牛乳はカルシウムの源です。,Amir,Amazon Translate
雷は森林火災を引き起こす可能性があります。,Amir,Amazon Translate
きゅうりは漬け込むことができます。,Amir,Amazon Translate
ほとんどのシャツには袖が付いています。,Amir,Amazon Translate
トラは肉食性哺乳類です。,Amir,Amazon Translate
パンはオーブンで焼きます。,Amir,Amazon Translate
シマウマには縞模様の皮があります。,Amir,Amazon Translate
リンゴは夏の終わりに熟します。,Amir,Amazon Translate
石鹸はグリースや汚れを溶かします。,Amir,Amazon Translate
山。エベレストは人気の登山地です。,Amir,Amazon Translate
本は架空の物語を語ることができます。,Amir,Amazon Translate
ハクトウワシは北米原産です。,Amir,Amazon Translate
サメは海の頂点捕食者です。,Amir,Amazon Translate
ピアノには黒鍵と白鍵があります。,Amir,Amazon Translate
デジタル時計は時間を数値で示します。,Amir,Amazon Translate
椅子は座るように設計されています。,Amir,Amazon Translate
雄鶏は夜明けに鳴きます。,Amir,Amazon Translate
バラにはたくさんの色があります。,Amir,Amazon Translate
カバはアフリカの川や湖に生息しています。,Amir,Amazon Translate
カレンダーには、日、週、月が表示されます。,Amir,Amazon Translate
パラシュートは高所からの降下を遅らせるのに役立ちます。,Amir,Amazon Translate
ライオンズは「ジャングルの王」として知られています。,Amir,Amazon Translate
ピーナッツはアレルギー反応を引き起こす可能性があります。,Amir,Amazon Translate
ニンジンは視力の健康に良い。,Amir,Amazon Translate
ガチョウはV字型で飛ぶ。,Amir,Amazon Translate
松の木は冬でも針を張ります。,Amir,Amazon Translate
ブドウは群生します。,Amir,Amazon Translate
冷凍庫ではアイスキューブができます。,Amir,Amazon Translate
クラゲは触手で刺します。,Amir,Amazon Translate
馬糞は肥料として使用されます。,Amir,Amazon Translate
