statement,elicitation,committer
一个人不想要脑瘤。,Amazon Translate,Amir
一个人不想要手指骨折。,Amazon Translate,Amir
一个人不想要一颗破碎的心。,Amazon Translate,Amir
一个人不想要计算机病毒。,Amazon Translate,Amir
一个人不想在汤里放一只苍蝇。,Amazon Translate,Amir
一个人不想要挂图。,Amazon Translate,Amir
一个人不想心脏病发作。,Amazon Translate,Amir
一个人不想要一份低薪工作。,Amazon Translate,Amir
一个人不希望互联网连接速度慢。,Amazon Translate,Amir
一个人不想虐待。,Amazon Translate,Amir
一个人不想背部疼痛。,Amazon Translate,Amir
一个人不想要痒。,Amazon Translate,Amir
一个人不想要性病。,Amazon Translate,Amir
一个人不想烦恼。,Amazon Translate,Amir
一个人不想要焦虑。,Amazon Translate,Amir
一个人不想要不好的食物。,Amazon Translate,Amir
一个人不想感到无聊。,Amazon Translate,Amir
一个人不想被欺骗。,Amazon Translate,Amir
一个人不希望一切都一样。,Amazon Translate,Amir
一个人不想开战。,Amazon Translate,Amir
一个人不希望自己的电脑崩溃。,Amazon Translate,Amir
一个人不想失业。,Amazon Translate,Amir
一个人不想要开放性溃疡。,Amazon Translate,Amir
一个人不想要精神分裂症。,Amazon Translate,Amir
一个人不想要真相。,Amazon Translate,Amir
一个人不想被疏远。,Amazon Translate,Amir
一个人不想生病。,Amazon Translate,Amir
一个人不想感到恐惧。,Amazon Translate,Amir
一个人不想生病。,Amazon Translate,Amir
一个人不想陷入交通拥堵。,Amazon Translate,Amir
一个人不想坐牢。,Amazon Translate,Amir
一个人不想受到惩罚。,Amazon Translate,Amir
一个人不想变得荒谬。,Amazon Translate,Amir
一个人不想感到羞耻。,Amazon Translate,Amir
一个人不想摔断一条腿。,Amazon Translate,Amir
一个人不想撞车。,Amazon Translate,Amir
一个人不想独自死亡。,Amazon Translate,Amir
一个人不想做他不擅长的事情。,Amazon Translate,Amir
一个人不想把工作做完。,Amazon Translate,Amir
一个人不想做他不感兴趣的事情。,Amazon Translate,Amir
一个人不想失恋。,Amazon Translate,Amir
一个人不想没有家。,Amazon Translate,Amir
一个人不想听坏消息。,Amazon Translate,Amir
一个人不想失去朋友。,Amazon Translate,Amir
一个人不想犯错误。,Amazon Translate,Amir
一个人不想要青春痘。,Amazon Translate,Amir
一个人不想要不愉快的东西。,Amazon Translate,Amir
处于绝望境地的人会尝试最绝望的措施。,Amazon Translate,Amir
在炎热的天气里慢跑的人更容易出汗。,Amazon Translate,Amir
在空荡荡的火车上，一个人听不到很多人说话。,Amazon Translate,Amir
上床睡觉的人通常不会穿泳衣。,Amazon Translate,Amir
发高烧的人不太可能健康。,Amazon Translate,Amir
一个人的种族与他们的能力无关。,Amazon Translate,Amir
悲观主义者是指与乐观主义者非常熟悉的人。,Amazon Translate,Amir
一个观点有不同的视角。,Amazon Translate,Amir
政治人物可以以实现自由为目标，但他实现自由的手段只能通过暴力。,Amazon Translate,Amir
竞选市议会的政治家应该有在城市工作的经验。,Amazon Translate,Amir
一个非常忙碌的人可能不知道自己的体重。,Amazon Translate,Amir
拒绝表扬可能是一种渴望被表扬两次的愿望。,Amazon Translate,Amir
在一个疯狂的社会中，一个理智的人可能会显得疯狂。,Amazon Translate,Amir
船只在港口是安全的，但这不是它的目的。,Amazon Translate,Amir
确定枪支是否被盗的一种简单方法是检查其序列号。,Amazon Translate,Amir
微笑通常被视为一种积极的情绪。,Amazon Translate,Amir
当老人们知道他们永远不会坐在树荫下时，社会就会变得伟大。,Amazon Translate,Amir
一个正方形有四个边。,Amazon Translate,Amir
强风可以激发你放风筝的灵感。,Amazon Translate,Amir
剑很锋利。,Amazon Translate,Amir
大头针很锋利。,Amazon Translate,Amir
不是教条主义的老师可能不是真正的教师。,Amazon Translate,Amir
有神论者与无神论者相反。,Amazon Translate,Amir
理论不是事实。,Amazon Translate,Amir
如果被击败的敌人没有变成朋友，战争就不会获胜。,Amazon Translate,Amir
湿海绵比干海绵吸收更多的水。,Amazon Translate,Amir
智者应该在家里找到一个温柔而有礼貌的妻子，或者根本找不到妻子。,Amazon Translate,Amir
智者将自己的信仰与证据相提并论。,Amazon Translate,Amir
一年后，你可能希望今天就开始了。,Amazon Translate,Amir
自己的回避行为是通往一件事的道路——改善回避行为。,Amazon Translate,Amir
像小提琴或钢琴一样思考的能力需要每天练习。,Amazon Translate,Amir
废除警察是民主党人采取的极端立场。,Amazon Translate,Amir
堕胎是一种犯罪，因为生命从受孕开始。,Amazon Translate,Amir
获得医疗保健和教育的机会应是当务之急。,Amazon Translate,Amir
应该让所有人都能获得医疗保健，而不必担心债务。,Amazon Translate,Amir
熟人是我们足够了解的人，可以向其借钱，但又不够好，无法借钱。,Amazon Translate,Amir
我们希望在本届会议上通过的法案是禁止因不可查的罪行进行逮捕。,Amazon Translate,Amir
将两个数字相加会生成一个更大的数字。,Amazon Translate,Amir
钦佩和熟悉是陌生的。,Amazon Translate,Amir
成人应监督所有烟花活动。,Amazon Translate,Amir
技术的进步可以帮助拯救生命并改善世界上每个人的生活质量。,Amazon Translate,Amir
技术的进步可能产生非常积极或可怕的后果。,Amazon Translate,Amir
逆境是原则的考验。没有它，一个人几乎不知道自己是否诚实。,Amazon Translate,Amir
为他提供建议和咨询。如果他不听，就让逆境教训他吧。,Amazon Translate,Amir
有氧运动通常对你有好处。,Amazon Translate,Amir
非洲是一个大陆。,Amazon Translate,Amir
在某一点之后，金钱就没有意义了。它不再是目标了。游戏才是最重要的。,Amazon Translate,Amir
审判结束后，一方赤身裸体，另一方没有衬衫。,Amazon Translate,Amir
航空公司可以禁止情感支持动物，因为它们行为不端，宠物主人会规避航空公司的规定和费用。,Amazon Translate,Amir
体育比赛期间应限制球迷饮酒。,Amazon Translate,Amir
酒精会让你想在晚上睡觉。,Amazon Translate,Amir
代数使用变量。,Amazon Translate,Amir
所有艺术都是自传体的；珍珠是牡蛎的自传。,Amazon Translate,Amir
所有不良的先例都是合理的措施。,Amazon Translate,Amir
所有狂热的信条都会造成伤害。他们宣扬仇恨和纷争。,Amazon Translate,Amir
所有的伟大行为和所有伟大的思想都有一个荒谬的开端。伟大的作品通常诞生在街角或餐厅的旋转门里。,Amazon Translate,Amir
人人生而平等。,Amazon Translate,Amir
各种各样的美丽都无法激发爱情。有一种只会让人赏心悦目，却无法吸引人们的感情。,Amazon Translate,Amir
所有生命都是一个实验。你做的实验越多越好。,Amazon Translate,Amir
人们追究的所有记忆都是虚构的。,Amazon Translate,Amir
如果我们有勇气去追求，我们所有的梦想都能成真。,Amazon Translate,Amir
我们所有的邪恶都源于我们无法独处。,Amazon Translate,Amir
所有人都是人类。,Amazon Translate,Amir
所有宗教都有差异。,Amazon Translate,Amir
所有社会运动在某个时候都因抱怨而被驳回。随着时间的推移，他们被公认为对权力说的是真话。,Amazon Translate,Amir
过去，所有的大陆都连接在一个名为Pangea的巨型大陆中。,Amazon Translate,Amir
所有道路都通向罗马。,Amazon Translate,Amir
所有真理一旦被发现，就很容易理解。关键是要发现它们。,Amazon Translate,Amir
所有不是散文的都是诗歌，不是诗歌的都是散文。,Amazon Translate,Amir
所有死者都是平等的。,Amazon Translate,Amir
允许合格选民在线投票可以让更多选民参与选举并加强民主。,Amazon Translate,Amir
在疫情期间允许家人探访养老院将提高居民及其家人的生活质量和心理健康。,Amazon Translate,Amir
允许枪支不是说好人拿着枪来遏制暴力犯罪。一项针对33个州的研究表明，允许枪支使暴力犯罪增加了13％至15％。,Amazon Translate,Amir
允许人们不受干扰地拥有自己的宗教信仰是件好事。,Amazon Translate,Amir
尽管英国是一个著名的大国，但它是一个岛屿。,Amazon Translate,Amir
尽管有些吸烟者的寿命很长，但一个人吸烟的次数越多，他们的健康风险就越大。,Amazon Translate,Amir
尽管世界并不完美，但它仍然是可能的最佳世界。,Amazon Translate,Amir
虽然我们可以看到他人对他们内在体验的反应，但我们实际上无法感知或体验他们的实际内在体验，他们的品质。,Amazon Translate,Amir
利他主义是人们的常识。,Amazon Translate,Amir
利他主义是和平社会的基础。,Amazon Translate,Amir
“永远” 和 “永远” 是你应该永远记住永远不要使用的两个词。,Amazon Translate,Amir
随时提供支持。,Amazon Translate,Amir
永远记住，你的注意力决定了你的现实。,Amazon Translate,Amir
在购买计算机部件之前，请务必三次检查您的零件是否兼容。,Amazon Translate,Amir
永远相信上帝。,Amazon Translate,Amir
野心不是心胸狭小的人的恶习。,Amazon Translate,Amir
美国在1776年脱离英国时做了正确的事情。,Amazon Translate,Amir
美国是一个勇气和信念可以有所作为的地方。,Amazon Translate,Amir
美国应该努力维护世界各地的民主和人权。,Amazon Translate,Amir
美国日益增长的多样性应该受到欢迎，我们应该通过法律保护他们免受剥削、性别歧视和种族主义的侵害。,Amazon Translate,Amir
美国人需要制定政策，让美国再次伟大。,Amazon Translate,Amir
美国人对虚伪的政客已经完蛋了。,Amazon Translate,Amir
作为一个社会，美国人被视为贪婪。,Amazon Translate,Amir
美国人勤奋乐观。,Amazon Translate,Amir
美国人从来没有害怕过未来。,Amazon Translate,Amir
美国人知道什么是对与错。,Amazon Translate,Amir
美国人想要进步的价值观。,Amazon Translate,Amir
美国人想要共和党领导人。,Amazon Translate,Amir
聪明的美国人能够看到谁值得，谁不值得。,Amazon Translate,Amir
会计师擅长数学和逻辑。,Amazon Translate,Amir
人们常说 “每天吃苹果会让医生望而却步”。,Amazon Translate,Amir
教育不是你对记忆的投入程度，甚至不是你所知道的多少。它能够区分你所知道的和你不知道的。,Amazon Translate,Amir
卓越的声誉与坏的声誉一样危险。,Amazon Translate,Amir
理想的妻子是对你忠实但又努力变得像不忠实一样迷人的人。,Amazon Translate,Amir
在过去的十年中，痛风病例从300万例增加到900万例，这表明人类生活方式的改变会影响疾病的发展。,Amazon Translate,Amir
一个聪明的地狱会比一个愚蠢的天堂好。,Amazon Translate,Amir
邀请会让你想去参加派对。,Amazon Translate,Amir
开放的边境使公民得不到保护，并在被统治者与政府之间造成冲突。,Amazon Translate,Amir
一盎司的业绩胜过一英镑的承诺。,Amazon Translate,Amir
主播不应向受访者提出大量问题。,Amazon Translate,Amir
畜牧业造成了许多温室气体，因此养牛会导致全球变暖。,Amazon Translate,Amir
动物本能地害怕人类的景象，甚至害怕人的踪迹。,Amazon Translate,Amir
安会帮助遇到麻烦的人。,Amazon Translate,Amir
另一次民主投票可以帮助确保对我们的未来有利。,Amazon Translate,Amir
再一次像那样的胜利，我们就输了。,Amazon Translate,Amir
反犹太主义是邪恶的，应该受到谴责。,Amazon Translate,Amir
孩子的焦虑本质上是他们对失去所爱的人的感情的表达。,Amazon Translate,Amir
任何数字乘以一都保持不变。,Amazon Translate,Amir
任何数字乘以零始终为零。,Amazon Translate,Amir
任何人都可以和上帝说话，但上帝只会对精神不稳定的人说话。,Amazon Translate,Amir
任何愚蠢而无法说的东西都会被唱出来。,Amazon Translate,Amir
显然，男人可以治好毒品、喝酒、赌博、咬指甲、摘鼻子，但不能结婚。,Amazon Translate,Amir
苹果可以是红色的。,Amazon Translate,Amir
苹果拥有一些最好的技术。,Amazon Translate,Amir
亚里士多德、柏拉图和苏格拉底是希腊哲学家。,Amazon Translate,Amir
亚利桑那州人有坚定的保守价值观。,Amazon Translate,Amir
逮捕罪犯是警察和法院的工作，而不是政客的工作。,Amazon Translate,Amir
艺术始于抵抗。在克服阻力的时候，没有大量的劳动就无法创造出任何人类杰作。,Amazon Translate,Amir
博物馆的艺术可以激励人们写故事。,Amazon Translate,Amir
作为一名小商人，我亲身了解停工如何影响我们的家庭。,Amazon Translate,Amir
随着男人生活的进步，所有的激情都会转化为金钱。爱情、野心，甚至诗歌，都以此为结尾。,Amazon Translate,Amir
当人们走自己的路时，命运也随之而来。,Amazon Translate,Amir
随着社会的进步，贫困的标准也在提高。,Amazon Translate,Amir
亚洲是全世界最大的大陆。,Amazon Translate,Amir
询问作家他对批评的看法就像问灯柱对狗的感受。,Amazon Translate,Amir
暗杀是一种极端的审查形式。,Amazon Translate,Amir
协助他们进行发明；从头开始帮助他们。,Amazon Translate,Amir
二十岁时，每个人都是共和党人。,Amazon Translate,Amir
澳大利亚是一个岛屿大陆。,Amazon Translate,Amir
澳大利亚是唯一一个同时也是大陆的岛国。,Amazon Translate,Amir
没有威望，权威是行不通的，没有距离的威望是行不通的。,Amazon Translate,Amir
避免与生病的人密切接触。,Amazon Translate,Amir
糟糕的管理可以摧毁好的政策，但好的管理永远无法拯救坏的政策。,Amazon Translate,Amir
球是圆的。,Amazon Translate,Amir
需要采取基本措施来防止冠状病毒的传播。,Amazon Translate,Amir
基本数学用于日常生活。,Amazon Translate,Amir
蝙蝠是唯一会飞的哺乳动物。,Amazon Translate,Amir
最好是大致正确而不是完全错误。,Amazon Translate,Amir
保持清晰透明。准备好展示您的来源和支持您分析的方法。,Amazon Translate,Amir
对敌人要温柔，就像对待旧烤箱一样。,Amazon Translate,Amir
太忙了，没有时间后悔。,Amazon Translate,Amir
做你自己，说出你的感受，因为那些介意的人不重要，重要的人不在乎。,Amazon Translate,Amir
如果可以的话，要比其他人更聪明，但不要告诉他们。,Amazon Translate,Amir
结婚前，一个男人会整晚醒着想着你说的话。结婚后，他会在你说完之前就睡着了。,Amazon Translate,Amir
在领取失业救济金之前，个人必须出示身份证明。,Amazon Translate,Amir
无聊可能会让你想用电视。,Amazon Translate,Amir
无聊可能会让你想看电视。,Amazon Translate,Amir
寒冷可能会让你想取暖。,Amazon Translate,Amir
抑郁可能会让你想喝酒。,Amazon Translate,Amir
弄脏可能会让你想洗澡。,Amazon Translate,Amir
弄脏可能会让你想洗个澡。,Amazon Translate,Amir
保持健康和经常锻炼可以帮助改善您的心理健康。,Amazon Translate,Amir
很热可能会让你想去游泳。,Amazon Translate,Amir
饿可能会让你想吃汉堡。,Amazon Translate,Amir
饿可能会让你想吃晚饭。,Amazon Translate,Amir
饿可能会让你想去餐馆。,Amazon Translate,Amir
饿可能会让你想吃午饭。,Amazon Translate,Amir
饿可能会让你想烤点面包。,Amazon Translate,Amir
匆忙可能会让你吃得很快。,Amazon Translate,Amir
感到孤独可能会让你想见个朋友。,Amazon Translate,Amir
肥胖对你的健康有害。,Amazon Translate,Amir
进行体育锻炼可以通过改善日常情绪来改善生活质量。,Amazon Translate,Amir
保持礼貌可能会让你想等着轮到你。,Amazon Translate,Amir
经常久坐不动是不健康的。,Amazon Translate,Amir
信仰宗教意味着你对宗教规定的某些信仰和习俗有信心。,Amazon Translate,Amir
坚强不一定意味着你身体健康。,Amazon Translate,Amir
口渴会让你想喝酒。,Amazon Translate,Amir
累了会让你想休息一下。,Amazon Translate,Amir
累了会让你想睡觉。,Amazon Translate,Amir
信徒依靠他们的宗教来获得精神支持。,Amazon Translate,Amir
以你以前的状态为基准，而不是你认为应该在哪里进行基准。,Amazon Translate,Amir
有缺陷的钻石比没有缺陷的卵石好。,Amazon Translate,Amir
给猪吃樱桃比给傻瓜建议要好。,Amazon Translate,Amir
曾经爱过和失去总比根本没有爱过要好。,Amazon Translate,Amir
注意，冰池非常冷；如果你进入水中，可能会出现体温过低。,Amazon Translate,Amir
超过某个点，就没有回报了。这一点必须达到。,Amazon Translate,Amir
法案将减少该州的预算。,Amazon Translate,Amir
不应允许亲生男孩与亲生女孩一起参加体育比赛。,Amazon Translate,Amir
找到工作的人有福了，不要让他求别的祝福。,Amazon Translate,Amir
只有血液才能推动历史之轮。,Amazon Translate,Amir
无聊会让你想玩游戏。,Amazon Translate,Amir
自然科学和物理科学在改善人类生活质量方面都有特定的作用。,Amazon Translate,Amir
共和党人和民主党人都应该共同努力，在基础设施法案上找到折衷方案。,Amazon Translate,Amir
底部是底部，即使倒过来也是如此。,Amazon Translate,Amir
呼吸很重要，但是一旦停止，就不必再锻炼了。,Amazon Translate,Amir
佛教起源于亚洲。,Amazon Translate,Amir
预算应考虑失控的成本，以防止灾难。,Amazon Translate,Amir
应避免官僚机构效率低下。,Amazon Translate,Amir
烧掉虚假知识的种子，这样它就不会再发芽。,Amazon Translate,Amir
但是这些支持堕胎的自由派极端分子根本不明白。,Amazon Translate,Amir
黄油是黄色的。,Amazon Translate,Amir
买一件衬衫需要钱。,Amazon Translate,Amir
根据他自己的判决，没有一个有罪的人被宣判无罪。,Amazon Translate,Amir
通过克服自己的激情，一个人战胜了他最大的敌人。,Amazon Translate,Amir
当傻瓜学会游戏时，玩家已经分散了。,Amazon Translate,Amir
字节比位多。,Amazon Translate,Amir
蛋糕很甜。,Amazon Translate,Amir
微积分是一种很难理解的数学和逻辑。,Amazon Translate,Amir
加州需要变得更加宜居和负担得起。,Amazon Translate,Amir
给玛丽的母亲打电话，约翰在她回答后会立即挂断电话。,Amazon Translate,Amir
我能指望你支持我在这场更好地保护公共健康的斗争中吗？,Amazon Translate,Amir
加拿大位于美国北部。,Amazon Translate,Amir
发达社会不应容忍取消文化。,Amazon Translate,Amir
取消Keystone XL管道将意味着石油必须通过铁路运输，这只会增加排放。,Amazon Translate,Amir
在密歇根州，相互关心从来都不是党派问题。,Amazon Translate,Amir
天主教弥撒通常在教堂举行。,Amazon Translate,Amir
猫的体温更高，渴望热量，这就是为什么它们喜欢将自己限制在狭窄的空间里。,Amazon Translate,Amir
疾病预防控制中心的指导方针应与对民众的社会责任保持平衡。,Amazon Translate,Amir
应在州法律和法规中注明CDC的指导方针。,Amazon Translate,Amir
手机电池需要充电。,Amazon Translate,Amir
手机不会导致癌症。,Amazon Translate,Amir
某些政策不费吹灰之力，例如保护美国人和环境。,Amazon Translate,Amir
警察政策和程序的改变是必要的，而且很容易做出。,Amazon Translate,Amir
混乱往往滋生生活，而秩序则滋生习惯。,Amazon Translate,Amir
保留角色比恢复角色容易得多。,Amazon Translate,Amir
角色不是用大理石切割的。它不是坚实和不可改变的东西。它是一种活生生和变化的东西，可能会像我们的身体一样生病。,Amazon Translate,Amir
慈善会贬低接受者，使分发慈善的人变得更坚强。,Amazon Translate,Amir
检查家人、朋友和邻居至关重要。,Amazon Translate,Amir
化学包括在物理科学领域。,Amazon Translate,Amir
孩子就像成年人一样。他人的经历对他们没有任何用处。,Amazon Translate,Amir
孩子们经常会很吵。,Amazon Translate,Amir
不应教导孩子为自己的肤色感到羞耻。,Amazon Translate,Amir
孩子们不应该轻易接触烟花。,Amazon Translate,Amir
儿童读物永远不会对社会构成威胁。,Amazon Translate,Amir
中国的人口密度最高。,Amazon Translate,Amir
中国与美国位于地球的另一端。,Amazon Translate,Amir
今天就筹集10美元或更多来帮助史蒂夫。,Amazon Translate,Amir
选择一份你喜欢的工作，你一生中就不必工作一天了。,Amazon Translate,Amir
基督教在美国是一种流行的宗教。,Amazon Translate,Amir
基督教是美国信仰最多的宗教。,Amazon Translate,Amir
基督徒遵循基督的教导。,Amazon Translate,Amir
查克·舒默在嘲笑。,Amazon Translate,Amir
城市需要民意调查工作人员来打击腐败。,Amazon Translate,Amir
公民应尊重他们的机构和社会进程。,Amazon Translate,Amir
当上帝命令非暴力抗命时，非暴力抗命是合理的。,Amazon Translate,Amir
文明的进步是通过扩大我们无需考虑就能执行的重要行动的数量。,Amazon Translate,Amir
气候变化是一种严重的威胁，必须采取行动。,Amazon Translate,Amir
气候变化不是假的。,Amazon Translate,Amir
咖啡通常是热的。,Amazon Translate,Amir
寒冷的天气让你想点火。,Amazon Translate,Amir
科尔将帮助国会中的公众。,Amazon Translate,Amir
普通的本性用他们的所作所为付出代价，高尚的天性用他们的本性付出代价。,Amazon Translate,Amir
常识是世界上分销最好的商品，因为每个人都坚信自己的常识供应充足。,Amazon Translate,Amir
常识是指在十八岁之前获得的偏见的集合。,Amazon Translate,Amir
一项常识性法案将承认当地农场、森林和林地在为野生动物和人类创造更清洁的未来方面所具有的力量，同时也有助于农村经济。,Amazon Translate,Amir
无论等级如何，公司内部的沟通都应该是直接的，以便以最快的方式完成工作。,Amazon Translate,Amir
随着时间的推移，计算机处理器变得越来越快。,Amazon Translate,Amir
计算机比人类更擅长处理大量数据。,Amazon Translate,Amir
计算机是非常复杂的工具。,Amazon Translate,Amir
计算机永远无法取代真正的人类。,Amazon Translate,Amir
计算机使我们的生活更轻松。,Amazon Translate,Amir
计算机是有用的工具。,Amazon Translate,Amir
计算机影响着我们的日常生活。,Amazon Translate,Amir
将活动集中在一家科技巨头身上会对隐私产生不利影响。,Amazon Translate,Amir
国会必须超越一切熟悉的局面。,Amazon Translate,Amir
国会仍处于枪支游说团体的控制之下。,Amazon Translate,Amir
国会应该积极保护环境。,Amazon Translate,Amir
国会应该实施枪支改革。,Amazon Translate,Amir
良心是内心的声音，它警告我们可能有人在看。,Amazon Translate,Amir
保守的价值观是解决问题的最明显方法。,Amazon Translate,Amir
保守的价值观很实用，使大多数人受益。,Amazon Translate,Amir
保守的价值观是帮助美国人的最佳方式。,Amazon Translate,Amir
保守的价值观是不费吹灰之力的选择。,Amazon Translate,Amir
保守价值观是保护自由的方式。,Amazon Translate,Amir
考虑到性别暴力的实施者大多数是男性，当女性对她们表示恐惧时，他们不应感到生气。,Amazon Translate,Amir
饼干很甜。,Amazon Translate,Amir
企业不应因为正常的选举改革而放弃各州。,Amazon Translate,Amir
女议员莱蒂西亚·普鲁默支持德里克。,Amazon Translate,Amir
各国应采取措施防止轻易侵犯知识产权。,Amazon Translate,Amir
乡村音乐明星通常在舞台上戴牛仔帽和靴子。,Amazon Translate,Amir
COVID-19 正在对医疗保健行业产生重大影响。,Amazon Translate,Amir
土狼总是在四处寻找，永远饿得不可开交。,Amazon Translate,Amir
创造力涉及以一种新颖的方式将两个不同的想法融为一体。,Amazon Translate,Amir
信贷是一种系统，在这个系统中，一个人如果无法付款，就会得到另一个同样无法付款的人来保证他能付款。,Amazon Translate,Amir
犯罪往往会激起伸张正义的愿望。,Amazon Translate,Amir
尽早逮捕罪犯以保护无辜的旁观者至关重要。,Amazon Translate,Amir
培养学校负责任地使用技术既重要又具有远见卓识。,Amazon Translate,Amir
安德鲁·库莫正在走上正确的道路，照顾普通的纽约人。,Amazon Translate,Amir
好奇心是女性表现出的一种勇气。,Amazon Translate,Amir
好奇心往往会促使人们研究或检查事物。,Amazon Translate,Amir
应该完全消除游戏平台上的网络欺凌。,Amazon Translate,Amir
愤世嫉俗是对真理的更尖刻的解释。,Amazon Translate,Amir
达娜意识到枪支管制的至关重要性。,Amazon Translate,Amir
达娜明白防止枪支落入不应拥有枪支的人手中的重要性。,Amazon Translate,Amir
约会一年后，人们往往会感到被爱。,Amazon Translate,Amir
向警察退款不是一项切实可行的政策。,Amazon Translate,Amir
