statement,elicitation,committer
政治家は、演説にプロンプターを使用することがよくあります。,microsoft azure text translation,Dan
合衆国憲法が宗教の自由を保障していることに、ほとんどの人は同意するだろう。,microsoft azure text translation,Dan
ほとんどの人は、テロリストの監視リストに載っている場合、銃を買うことができないはずです。,microsoft azure text translation,Dan
ほとんどの人は、人生のある時点で間違いを犯します。,microsoft azure text translation,Dan
気候変動は現実のものであり、私たちはエネルギー源を変えなければなりません。,microsoft azure text translation,Dan
大統領は政策の細部を理解する必要はない。専門家の意見に耳を傾け、専門家による最適なソリューションを一般の人々に売り込む必要があります。,microsoft azure text translation,Dan
警察官は毎日命を懸けています。,microsoft azure text translation,Dan
黒人はジョージア州の人口の31%を占めています。,microsoft azure text translation,Dan
政治家は、選挙の支持を得るためにさまざまな州で選挙運動を行うことがよくあります。,microsoft azure text translation,Dan
法律の執行は政府の基本的な責任です。,microsoft azure text translation,Dan
ほとんどの人は、公衆トイレの安全性とプライバシーが重要であることに同意します。,microsoft azure text translation,Dan
投資家は、予想される政策を市場予測に織り込みます。,microsoft azure text translation,Dan
10代は10代で、部屋は不安と矛盾に満ちていた。,microsoft azure text translation,Dan
大統領の一般教書演説は、国民の議論に影響を与え、議題を設定する機会であることに、ほとんどの人が同意するでしょう。,microsoft azure text translation,Dan
多くの州では、土地をできるだけ有益に使用することを要求しています。,microsoft azure text translation,Dan
新しい言語を学ぶのは難しいのは常識です。,microsoft azure text translation,Dan
