statement,committer,elicitation
القطب الشمالي هو موطن الدببة القطبية.,Amir,Amazon Translate
تعرض الخرائط مواقع الأماكن.,Amir,Amazon Translate
معاطف المطر تبقيك جافًا.,Amir,Amazon Translate
يمكن أن يضرب البرق الأشياء الطويلة.,Amir,Amazon Translate
يتجمد الماء عند صفر درجة مئوية.,Amir,Amazon Translate
الكلاب حيوانات منزلية شائعة.,Amir,Amazon Translate
يتغير لون الأوراق في الخريف.,Amir,Amazon Translate
الورق مصنوع من لب الخشب.,Amir,Amazon Translate
تضع معظم الطيور البيض.,Amir,Amazon Translate
تحتوي الطماطم على فيتامين سي.,Amir,Amazon Translate
تقوم أجهزة الكمبيوتر بمعالجة المعلومات الرقمية.,Amir,Amazon Translate
تنتج الأبقار الحليب لمنتجات الألبان.,Amir,Amazon Translate
تنقل القطارات الركاب أو البضائع.,Amir,Amazon Translate
يتم تشغيل الدراجات عن طريق الدواسة.,Amir,Amazon Translate
العسل يصنعه النحل.,Amir,Amazon Translate
يغطي المحيط معظم سطح الأرض.,Amir,Amazon Translate
يمكن أن تؤثر الجبال على الطقس المحلي.,Amir,Amazon Translate
تعرض معظم الساعات الوقت.,Amir,Amazon Translate
يتحكم الدماغ في وظائف الجسم.,Amir,Amazon Translate
الأناناس لها قشرة خارجية شائكة.,Amir,Amazon Translate
تحتوي معظم النباتات على أوراق خضراء.,Amir,Amazon Translate
الزرافة هي أطول حيوان.,Amir,Amazon Translate
البلاستيك مصنوع من البترول.,Amir,Amazon Translate
تحتوي القهوة على مادة الكافيين.,Amir,Amazon Translate
يمكن إنتاج الموسيقى بواسطة الآلات.,Amir,Amazon Translate
تعيش الأسود في فخر.,Amir,Amazon Translate
يتم تشكيل الماس تحت ضغط مرتفع.,Amir,Amazon Translate
تقع لندن في المملكة المتحدة.,Amir,Amazon Translate
الزواحف حيوانات ذات دم بارد.,Amir,Amazon Translate
يتناول معظم الناس ثلاث وجبات يوميًا.,Amir,Amazon Translate
يغطي الريش معظم الطيور.,Amir,Amazon Translate
يحتوي الجزر على نسبة عالية من البيتا كاروتين.,Amir,Amazon Translate
ينمو الفول السوداني تحت الأرض.,Amir,Amazon Translate
أربطة الحذاء تثبت الأحذية على قدميك.,Amir,Amazon Translate
يُعرف المريخ بالكوكب الأحمر.,Amir,Amazon Translate
تُلعب كرة السلة في الداخل أو في الهواء الطلق.,Amir,Amazon Translate
تتنفس الحيتان الهواء من خلال الثقوب.,Amir,Amazon Translate
تساعد الخرائط في التنقل.,Amir,Amazon Translate
الفولاذ عبارة عن سبيكة من الحديد والكربون.,Amir,Amazon Translate
تعمل بعض الفطريات على تحلل النباتات الميتة.,Amir,Amazon Translate
يتم استخدام لوحة المفاتيح للكتابة.,Amir,Amazon Translate
النمور لها فراء مخطط.,Amir,Amazon Translate
تحتوي معظم الطائرات على جناحين.,Amir,Amazon Translate
تحتوي بعض الصحاري على كثبان رملية.,Amir,Amazon Translate
تستخدم محركات السيارات الاحتراق للتشغيل.,Amir,Amazon Translate
يحتوي قوس قزح على ألوان مرئية متعددة.,Amir,Amazon Translate
تعيش طيور البطريق في المناخات الباردة.,Amir,Amazon Translate
الهيدروجين هو أخف عنصر.,Amir,Amazon Translate
تمتلك معظم الثدييات شعرًا أو فروًا.,Amir,Amazon Translate
تقوم المكتبات بتخزين موارد المعلومات.,Amir,Amazon Translate
البرتقال عبارة عن ثمار حمضيات غنية بالعصارة.,Amir,Amazon Translate
تبعث النجوم طاقة مثل الضوء والحرارة.,Amir,Amazon Translate
القرود هي الرئيسيات.,Amir,Amazon Translate
لا تستطيع طيور البطريق الطيران.,Amir,Amazon Translate
يتدفق النهر نحو المرتفعات المنخفضة.,Amir,Amazon Translate
أسماك القرش لها أسنان حادة.,Amir,Amazon Translate
ينمو قصب السكر في المناطق الاستوائية.,Amir,Amazon Translate
يمكنك رؤية أنفاسك في الهواء البارد.,Amir,Amazon Translate
توجد الأصداف البحرية على الشواطئ.,Amir,Amazon Translate
يربط الإنترنت أجهزة الكمبيوتر في جميع أنحاء العالم.,Amir,Amazon Translate
تحتوي العديد من أجهزة الكمبيوتر المحمولة على لوحات لمس.,Amir,Amazon Translate
يمكن أن تحاكي الببغاوات الكلام البشري.,Amir,Amazon Translate
الفهد هو أسرع حيوان بري.,Amir,Amazon Translate
تتشكل الأعاصير في عواصف شديدة.,Amir,Amazon Translate
تعرض الطاووس ريش الذيل الملون.,Amir,Amazon Translate
يمكن للأمطار أن تملأ الأنهار والبحيرات.,Amir,Amazon Translate
معجون أسنان ينظف الأسنان.,Amir,Amazon Translate
يمكن تحويل العنب إلى نبيذ.,Amir,Amazon Translate
الورود نباتات مزهرة.,Amir,Amazon Translate
القيوط هي أنياب برية.,Amir,Amazon Translate
تتواصل الدلافين من خلال النقرات والصفارات.,Amir,Amazon Translate
شبكات العنكبوت تصطاد الحشرات.,Amir,Amazon Translate
تعمل بعض الحافلات بالكهرباء.,Amir,Amazon Translate
تأكل الكوالا أوراق الأوكالبتوس.,Amir,Amazon Translate
ركوب الخيل هو نشاط خارجي.,Amir,Amazon Translate
توفر المكاتب سطحًا للعمل.,Amir,Amazon Translate
تغادر الرحلات الجوية من المطارات.,Amir,Amazon Translate
تصدر الصراصير أصوات النقيق في الليل.,Amir,Amazon Translate
يمكن أن تتواصل الحيتان عبر مسافات طويلة.,Amir,Amazon Translate
المثلثات هي أشكال هندسية أساسية.,Amir,Amazon Translate
شامبو ينظف شعرك.,Amir,Amazon Translate
تتلعثم طيور البطريق عندما تمشي.,Amir,Amazon Translate
السباغيتي هي نوع من المعكرونة.,Amir,Amazon Translate
يمكن للكاميرات تسجيل الفيديو والصور الثابتة.,Amir,Amazon Translate
الفئران هي قوارض صغيرة.,Amir,Amazon Translate
تتبع معظم حافلات المدينة جدولًا زمنيًا.,Amir,Amazon Translate
ينتج البنكرياس الأنسولين.,Amir,Amazon Translate
الزنبق هي زهور الربيع.,Amir,Amazon Translate
تنمو نباتات الغابات المطيرة بسرعة.,Amir,Amazon Translate
ينجذب البعوض إلى المياه الراكدة.,Amir,Amazon Translate
تتحرك قطع الشطرنج بطرق محددة.,Amir,Amazon Translate
تؤوي الشعاب المرجانية حياة بحرية متنوعة.,Amir,Amazon Translate
تدخل الدببة في السبات الشتوي.,Amir,Amazon Translate
يمكن أن تكون الخرائط رقمية أو ورقية.,Amir,Amazon Translate
يمكن تشغيل أجهزة الكمبيوتر المحمولة على البطاريات.,Amir,Amazon Translate
يطفو الخشب على الماء.,Amir,Amazon Translate
تلتقط الأوراق ضوء الشمس للحصول على الطاقة.,Amir,Amazon Translate
الطائرات الورقية تطير في مهب الريح.,Amir,Amazon Translate
تصطاد النمور فريسة كبيرة.,Amir,Amazon Translate
يسمح الضوء للبشر برؤية بيئتهم.,Amir,Amazon Translate
تلد معظم الثدييات صغارًا.,Amir,Amazon Translate
يعزز الملح طعم العديد من الأطعمة.,Amir,Amazon Translate
درب التبانة عبارة عن مجرة تحتوي على الأرض.,Amir,Amazon Translate
تستخدم القطط الشوارب لاستشعار البيئة المحيطة بها.,Amir,Amazon Translate
تدور الأرض مرة واحدة كل 24 ساعة.,Amir,Amazon Translate
يمكن استخدام العملات لدفع ثمن المشتريات الصغيرة.,Amir,Amazon Translate
تذوب الزبدة في درجة حرارة الغرفة.,Amir,Amazon Translate
يتم تسليم البريد عن طريق الخدمات البريدية.,Amir,Amazon Translate
يمكن تدريب الكلاب على إطاعة الأوامر.,Amir,Amazon Translate
تأكل الأرانب بشكل أساسي النباتات والخضروات.,Amir,Amazon Translate
توفر الشمس الطاقة للنظم البيئية للأرض.,Amir,Amazon Translate
تتكون العديد من البحيرات من الأنهار الجليدية.,Amir,Amazon Translate
يمكن أن يسبب السكر تسوس الأسنان.,Amir,Amazon Translate
تنقل الرياح الهواء من الضغط العالي إلى الضغط المنخفض.,Amir,Amazon Translate
يتم صنع الشاي عن طريق نقع الأوراق في الماء الساخن.,Amir,Amazon Translate
ترتبط الذئاب بالكلاب المنزلية.,Amir,Amazon Translate
تحدث حروق الشمس بسبب الأشعة فوق البنفسجية.,Amir,Amazon Translate
تمتلك الأخطبوطات ثمانية أذرع.,Amir,Amazon Translate
يبلغ طول الماراثون 42 كيلومترًا.,Amir,Amazon Translate
يمكن لبعض الطيور محاكاة الأصوات البشرية.,Amir,Amazon Translate
تتساقط الأوراق من الأشجار في الخريف.,Amir,Amazon Translate
الفحم هو وقود أحفوري.,Amir,Amazon Translate
الثعالب لها ذيول كثيفة.,Amir,Amazon Translate
تساعد الدراجات في تقليل تلوث الهواء.,Amir,Amazon Translate
تحتوي الحمير الوحشية على خطوط سوداء وبيضاء.,Amir,Amazon Translate
تقيس الزلازل الحركة على طول الصدوع.,Amir,Amazon Translate
تطفو معظم السفن عن طريق إزاحة المياه.,Amir,Amazon Translate
تحتوي الشوكولاتة على الكاكاو.,Amir,Amazon Translate
تتنبأ الغيوم بتغير الطقس.,Amir,Amazon Translate
تستخدم بعض العناكب السم لإخضاع الفريسة.,Amir,Amazon Translate
تمضغ الأبقار اللبن الرائب لهضم الطعام.,Amir,Amazon Translate
الورود لها سيقان شائكة.,Amir,Amazon Translate
تصطاد العديد من البوم في الليل.,Amir,Amazon Translate
يمكن تحضير البطاطس بعدة طرق.,Amir,Amazon Translate
تمتص الأوراق ثاني أكسيد الكربون.,Amir,Amazon Translate
تسافر الذئاب معًا في مجموعات.,Amir,Amazon Translate
يمكن أن ينقل البعوض أمراضًا مثل الملاريا.,Amir,Amazon Translate
الفقمات هي ثدييات بحرية.,Amir,Amazon Translate
تقلع الطائرات من مدارج الطائرات.,Amir,Amazon Translate
أقلام تلوين مصنوعة من الشمع الملون.,Amir,Amazon Translate
النجوم مرئية في الليل.,Amir,Amazon Translate
البروكلي من الخضروات المغذية.,Amir,Amazon Translate
يتشكل الجليد عندما يتجمد الماء.,Amir,Amazon Translate
للزرافة رقبة طويلة للتغذية.,Amir,Amazon Translate
تعرض أبراج الساعة الوقت للجمهور.,Amir,Amazon Translate
تجعل العدسات المكبرة الأشياء تبدو أكبر.,Amir,Amazon Translate
تستخدم الخرائط الرموز للمعالم.,Amir,Amazon Translate
تشتهر الببغاوات بريشها اللامع.,Amir,Amazon Translate
لدى Jackrabbits آذان طويلة.,Amir,Amazon Translate
الأصداف البحرية مصنوعة من الحيوانات البحرية.,Amir,Amazon Translate
تبعد الشمس حوالي 93 مليون ميل عن الأرض.,Amir,Amazon Translate
تحتاج النار إلى الأكسجين لتحترق.,Amir,Amazon Translate
تتحول اليرقات إلى فراشات.,Amir,Amazon Translate
يتم تقشير البرتقال قبل الأكل.,Amir,Amazon Translate
تم تصنيف بلوتو على أنه كوكب قزم.,Amir,Amazon Translate
يحافظ الوميض على رطوبة العينين.,Amir,Amazon Translate
يتكون الخيار في الغالب من الماء.,Amir,Amazon Translate
تضع العديد من الأسماك بيضها في الماء.,Amir,Amazon Translate
تستخدم البوصلات المغناطيسية للعثور على الشمال.,Amir,Amazon Translate
يمكن أن يتسبب البرق في حرائق الغابات.,Amir,Amazon Translate
فقاعات الصابون كروية.,Amir,Amazon Translate
تنمو العديد من أنواع الفطر في الغابات الرطبة.,Amir,Amazon Translate
تطير الطائرات فوق السحب.,Amir,Amazon Translate
يجد سرطان البحر الناسك أصدافًا فارغة للعيش فيها.,Amir,Amazon Translate
تعرض ساعات اليد الوقت الحالي.,Amir,Amazon Translate
أغنية الحوت تسافر لمسافات طويلة تحت الماء.,Amir,Amazon Translate
يمكن للقطط سحب مخالبها.,Amir,Amazon Translate
يتم العزف على الكمان بالقوس.,Amir,Amazon Translate
زهور الأوركيد هي زهور استوائية.,Amir,Amazon Translate
المطر يبرد الهواء في الأيام الحارة.,Amir,Amazon Translate
تتمتع النسور ببصر ممتاز.,Amir,Amazon Translate
يعتبر النحل من الملقحات المهمة.,Amir,Amazon Translate
تحتوي أشجار الصنوبر على أوراق تشبه الإبرة.,Amir,Amazon Translate
تحتوي معظم المباني السكنية على عدة طوابق.,Amir,Amazon Translate
تقوم الرافعات برفع المواد الثقيلة في مواقع البناء.,Amir,Amazon Translate
تخزن الإبل الدهون في الحدبات.,Amir,Amazon Translate
تساعد الخرائط الأشخاص في العثور على الاتجاهات.,Amir,Amazon Translate
للأرانب آذان طويلة.,Amir,Amazon Translate
النوم يستعيد الطاقة لدى البشر والحيوانات.,Amir,Amazon Translate
يعيش الحمام في مدن حول العالم.,Amir,Amazon Translate
تستخدم السكاكين لقطع الطعام.,Amir,Amazon Translate
الغربان هي طيور ذكية للغاية.,Amir,Amazon Translate
تنمو الشتلات من البذور المزروعة.,Amir,Amazon Translate
الألومنيوم معدن خفيف الوزن يستخدم في العلب.,Amir,Amazon Translate
تعاني الجبال من انخفاض ضغط الهواء في القمة.,Amir,Amazon Translate
يمكن أن تؤدي الأنهار إلى تآكل الصخور والتربة.,Amir,Amazon Translate
يعيش النمل في مستعمرات منظمة.,Amir,Amazon Translate
عادة ما يفقد الأطفال أسنان الأطفال في سن الثانية عشرة.,Amir,Amazon Translate
الطيور لديها عظام مجوفة لمساعدتها على الطيران.,Amir,Amazon Translate
يستخدم الذهب في صناعة المجوهرات.,Amir,Amazon Translate
طعم الليمون حامض بسبب حمض الستريك.,Amir,Amazon Translate
تحمل خلايا الدم الحمراء الأكسجين.,Amir,Amazon Translate
تستخدم بعض الخفافيش تحديد الموقع بالصدى للتنقل.,Amir,Amazon Translate
الأخضر هو لون ثانوي.,Amir,Amazon Translate
الماء مركب من الهيدروجين والأكسجين.,Amir,Amazon Translate
يمكن لبعض البوم تدوير رؤوسهم 270 درجة.,Amir,Amazon Translate
تحتوي المثلثات دائمًا على ثلاث زوايا.,Amir,Amazon Translate
تتساقط الأفاعي جلدها بشكل دوري.,Amir,Amazon Translate
الجبن مصنوع من الحليب المخمر.,Amir,Amazon Translate
تستخدم الخرائط وسيلة إيضاح لشرح الرموز.,Amir,Amazon Translate
معظم الناس لديهم عشرين أسنان أساسية.,Amir,Amazon Translate
تحرك الرياح السحب عبر السماء.,Amir,Amazon Translate
يتم تشغيل الساعات بواسطة البطاريات أو النوابض.,Amir,Amazon Translate
بعض الأسماك تغير لونها كتمويه.,Amir,Amazon Translate
يرتفع الخبز باستخدام الخميرة أو مسحوق الخبز.,Amir,Amazon Translate
ينفث الأخطبوط الحبر عند التهديد.,Amir,Amazon Translate
تدخل بعض الحيوانات في فترة السبات الشتوي.,Amir,Amazon Translate
يمكن للفهود أن تصل إلى سرعات عالية لرشقات نارية قصيرة.,Amir,Amazon Translate
تحدث شروق الشمس في الشرق.,Amir,Amazon Translate
ترسو فرس البحر نفسها بذيول يمكن الإمساك بها.,Amir,Amazon Translate
الشوكولاتة سامة للعديد من الحيوانات.,Amir,Amazon Translate
يخزن النحل العسل في خلايا النحل.,Amir,Amazon Translate
النحاس موصل كهربائي جيد.,Amir,Amazon Translate
تمتلك الإبل رموش طويلة لحماية الرمال.,Amir,Amazon Translate
يقع المحيط الأطلسي على حدود عدة قارات.,Amir,Amazon Translate
للأعاصير مظهر على شكل قمع.,Amir,Amazon Translate
تحتاج الورود إلى ضوء الشمس والماء لتنمو.,Amir,Amazon Translate
تتعامل مكاتب البريد مع توزيع البريد.,Amir,Amazon Translate
معظم الهواتف الحديثة هي هواتف ذكية.,Amir,Amazon Translate
تتسبب جاذبية القمر في حدوث المد والجزر على الأرض.,Amir,Amazon Translate
أنتاركتيكا مغطاة في الغالب بالجليد.,Amir,Amazon Translate
تساعد ديدان الأرض على تحسين بنية التربة.,Amir,Amazon Translate
معظم العناكب غير ضارة بالبشر.,Amir,Amazon Translate
تقوم المراوح بتوزيع الهواء في الغرفة.,Amir,Amazon Translate
الكيوي هي طيور لا تطير من نيوزيلندا.,Amir,Amazon Translate
يتم نسج معظم الأقمشة من الخيوط.,Amir,Amazon Translate
يحدث البرق بسبب التفريغ الكهربائي في السحب.,Amir,Amazon Translate
تصطاد طيور البطريق الأسماك تحت الماء.,Amir,Amazon Translate
الفهد معروف بسرعته السريعة.,Amir,Amazon Translate
غالبًا ما تخرخر القطط عندما تكتفي.,Amir,Amazon Translate
ينام الكوالا لفترات طويلة.,Amir,Amazon Translate
توفر الأشجار الظل والمأوى.,Amir,Amazon Translate
تأكل الباندا الخيزران بشكل أساسي.,Amir,Amazon Translate
يحافظ الفريزر على الطعام مجمداً.,Amir,Amazon Translate
يطفو الجليد لأنه أقل كثافة من الماء.,Amir,Amazon Translate
تساعد الخرائط المسافرين على التخطيط للرحلات.,Amir,Amazon Translate
تبرد الحمم البركانية إلى صخور صلبة.,Amir,Amazon Translate
الرافعات هي آلات تستخدم للرفع.,Amir,Amazon Translate
تتشمس السحالي في ضوء الشمس للتدفئة.,Amir,Amazon Translate
تحتاج حقول الأرز إلى مياه راكدة.,Amir,Amazon Translate
تستشعر أجهزة كشف الدخان الجسيمات الناتجة عن الحرائق.,Amir,Amazon Translate
تصدر اليراعات الضوء من بطونها.,Amir,Amazon Translate
يعيش الإسفنج في المحيط.,Amir,Amazon Translate
يسبح سمك السلمون في اتجاه المنبع لوضع البيض.,Amir,Amazon Translate
معظم الثدييات لديها دم دافئ.,Amir,Amazon Translate
تساعد الخطوط الحمير الوحشية على التمويه في العشب.,Amir,Amazon Translate
يمكن أن تكون الصخور رسوبية أو نارية أو متحولة.,Amir,Amazon Translate
تستخدم طيور البطريق الزعانف للسباحة.,Amir,Amazon Translate
تحجب الغيوم ضوء الشمس في الأيام الملبدة بالغيوم.,Amir,Amazon Translate
تحتوي رقاقات الثلج على ستة جوانب.,Amir,Amazon Translate
يزحف الأطفال قبل المشي.,Amir,Amazon Translate
تفقد الأوراق الكلوروفيل وتتلاشى في الخريف.,Amir,Amazon Translate
المحيطات مالحة بسبب المعادن الذائبة.,Amir,Amazon Translate
يصطاد البوم بصمت في الليل.,Amir,Amazon Translate
تحتوي البذور على نباتات جنينية.,Amir,Amazon Translate
غالبًا ما تُظهر الخرائط الجبال ذات المثلثات.,Amir,Amazon Translate
النعام هو أكبر الطيور.,Amir,Amazon Translate
يشرب الأطفال الحليب للتغذية.,Amir,Amazon Translate
رجال الإطفاء يطفئون الحرائق بخراطيم المياه.,Amir,Amazon Translate
يتم توجيه الخرائط بحيث يكون الشمال في الأعلى.,Amir,Amazon Translate
المد والجزر يرتفع وينخفض مرتين يوميًا.,Amir,Amazon Translate
تستخدم ثعالب الماء الصخور لكسر الأصداف المفتوحة.,Amir,Amazon Translate
تغذي مياه الأمطار الأنهار والبحيرات.,Amir,Amazon Translate
يمكن أن يتسبب البرق في انقطاع التيار الكهربائي.,Amir,Amazon Translate
تستخدم الأختام الزعانف للسباحة.,Amir,Amazon Translate
يمكن أن تتكاثر البكتيريا بسرعة.,Amir,Amazon Translate
تنتج أشجار البلوط الجوز.,Amir,Amazon Translate
تنتج الصراصير أصواتًا عن طريق فرك الأجنحة.,Amir,Amazon Translate
يمكن للأبراص أن تلتصق بالجدران.,Amir,Amazon Translate
الدببة القطبية هي سباحون أقوياء.,Amir,Amazon Translate
تدور الكواكب حول النجوم في الأنظمة الشمسية.,Amir,Amazon Translate
تبحث النسور عن الطعام.,Amir,Amazon Translate
الكمان هو آلة وترية.,Amir,Amazon Translate
يمكن للماعز تسلق التضاريس شديدة الانحدار.,Amir,Amazon Translate
النار ساخنة عند اللمس.,Amir,Amazon Translate
المحيطات هي موائل للعديد من الحيوانات.,Amir,Amazon Translate
يظهر قوس قزح بعد المطر عندما ينكسر ضوء الشمس.,Amir,Amazon Translate
تحتوي الهواتف الذكية على كاميرات مدمجة لالتقاط الصور.,Amir,Amazon Translate
تستخدم معظم السيارات البنزين أو الديزل كوقود.,Amir,Amazon Translate
تستخدم الأسماك الزعانف للسباحة في الماء.,Amir,Amazon Translate
غالبًا ما يتم تقديم القهوة الساخنة.,Amir,Amazon Translate
تقوم العناكب بتدوير الشبكات للقبض على الفريسة.,Amir,Amazon Translate
يعيش نحل العسل في المستعمرات.,Amir,Amazon Translate
ترتفع البالونات لأن الهيليوم أخف من الهواء.,Amir,Amazon Translate
تنتج أشجار الصنوبر المخاريط كبذور.,Amir,Amazon Translate
عادة ما يجعل المطر الأرض رطبة.,Amir,Amazon Translate
تقفز الضفادع للتنقل.,Amir,Amazon Translate
يمكن للطائرات أن تطير لمسافات طويلة.,Amir,Amazon Translate
الفراشات لها أجنحة ملونة.,Amir,Amazon Translate
يمكن أن يكون التفاح أحمر أو أخضر أو أصفر.,Amir,Amazon Translate
تسير القطارات على مسارات معدنية.,Amir,Amazon Translate
تأكل الزرافات أوراق الأشجار الطويلة.,Amir,Amazon Translate
يتم ارتداء الأحذية على القدمين.,Amir,Amazon Translate
تتدفق الأنهار نحو المحيطات أو البحيرات.,Amir,Amazon Translate
تطلق البراكين الرماد والحمم البركانية أثناء الانفجارات.,Amir,Amazon Translate
يمكن للكنغر القفز لمسافات طويلة.,Amir,Amazon Translate
البروكلي أخضر وصالح للأكل.,Amir,Amazon Translate
البرتقال مصدر لفيتامين سي.,Amir,Amazon Translate
تتكون السحب من بخار الماء المتبخر.,Amir,Amazon Translate
تنظف القطط نفسها بألسنتها.,Amir,Amazon Translate
العشب أخضر وينمو من الأرض.,Amir,Amazon Translate
يتميز الشتاء بدرجات حرارة أكثر برودة.,Amir,Amazon Translate
يمكن للكلاب أن تنبح للتواصل.,Amir,Amazon Translate
للأفيال آذان وجذوع كبيرة.,Amir,Amazon Translate
يرتفع الهواء الساخن فوق الهواء البارد.,Amir,Amazon Translate
تمتلك الغزلان قرونًا تتساقط سنويًا.,Amir,Amazon Translate
الحيتان هي أكبر الثدييات البحرية.,Amir,Amazon Translate
يستخدم الفحم كمصدر للوقود.,Amir,Amazon Translate
يؤثر القمر على المد والجزر في المحيط.,Amir,Amazon Translate
الرافعات هي طيور طويلة ذات أعناق طويلة.,Amir,Amazon Translate
تستخدم القرود ذيول لتحقيق التوازن.,Amir,Amazon Translate
تحرك الرياح فروع الأشجار.,Amir,Amazon Translate
تنمو الأغنام الصوف سنويًا.,Amir,Amazon Translate
يعمل الوقود على تشغيل معظم السيارات.,Amir,Amazon Translate
عادة ما تكون الصحاري بيئات جافة.,Amir,Amazon Translate
يحفظ الملح أطعمة معينة.,Amir,Amazon Translate
