statement,elicitation,committer
没有有效驾驶执照的驾驶可能会导致罚款或法律问题。,microsoft azure text translation,Dan
军事同盟是血盟。,microsoft azure text translation,Dan
边界通常由邻国政府定义和商定。,microsoft azure text translation,Dan
员工应该拥抱“节俭”。,microsoft azure text translation,Dan
儿童不应该发射自动武器。,microsoft azure text translation,Dan
大猩猩生活在部队中。,microsoft azure text translation,Dan
雇主通常应遵守劳动法并保护工人的权利。,microsoft azure text translation,Dan
手无寸铁的人不应该最终死亡，即使他们被怀疑有不法行为。,microsoft azure text translation,Dan
教育对个人发展和职业成功很重要。,microsoft azure text translation,Dan
指纹无法更改。,microsoft azure text translation,Dan
根据国际法，航行自由对全球贸易很重要。,microsoft azure text translation,Dan
大多数人感兴趣的不仅仅是赚钱。,microsoft azure text translation,Dan
抑制饥饿的熊对垃圾的热情的最有效方法是使用防熊垃圾桶。,microsoft azure text translation,Dan
有时，丑闻的味道可能比任何实际的丑闻都更糟糕。,microsoft azure text translation,Dan
人们在犯错后可以改善自己的生活。,microsoft azure text translation,Dan
大多数人都同意，只有美国公民才应该被允许在美国选举中投票。,microsoft azure text translation,Dan
众所周知，媒体在塑造公众叙事和看法方面发挥着重要作用。,microsoft azure text translation,Dan
全国大选不是人气竞赛。,microsoft azure text translation,Dan
基于种族、宗教和性取向等因素的歧视通常是非法的。,microsoft azure text translation,Dan
随着移动设备的增长，色情短信变得比最初受到广泛关注时更加普遍。,microsoft azure text translation,Dan
人们普遍认为，记忆是一种可以通过背诵记忆中的信息来证明的技能。,microsoft azure text translation,Dan
转基因动物在出售供消费之前需要获得监管部门的批准。,microsoft azure text translation,Dan
每位陪审员都有权发表自己的意见。,microsoft azure text translation,Dan
对于一个想要伤害他人的人来说，拿到枪是不可能这么容易的。,microsoft azure text translation,Dan
桥梁通常用于跨越水体并连接不同区域。,microsoft azure text translation,Dan
枪永远不应该是一种选择。,microsoft azure text translation,Dan
子弹上没有名字。,microsoft azure text translation,Dan
绿卡持有人可获得终身工作许可和居留权。,microsoft azure text translation,Dan
政客们经常向他们的基地做出他们不遵守的承诺。,microsoft azure text translation,Dan
蛊惑人心的强人的崛起在我们这个小星球上是一个非常普遍的现象。,microsoft azure text translation,Dan
选民有权决定该党的提名人。,microsoft azure text translation,Dan
在学校里有独立的浴室和淋浴设施只是常识。,microsoft azure text translation,Dan
常识是，父母不希望陌生人带着他们的小孩在浴室里。,microsoft azure text translation,Dan
一个成年男人，一个陌生人，不应该和小女孩单独在洗手间里，这是基本的常识。,microsoft azure text translation,Dan
政客们经常在竞选期间互相指责对方绝望。,microsoft azure text translation,Dan
民族国家仍然是幸福与和谐的真正基础。,microsoft azure text translation,Dan
州长可以支持政治候选人。,microsoft azure text translation,Dan
每一代人都必须站起来为维护自由而奋斗。,microsoft azure text translation,Dan
至关重要的是，我们能够仔细检查我们的领导人。,microsoft azure text translation,Dan
伟大是有形的;当你看到它时，你就知道了。,microsoft azure text translation,Dan
人们不应该对他们的经历撒谎。,microsoft azure text translation,Dan
美国梦应该向所有愿意为之努力的人开放。,microsoft azure text translation,Dan
战争武器旨在用于战斗，而不是民用环境。,microsoft azure text translation,Dan
移民是一种特权，而不是一种权利。,microsoft azure text translation,Dan
恐怖袭击可能导致生命损失。,microsoft azure text translation,Dan
人们不应该基于性取向歧视他人。,microsoft azure text translation,Dan
并非美国宪法保障的所有权利都适用于国外的非美国人。,microsoft azure text translation,Dan
人们对自己的国家充满热情是常识。,microsoft azure text translation,Dan
移民是一种特权。,microsoft azure text translation,Dan
犯罪分子不遵守法律。,microsoft azure text translation,Dan
人们普遍重视诚实。,microsoft azure text translation,Dan
领导人应将国家和公民的利益放在首位。,microsoft azure text translation,Dan
指责整个国家会加剧国际紧张局势。,microsoft azure text translation,Dan
政客们经常使用提词器发表演讲。,microsoft azure text translation,Dan
大多数人都会同意美国宪法保障宗教自由。,microsoft azure text translation,Dan
如果大多数人在恐怖分子观察名单上，他们就不应该有购买枪支的机会。,microsoft azure text translation,Dan
大多数人在生活中的某个时刻都会犯错误。,microsoft azure text translation,Dan
气候变化是真实存在的，我们将不得不改变我们的能源。,microsoft azure text translation,Dan
总统不需要了解政策细节。他们需要听取专家的意见，然后帮助向公众推销最好的专家解决方案。,microsoft azure text translation,Dan
警察每天都在冒着生命危险。,microsoft azure text translation,Dan
黑人占佐治亚州人口的 31%。,microsoft azure text translation,Dan
政客们经常在不同的州竞选，以获得对他们选举的支持。,microsoft azure text translation,Dan
执法是政府的一项基本责任。,microsoft azure text translation,Dan
大多数人都认为，公共卫生间的安全和隐私很重要。,microsoft azure text translation,Dan
投资者在市场预测中考虑了预期政策。,microsoft azure text translation,Dan
少年就是少年，房间里充满了焦虑和矛盾。,microsoft azure text translation,Dan
大多数人都会同意，总统的国情咨文是影响公共辩论和制定议程的机会。,microsoft azure text translation,Dan
许多州要求他们的土地尽可能有利可图地使用。,microsoft azure text translation,Dan
学习一门新语言可能具有挑战性，这是常识。,microsoft azure text translation,Dan
