statement,elicitation,committer
A person doesn't want to lose their friends.,original,original
A person doesn't want to make mistakes.,original,original
A person doesn't want pimples.,original,original
A person doesn't want unpleasant things.,original,original
A person in a desperate situation will try the most desperate measures.,original,original
A person jogging in hot weather is more likely to sweat.,original,original
"On an empty train, a person would not hear a lot of people talking.",original,original
A person going to bed wouldn't typically be wearing a swimsuit.,original,original
A person with a high fever is unlikely to be healthy.,original,original
A person's race is not relevant to their abilities.,original,original
A pessimist is one who has been intimately acquainted with an optimist.,original,original
A point of view has different perspectives.,original,original
A political man can aim for the realization of freedom but his means to realize it may only be through violence.,original,original
A politician campaigning for city council should have experience working in the city.,original,original
A really busy person may not know their weight.,original,original
Refusing praise can be a desire to be praised twice.,original,original
"In an insane society, a sane person might appear insane.",original,original
A ship is safe in port but that's not its purpose.,original,original
A simple way to determine if a gun is stolen is to check its serial number.,original,original
A smile is generally perceived as a positive emotion.,original,original
A society becomes great when old men plant trees knowing they will never sit in their shade.,original,original
A square has four sides.,original,original
Strong wind could inspire you to fly a kite.,original,original
A sword is sharp.,original,original
A tack is sharp.,original,original
A teacher who isn't dogmatic may be one who isn't truly teaching.,original,original
A theist is the opposite of an atheist.,original,original
A theory is not a fact.,original,original
A war is not won if the defeated enemy has not been turned into a friend.,original,original
A wet sponge will soak up more water than a dry sponge.,original,original
"A wise man in his house should find a gentle and courteous wife, or no wife at all.",original,original
A wise man proportions his beliefs to the evidence.,original,original
"A year from now, you may wish you had started today.",original,original
Avoidant behavior in yourself is a road paved to only one thing - getting better at avoidant behavior.,original,original
The ability to think like a violin or piano requires daily practice.,original,original
The abolition of the police is an extreme stance taken by Democrats.,original,original
Abortion is a crime because life begins with conception.,original,original
Access to healthcare and education should be a priority.,original,original
"Access to healthcare should be available for all, without the worry of debt.",original,original
"An acquaintance is a person whom we know well enough to borrow from, but not well enough to lend to.",original,original
The act that we want to pass this session is prohibiting arrests for non-jailable crimes.,original,original
Adding two numbers together will create a larger number.,original,original
Admiration and familiarity are strangers.,original,original
Adults should supervise all fireworks activities.,original,original
Advancements in technology can help save lives and improve the quality of life for everyone in the world.,original,original
Advances in technology can have either very positive or awful consequences.,original,original
"Adversity is the trial of principle. Without it, a man hardly knows whether he is honest or not.",original,original
"Advise and counsel him. If he does not listen, let adversity teach him.",original,original
Aerobic workouts are usually good for you.,original,original
Africa is a continent.,original,original
"After a certain point, money is meaningless. It ceases to be the goal. The game is what counts.",original,original
"After a trial, one party is naked and the other is without a shirt.",original,original
Airlines can ban emotional support animals because of their misbehavior and pet owners skirting airline rules and fees.,original,original
Alcohol should be restricted for fans during sport games.,original,original
Alcohol can make you want to sleep at night.,original,original
Algebra uses variables.,original,original
All art is autobiographical; the pearl is the oyster's autobiography.,original,original
All bad precedents begin as justifiable measures.,original,original
All fanatical creeds do harm. They promote hatred and strife.,original,original
All great deeds and all great thoughts have a ridiculous beginning. Great works are often born on a street corner or in a restaurant's revolving door.,original,original
All human beings are created equal.,original,original
"All kinds of beauty do not inspire love. There is a kind which only pleases the sight, but does not captivate the affections.",original,original
"All life is an experiment. The more experiments you make, the better.",original,original
All memories people call to account are made up.,original,original
All our dreams can come true if we have the courage to pursue them.,original,original
All our evil comes from our inability to be alone.,original,original
All people are human.,original,original
All religions have differences.,original,original
"All social movements are dismissed at some point as complaining. Over time, they are recognized as speaking truth to power.",original,original
All the continents used to be connected in one giant continent called Pangea.,original,original
All roads lead to Rome.,original,original
All truths are easy to understand once they are discovered. The point is to discover them.,original,original
"All that is not prose is verse, and all that is not verse is prose.",original,original
All who have died are equal.,original,original
Allowing eligible voters to vote online allows more voters to participate in elections and strengthens democracy.,original,original
Allowing family visits to care homes during a pandemic will enhance the quality of life and mental health of the residents and their families.,original,original
Allowing guns is not about good guys with guns deterring violent crime. A study of 33 states indicates that permitting guns has increased violent crime by 13% to 15%.,original,original
Allowing people to have their own religious belief without disruption is kind.,original,original
"Although Britain is a large and famous country, it is an island.",original,original
"Even though some people who smoke live a very long life, the more a person smokes, the greater the risk to their health.",original,original
"Although the world is not perfect, it is still the best that is possible.",original,original
"While we can see others' reactions to their inner experience, we cannot actually perceive or experience their actual inner experience, their qualia.",original,original
Altruism is common sense for people.,original,original
Altruism is the foundation of a peaceful society.,original,original
Always and never are two words you should always remember never to use.,original,original
Feel free to give support always.,original,original
Always remember that your focus determines your reality.,original,original
Always triple-check that your parts are compatible before buying computer parts.,original,original
Always trust in God.,original,original
Ambition is not a vice of small-minded people.,original,original
America did the right thing when it broke away from Britain in 1776.,original,original
America is a place where courage and conviction can make a difference.,original,original
America should strive to uphold democracy and human rights across the world.,original,original
"America's growing diversity should be welcomed, and we should protect them with laws against exploitation, sexism, and racism.",original,original
Americans need to enact policies that will make America great again.,original,original
Americans are done with hypocritical politicians.,original,original
"Americans, as a society, are perceived as greedy.",original,original
Americans are hardworking and optimistic.,original,original
Americans have never been afraid of the future.,original,original
Americans know what is right and wrong.,original,original
Americans want progressive values.,original,original
Americans want Republican leaders.,original,original
Intelligent Americans are able to see who is worthy and who is not.,original,original
An accountant is good at mathematics and logic.,original,original
'An apple a day keeps the doctor away' is often said.,original,original
"Education isn't how much you have committed to memory, or even how much you know. It's being able to differentiate between what you know and what you don't.",original,original
An eminent reputation is as dangerous as a bad one.,original,original
The ideal wife is one who remains faithful to you but tries to be just as charming as if she wasn’t.,original,original
An increase from 3 to 9 million cases of gout over a decade suggests that changes in human lifestyle influence the development of the disease.,original,original
An intelligent hell would be better than a stupid paradise.,original,original
An invitation would make you want to go to a party.,original,original
An open border leaves citizens unprotected and presents a conflict between the governed and the government.,original,original
An ounce of performance is worth pounds of promises.,original,original
Anchors should not ask loaded questions to their interviewees.,original,original
"Animal agriculture is responsible for many greenhouse gases, therefore raising cattle causes global warming.",original,original
Animals are instinctively afraid of the sight or even the trace of man.,original,original
Ann will help people who are in trouble.,original,original
Another democratic vote can help secure what's good for our future.,original,original
"Another victory like that one, and we are lost.",original,original
Antisemitism is evil and should be condemned.,original,original
Anxiety in children is essentially an expression of their feeling the loss of the person they love.,original,original
Any number multiplied by one remains the same.,original,original
Any number multiplied by zero is always zero.,original,original
"Anyone can talk to God, but God only talks back to people who are mentally unstable.",original,original
Anything that is too stupid to be spoken is sung.,original,original
"Apparently, men can be cured of drugs, drinking, gambling, biting their nails, picking their nose, but not marrying.",original,original
An apple can be red.,original,original
Apple has some of the best technology.,original,original
"Aristotle, Plato, and Socrates were Greek philosophers.",original,original
Arizonans have solid conservative values.,original,original
"Arresting criminals is a job for cops and courts, not politicians.",original,original
"Art begins with resistance. At the point where resistance is overcome, no human masterpiece has been created without great labor.",original,original
Art in museums can inspire people to write stories.,original,original
"As a small businesswoman, I know firsthand how the shutdown impacts our families.",original,original
"As men advance in life, all passions resolve themselves into money. Love, ambition, even poetry, end in this.",original,original
"As people go their own way, destiny goes with them.",original,original
"As society advances, the standard of poverty rises.",original,original
Asia is the largest continent in the entire world.,original,original
Asking a writer what he thinks about criticism is like asking a lamppost what it feels about dogs.,original,original
Assassination is the extreme form of censorship.,original,original
Assist them in an invention; help them from scratch.,original,original
"At twenty, everyone is a Republican.",original,original
Australia is an island continent.,original,original
Australia is the only island nation that is also a continent.,original,original
"Authority doesn't work without prestige, or prestige without distance.",original,original
Avoid close contact with people who are ill.,original,original
"Bad administration can destroy good policy, but good administration can never save bad policy.",original,original
Balls are round.,original,original
Basic actions to protect against the spread of coronavirus are needed.,original,original
Basic math is used in everyday life.,original,original
Bats are the only flying mammals.,original,original
It is better to be approximately right rather than exactly wrong.,original,original
Be clear and transparent. Be prepared to show your sources and the methodologies that back up your analysis.,original,original
"Be gentle to your enemy, just like you would to an old oven.",original,original
Be too busy to have time for regrets.,original,original
Be who you are and say what you feel because those who mind don't matter and those who matter don't mind.,original,original
"Be wiser than other people if you can, but do not tell them so.",original,original
"Before marriage, a man will lie awake all night thinking about something you've said. After marriage, he'll fall asleep before you finish saying it.",original,original
"Before receiving unemployment compensation, a person must show proof of identity.",original,original
Being bored may make you want to use a television.,original,original
Being bored may make you want to watch TV.,original,original
Being cold may make you want to get warm.,original,original
Being depressed could make you want to drink.,original,original
Being dirty may make you want to bathe.,original,original
Being dirty might make you want to take a bath.,original,original
Being healthy and exercising frequently can help improve your mental health.,original,original
Being hot might make you want to go for a swim.,original,original
Being hungry might make you want to eat a hamburger.,original,original
Being hungry could make you want to eat dinner.,original,original
Being hungry could lead you to want to go to a restaurant.,original,original
Being hungry might make you want to have lunch.,original,original
Being hungry might make you want to bake some bread.,original,original
Being in a hurry might make you eat quickly.,original,original
Feeling lonely might make you want to meet a friend.,original,original
Being obese is bad for your health.,original,original
Being physically active could improve the quality of life by improving your daily mood.,original,original
Being polite could make you want to wait your turn.,original,original
Being sedentary regularly is unhealthy.,original,original
Being religious means that you have faith in certain beliefs and practices dictated by the religion.,original,original
Being strong doesn't necessarily mean you're in shape.,original,original
Being thirsty would make you want to drink.,original,original
Being tired would make you want to have a rest.,original,original
Being tired would make you want to sleep.,original,original
Believers rely on their religion for spiritual support.,original,original
"Benchmark from where you were before, not where you think you should be.",original,original
It's better to have a diamond with a flaw than a pebble without.,original,original
It's better to give cherries to a pig than advice to a fool.,original,original
It's better to have loved and lost than not to have loved at all.,original,original
"Beware, iced ponds are very cold; hypothermia could happen if you enter the water.",original,original
"Beyond a certain point, there is no return. This point has to be reached.",original,original
Bills will reduce the budget in the state.,original,original
Biological boys should not be allowed to compete in sports with biological girls.,original,original
"Blessed is he who has found his work, let him ask no other blessedness.",original,original
Blood alone moves the wheels of history.,original,original
Boredom would make you want to play games.,original,original
Both natural and physical sciences have specific roles that improve the quality of human lives.,original,original
Both Republicans and Democrats should work together to find a compromise on the infrastructure bill.,original,original
"The bottom is bottom, even if it is turned upside down.",original,original
"Breathing is important, but once you stop, you never have to exercise again.",original,original
Buddhism originated in Asia.,original,original
Budgets should account for out of control costs to prevent calamities.,original,original
Bureaucratic inefficiencies should be avoided.,original,original
Burn the seed of false knowledge so it might not sprout again.,original,original
But these liberal pro-abortion extremists just don't get it.,original,original
Butter is yellow.,original,original
Buying a shirt requires money.,original,original
"By his own verdict, no guilty man was ever acquitted.",original,original
"By overcoming his passions, a person overcomes his greatest enemies.",original,original
"By the time the fool has learned the game, the players have dispersed.",original,original
Bytes are more than bits.,original,original
Cake is sweet.,original,original
Calculus is a type of mathematics and logic that is very hard to understand.,original,original
California needs to be made more livable and affordable.,original,original
"Calling Mary's mother, John would hang up immediately after she answers.",original,original
Can I count on you to support me in this fight to better safeguard public health?,original,original
Canada is north of the United States.,original,original
Cancel culture should not be tolerated in a developed society.,original,original
Cancelling the Keystone XL pipeline will mean the oil will have to be transported by rail which will only raise emissions.,original,original
Caring for each other has never been a partisan issue in Michigan.,original,original
Catholic mass is usually held at church.,original,original
"Cats have higher body temperatures and crave heat, which is why they like confining themselves into tight spaces.",original,original
CDC guidelines should be balanced with a social responsibility towards the populace.,original,original
CDC guidelines should be caveated with state laws and rules.,original,original
Cell phone batteries need to be charged.,original,original
Cellphones don't cause cancer.,original,original
"Certain policies are no-brainers, like protecting Americans and the environment.",original,original
Changes in police policy and procedure are necessary and simple to make.,original,original
"Chaos often breeds life, when order breeds habit.",original,original
Character is much easier kept than recovered.,original,original
"Character is not cut in marble. It is not something solid and unalterable. It is something living and changing, and may become diseased, as our bodies do.",original,original
Charity degrades those who receive it and hardens those who dispense it.,original,original
"Checking in on family, friends, and neighbors is crucial.",original,original
Chemistry is included in the field of physical sciences.,original,original
Children are like grown people. The experience of others is never of any use to them.,original,original
Children can often be noisy.,original,original
Children should not be taught to be ashamed of their own skin color.,original,original
Children should not have easy access to fireworks.,original,original
Children's books can never be a threat to society.,original,original
China has the highest population density.,original,original
China is on the other side of the Earth from the US.,original,original
Chip in $10 or more to help Steve today.,original,original
"Choose a job you love, and you will never have to work a day in your life.",original,original
Christianity is a popular religion in the United States.,original,original
Christianity is the most practiced religion in the United States.,original,original
Christians follow Christ's teachings.,original,original
Chuck Schumer is doing the mockery.,original,original
Cities need poll workers to fight corruption.,original,original
Citizens should respect their institutions and social processes.,original,original
Civil disobedience is justified when God commands it.,original,original
Civilization advances by extending the number of important operations which we can perform without thinking about them.,original,original
Climate change is a serious threat which must be acted upon.,original,original
Climate change is not fake.,original,original
Coffee is usually served hot.,original,original
Cold weather makes you want to light a fire.,original,original
Coll will help the public in Congress.,original,original
"Common natures pay with what they do, noble ones with what they are.",original,original
"Common sense is the best distributed commodity in the world, for every man is convinced that he is well supplied with it.",original,original
Common sense is the collection of prejudices acquired by age eighteen.,original,original
"A commonsense bill would recognize the power that local farms, forests, and woodlands have in creating a cleaner future for wildlife and people, while also helping the rural economy.",original,original
"Communication in a company should be direct, regardless of hierarchy, to get the job done in the fastest way.",original,original
Computer processors have gotten faster over time.,original,original
Computers are better at processing a large amount of data than humans.,original,original
Computers are incredibly complex tools.,original,original
Computers can never replace an actual human.,original,original
Computers have made our lives easier.,original,original
Computers are helpful tools.,original,original
Computers impact our daily lives.,original,original
Concentrating activities with one tech giant has detrimental effects on privacy.,original,original
Congress must rise above the all too familiar.,original,original
Congress remains in the grip of the gun lobby.,original,original
Congress should be proactive in protecting the environment.,original,original
Congress should enact gun reforms.,original,original
Conscience is the inner voice that warns us that someone may be looking.,original,original
Conservative values are the most obvious solutions to problems.,original,original
Conservative values are practical and benefit most people.,original,original
Conservative values are the best way to help Americans.,original,original
Conservative values are the no-brainer choice.,original,original
Conservative values are the way to protect freedoms.,original,original
"Considering that the majority of perpetrators of gender violence are men, they should not feel offended when women express fear of them.",original,original
Cookies are sweet.,original,original
Corporations should not abandon states due to normal election reforms.,original,original
Councilwoman Letitia Plummer has endorsed Derrick.,original,original
Countries should take steps to prevent easy infringement of intellectual property.,original,original
Country music stars commonly wear cowboy hats and boots on stage.,original,original
COVID-19 is significantly impacting the healthcare industry.,original,original
"The coyote is always on the prowl, perpetually hungry.",original,original
Creativity involves amalgamating two distinct ideas in a novel way.,original,original
"Credit is a system where a person, who cannot pay, gets another person, who also can't pay, to guarantee that he can pay.",original,original
Crime often incites a desire to serve justice.,original,original
It is crucial to apprehend criminals as early as possible to protect innocent bystanders.,original,original
Cultivating the responsible use of technology in schools is both important and foresighted.,original,original
"Andrew Cuomo is on a suitable path, taking care of the common New Yorkers.",original,original
Curiosity is a form of bravery exhibited by women.,original,original
Curiosity often spurs one to investigate or examine things.,original,original
Cyberbullying should be completely eliminated from gaming platforms.,original,original
Cynicism is a more caustic interpretation of truth.,original,original
Dana is aware of the critical importance of gun control.,original,original
Dana understands the importance of keeping firearms out of the hands of those who should not possess them.,original,original
"After dating for a year, people tend to feel loved.",original,original
Defunding the police is not a practical policy.,original,original
Delgado will serve effectively in Congress.,original,original
Delicacy is to affectation what grace is to beauty.,original,original
Democracy should not be reduced to a single party determining what impacts them.,original,original
"Democratic values serve as a guide for clear, good decision making.",original,original
Democrats are committed to upholding human rights.,original,original
Democrats do not prioritize religion.,original,original
Democrats have turned into the party of doom.,original,original
Democrats possess the skills necessary to improve things.,original,original
Democrats are politically motivated in blocking police reform.,original,original
Democrats are dedicated to preserving the environment.,original,original
"Democrats will advocate for the average American, not the elite.",original,original
Denver graduated from Stonewall Jackson High School in 1988.,original,original
Diamonds are expensive.,original,original
Diamonds are beautiful.,original,original
Difficulties are meant to be overcome.,original,original
"To curb your hunger, you need to eat something.",original,original
Diplomacy is the art of telling someone to go to hell in such a way that they look forward to the journey.,original,original
Dirty clothes typically necessitate doing laundry.,original,original
"In divesting from fossil fuels, officials must make decisions based on scientific evidence.",original,original
"Do not be embarrassed by your mistakes. Our understanding of them provides the best learning experience, making it a powerful form of self-education.",original,original
"Do not restrict your children to your own learning, for they were born in a different time.",original,original
Do not judge someone until you've experienced their situation.,original,original
"Do not meddle in a donkey's tail length in public; some will say it's too long, others that it's too short.",original,original
Do not discuss your happiness with those less fortunate than you.,original,original
Avoid interference between a husband and wife.,original,original
Dr. Seuss should not be cancelled.,original,original
"Doctors work tirelessly to maintain our health, while cooks strive to satisfy our appetites, often with the latter being more successful.",original,original
Dogs are renowned for their loyalty.,original,original
Don't be so much in love that you can't tell when the rain comes.,original,original
Don't interfere with something that isn't bothering you.,original,original
Don't look for bad things in the good that you do.,original,original
"Don't hide your mistakes, handle them.",original,original
"Don't reopen old wounds in order to examine their origins, leave them healed.",original,original
Don't spend time with anyone you don't like.,original,original
"Don't ever prophesy. If you prophesy wrong, nobody will forget it and if you prophesy right, nobody will remember it.",original,original
Don't knock the weather. Nine-tenths of the people couldn't start a conversation if it didn't change once in a while.,original,original
Don't waste your love on somebody who doesn't value it.,original,original
"Donating is good, but it's a choice.",original,original
Doubt is a pain too lonely to know that faith is its twin brother.,original,original
Doug's bill would help retrain America's world-class workforce to manufacture the PPE we need.,original,original
"Drinking when we are not thirsty and making love all year round, madam, that is all there is to distinguish us from other animals.",original,original
Drinking will make you want to urinate.,original,original
Driving can be dangerous.,original,original
Drug prices are out of control and we need legislation to stop the increases.,original,original
"During an economic crisis, local businesses should be supported by governments instead of facing bureaucratic obstacles.",original,original
Each generation imagines itself to be more intelligent than the one that went before it and wiser than the one that comes after it.,original,original
Early voting should be open to everyone.,original,original
"Eat less, move more.",original,original
Eating healthy foods and exercising promote good health.,original,original
Eating healthy foods helps you stay healthy.,original,original
Education curriculums should give students the space to express themselves fully.,original,original
"Education is an admirable thing, but it is well to remember from time to time that nothing that is worth knowing can be taught.",original,original
Educators need our protection to be safe to do their jobs.,original,original
Eighty percent of success is showing up.,original,original
Einstein released his breakthrough studies using his background in mathematics and logic.,original,original
Electing the best person is a plus.,original,original
Electricity powers the cities of the world.,original,original
Electronic devices require electricity.,original,original
Elegance does not consist in putting on a new dress.,original,original
Elephants are very big.,original,original
Eliminating accelerated math courses reduces all students to the low level of math skills and impedes the country's future ability to compete in a global marketplace.,original,original
Embracing fitness greatly contributes to good health.,original,original
Emily is ready to bring genuine representation.,original,original
Employers should implement measures to protect employees from COVID outbreaks.,original,original
Ensuring Americans have their freedoms is crucial during this time.,original,original
"Envy, among other ingredients, has a mixture of the love of justice in it. We are more angry at undeserved than at deserved good fortune.",original,original
Equality between all men and liberty are self-evident truths that are at the core of democracy.,original,original
Equality is a fundamental right.,original,original
Equality should be the norm in America today.,original,original
Establishing a commission to study the lasting effects of slavery and racial discrimination and present proposals for reparations is essential to get closer to the field of fair economic opportunities.,original,original
Even a fish would not get into trouble if it would keep its mouth shut.,original,original
Even a lie is a psychic fact.,original,original
"Even a thought, even a possibility, can shatter us and transform us.",original,original
Even a very small degree of hope is enough to cause the birth of love.,original,original
Even an idiot can still think.,original,original
"Even during COVID-19, parents should be able to watch their children play sports.",original,original
Even sweat freezes in cold weather.,original,original
Every death is a call to action.,original,original
Every fire starts small.,original,original
"Every person's work, whether it be literature, music, pictures, architecture or anything else, always portrays them.",original,original
Every murderer might be someone's old friend.,original,original
Everyone believes in something.,original,original
"Everyone believes in a superior being or a god, often one they've made for themselves.",original,original
Every person is the protagonist in their own story.,original,original
Anyone can be a philosopher by simply stating their opinions.,original,original
People get so much information daily that they can lose their common sense.,original,original
Everyone has the right to their personal beliefs.,original,original
Everyone has a unique inner world.,original,original
Access to healthcare should be without the worry of cost.,original,original
Everyone rises to their level of incompetence.,original,original
Everyone's conception of the divine varies as it mirrors their unique personality.,original,original
"Beauty exists in everything, but not everyone recognizes it.",original,original
Living in excess opposes nature.,original,original
Every action in the world is driven by hope.,original,original
Our education is simply an approximation of reality.,original,original
"Traveling too much can isolate you, making you know many people but friendless.",original,original
Exercise burns calories.,original,original
Exercise can be a good form of therapy.,original,original
Exercise contributes to longevity.,original,original
Exercise boosts fitness levels.,original,original
"Exercise improves health, regulates weight and blood sugar levels, and boosts energy.",original,original
Exercise is highly beneficial to your health.,original,original
Exercising is beneficial for both your body and mind.,original,original
Exercising is good for your heart's health.,original,original
Exercising requires energy.,original,original
Expanding affordable housing can reduce homelessness.,original,original
"Experience is a unique teacher, providing the test before the lesson.",original,original
Running a country requires experience.,original,original
Experience is what we call our past mistakes.,original,original
Experience enables us to recognize repeated mistakes.,original,original
Explosives can pose a serious threat.,original,original
Exposing children to different geographies is educational.,original,original
Expressing political opinions should not be offensive.,original,original
Deluded thinking often results in extremism.,original,original
Facts proven through math or logic cannot be refuted by emotional appeals.,original,original
Sports fans should respect the game.,original,original
Fashion is often just a display of wealth.,original,original
"Fashion exists beyond clothes. It's in the sky, in the streets, it's about ideas, lifestyle and current events.",original,original
"Fashion is a trivial thing, causing unnecessary changes and pointless imitations.",original,original
"Bad taste is evergreen, while fashions change.",original,original
Prioritize yourself before others.,original,original
God is born out of fear and hope.,original,original
Fear is thoughtless.,original,original
Businesses recovering from an economic turmoil should receive federal aid.,original,original
Faking indifference will get you nowhere. Be earnest instead.,original,original
Very few people enjoy true freedom. We are all slaves to ideas or habits.,original,original
The loyalty money buys can be destroyed by money.,original,original
We need to combat impacts of climate change such as the decreasing water levels in our lakes.,original,original
Finding a lost item requires searching.,original,original
Five plus seven is twelve.,original,original
Florida is located in the southern United States.,original,original
Follow a religion that suits your personal preferences.,original,original
Followers of a particular religion attend services together.,original,original
Food supply chain security is crucial to the well-being of a country.,original,original
"For optimal health, you should exercise at least a few times per week.",original,original
"To an optimist, every weed is a flower. To a pessimist, every flower is a weed.",original,original
"In terms of life, conduct and society, a little good sense is surely better than genius, and a little good humor than extreme sensibility.",original,original
"For thousands of years, physical attraction was strictly between a man and a woman, excluding Greek and other pagan religions. Now, we not only accept deviance, but also celebrate it.",original,original
What you perceive is significantly influenced by your location and your character.,original,original
"Force, no matter how concealed, begets resistance.",original,original
