content,count
- Cultural values shape societal norms and behaviors.,1
- Customary practices influence daily life and interactions.,1
- Cyclic quadrilaterals can be circumscribed by a circle.,1
- DNA carries genetic information in cells.,1
- DNA carries genetic information in living organisms.,1
- DNA carries genetic information required for inheritance.,1
- DNA carries the genetic blueprint for living organisms.,1
- Decimals express fractions in base ten.,1
- Deductive reasoning derives conclusions from general principles.,1
"- Degrees measure temperature, latitude, and angles.",1
- Dependent events influence each other's outcomes in probability.,1
- Deserts receive minimal precipitation.,1
- Differential equations express change rates in terms.,1
- Dimensionality exposes spatial extents and constraints.,1
- Discontinuous functions have breaks or jumps.,1
- Discriminants help determine polynomial roots.,1
- Distributive properties relate addition and multiplication.,1
- Divergence measures changing vector fields.,1
- Dividing by zero is undefined in mathematics.,1
- Divisibility indicates an integer is a factor of another.,1
- E=mc^2 illustrates mass-energy equivalence in physics.,1
- E=mc^2 illustrates the mass-energy equivalence.,1
- Earth's atmosphere protects life from solar radiation.,1
- Earthquakes result from the movement of tectonic plates.,1
- Economic systems influence resource distribution and power structures.,1
- Economic systems influence resource distribution.,1
- Eigenvalues provide scaling factors for transformations.,1
- Electric currents flow through conductive materials like metal.,1
- Electrical circuits require a complete path for the current to flow.,1
- Electricity flows through conductive materials like copper and aluminum.,1
- Electromagnetic waves include visible light and radio waves.,1
- Electromagnetic waves travel at the speed of light in a vacuum.,1
- Electrons orbit an atom's nucleus in quantized shells.,1
- Electrons orbit the nucleus of an atom in defined energy levels.,1
- Elements in a defined set follow specific rules.,1
- Ellipses generalize circles in conic sections.,1
- Emotions can influence perception and judgment.,1
- Empathy fosters understanding and connection among individuals.,1
"- Energy cannot be created or destroyed, only transformed (conservation of energy).",1
"- Energy cannot be created or destroyed, only transformed.",1
"- Energy is neither created nor destroyed, only transformed.",1
- Equilateral triangles have all sides equal.,1
- Erosion gradually wears away rocks and soil through natural processes.,1
- Ethical dilemmas require personal judgment.,1
- Ethical judgments differ due to cultural perspectives.,1
- Ethical standards vary between cultures.,1
- Euclidean geometry deals with flat spaces and planes.,1
- Even numbers are divisible by two.,1
- Evolution explains species adaptation and diversity over time.,1
- Evolution explains the diversity of life through natural selection.,1
- Exponential decay decreases values over time.,1
- Exponential growth describes quantities that increase over time.,1
- Exponents power numbers raised to successive values.,1
"- Expressions combine numbers, variables, and operations.",1
- Factorial numbers multiply past integers sequentially.,1
- Factorials represent the product of all positive integers up to a number.,1
- Family values influence upbringing and lifestyle.,1
- Fashion reflects cultural identity and expression.,1
- Fashion trends reflect societal attitudes and identity.,1
- Fashion trends reflect societal preferences.,1
- Fish extract oxygen using gills.,1
"- Force equals mass times acceleration (F=ma), according to Newton’s second law.",1
- Force equals mass times acceleration (F=ma).,1
- Forces result in changes in motion of objects.,1
- Fossils provide evidence of past life forms and evolutionary history.,1
- Friction opposes motion between two surfaces in contact.,1
- Friction opposes the relative motion between two surfaces.,1
- Functions are transformations between datasets.,1
- Functions can map inputs to multiple outputs.,1
- Genes determine inherited traits in organisms.,1
- Geometric progressions have a constant ratio between terms.,1
- Global warming impacts climate and weather patterns significantly.,1
- Good communication requires active listening and empathy.,1
- Graphs depict mathematical relationships visually.,1
- Gravity is a force that pulls objects toward Earth.,1
- Gravity pulls objects toward Earth's center.,1
- Greatest common divisors indicate shared factors.,1
- Historical narratives are shaped by cultural contexts and values.,1
- Historical narratives are shaped by cultural contexts.,1
"- Honesty is the best policy, fostering trust and integrity.",1
"- Honesty is the best policy, fostering trust.",1
- Human experiences shape individual perceptions.,1
- Humans rely on Earth's natural resources.,1
- Hyperbolas consist of two separate curves.,1
"- In binary, each digit represents increasing powers of two.",1
- Inconsistent systems lack common solutions.,1
- Independent events do not affect each other's outcomes.,1
- Inequalities compare the sizes of two values.,1
- Inertia describes an object’s tendency to resist changes in motion.,1
- Infinite series may converge to finite sums.,1
- Insects pollinate flowers to sustain ecosystems.,1
"- Integer sets include positive, negative, and zero.",1
- Intersections identify common elements in sets.,1
- Irrational numbers cannot be written as a simple fraction.,1
- Judgment is informed by experience and cultural context.,1
- Judgments are influenced by societal values.,1
- Kepler's laws describe planetary motion in our solar system.,1
- Languages shape how people perceive and describe the world.,1
- Learning history helps prevent repetition of past mistakes.,1
- Leather is made from tanned animal hide.,1
"- Life is a journey, not a destination, illustrating a metaphor for life experiences.",1
- Lightning creates atmospheric nitrogen.,1
- Linear approximations simplify complex functions.,1
- Lines parallel to the same line are parallel to each other.,1
- Literature explores human experiences and emotional depth.,1
- Logarithms are the inverse operations of exponentiation.,1
- Logarithms convert multiplication into addition.,1
- Logical consistency requires non-contradictory premises.,1
- Logical deductions follow from axiomatic premises.,1
- Magnetic fields are produced by moving electric charges.,1
"- Mars is known as the ""Red Planet"" due to iron oxide.",1
- Mass and weight are related but not the same; weight depends on gravitational pull.,1
- Mathematical models represent real-world phenomena.,1
- Mathematical operations follow the order of operations.,1
- Mathematical proofs establish truths through logical reasoning.,1
- Mathematical proofs validate conjectures through logical reasoning.,1
- Mathematics provides logical frameworks for solving complex problems.,1
- Matrices multiply in specific orders.,1
- Matrix addition combines elements at corresponding positions.,1
- Matter is composed of atoms and molecules.,1
- Media representation affects public perception.,1
- Metal objects conduct electricity well.,1
- Metals conduct electricity due to free-flowing electrons.,1
"- Mitochondria are the powerhouses of cells, generating energy for cellular activities.",1
- Modular arithmetic deals with integer divisions and remainders.,1
- Modular arithmetic deals with remainders of integer division.,1
"- Money can't buy happiness, reflecting a common aphorism.",1
"- Money cannot buy happiness, but many pursue it.",1
- Moral beliefs vary significantly between individuals and communities.,1
- Moral codes govern ethical behavior and conduct.,1
- Multiplication distributes over addition in arithmetic.,1
- Multiplicative inverses yield the identity (one) when multiplied.,1
- Natural selection drives evolutionary changes in species over time.,1
- Natural selection leads to the adaptation of species over time.,1
- Newton’s laws of motion describe the relationship between a body and the forces acting upon it.,1
- Non-Euclidean geometry explores curved spaces.,1
- Number lines represent real numbers in order.,1
- Oceans cover approximately 71% of Earth's surface.,1
- Opinions about music are subjective and varied.,1
- Opinions on art and beauty are inherently subjective and varied.,1
- Opinions on art and beauty are subjective.,1
- Order of operations determine calculation flow in expressions.,1
- Organisms adapt to their environment.,1
- Orthogonality indicates perpendicularity in geometry.,1
- Oxygen is essential for sustaining life.,1
- Parallel lines have equal corresponding angles.,1
- Parallelograms have opposite sides parallel and equal.,1
- Parity distinguishes even and odd integers.,1
- People find meaning through relationships and shared experiences.,1
- Percentages represent parts per hundred.,1
- Permutations account for order in arrangements.,1
- Perpendicular lines intersect to form right angles.,1
- Personal beliefs impact lifestyle choices.,1
- Personal identity is influenced by cultural heritage.,1
- Personal preferences vary widely among individuals.,1
- Philosophical beliefs influence worldviews and moral frameworks.,1
- Philosophical beliefs inform ethical considerations and questions.,1
- Photosynthesis converts sunlight into chemical energy in plants.,1
- Photosynthesis converts sunlight into chemical energy.,1
- Physical exercise enhances mental and physical health.,1
- Pi is an irrational number approximately equal to 3.14159.,1
- Pi is the ratio of a circle's circumference to its diameter.,1
- Planets orbit stars due to gravitational attraction.,1
- Planets revolve around stars due to gravitational attraction.,1
- Plants absorb sunlight for photosynthesis.,1
- Plants convert sunlight into energy through photosynthesis.,1
- Plants release oxygen during photosynthesis.,1
- Political beliefs influence civic engagement.,1
- Political ideologies guide governance strategies and decisions.,1
- Polynomial equations involve terms with variables raised to whole-number powers.,1
- Positive integers are whole numbers greater than zero.,1
- Prime factorization expresses numbers uniquely.,1
"- Prime numbers have only two positive divisors: one, and the number itself.",1
- Probability measures the likelihood of an event occurring.,1
- Proportions equate two ratios or fractions.,1
- Public opinion sways political decision-making.,1
- Public sentiment reflects collective opinions.,1
- Quadrilaterals include squares and rectangles.,1
- Radicals represent roots of numbers.,1
- Radioactivity is the spontaneous emission of particles or radiation from unstable atomic nuclei.,1
- Rational numbers can be expressed as a ratio of two integers.,1
- Rational roots are zeros of polynomial functions.,1
- Real numbers include both rational and irrational numbers.,1
- Recurrence relations specify sequences inductively.,1
- Reflexivity means an element is related to itself.,1
- Regular exercise improves cardiovascular health.,1
- Regular sleep is crucial for cognitive and physical recovery.,1
- Religion offers existential explanations and guidance.,1
- Religion often provides meaning and community for believers.,1
- Religious beliefs provide moral guidance.,1
- Religious customs guide moral conduct and community values.,1
- Religious practices provide spiritual support and guidance.,1
"- Renewable energy sources include solar, wind, and hydroelectric power.",1
- Rivers flow downhill due to gravity.,1
- Scalars multiply vectors to change magnitude only.,1
- Scalene triangles have no equal sides.,1
- Set theory deals with the grouping and organization of objects.,1
- Shadows occur when objects block the light.,1
- Snowflakes form unique crystals.,1
- Social constructs define identity categories and relationships.,1
- Social constructs frame individual identities and interactions.,1
- Social conventions dictate polite behavior.,1
- Social etiquette guides interpersonal relations.,1
- Social expectations define acceptable conduct.,1
- Social influences affect personal decision-making and actions.,1
- Social justice advocates work for equality and fairness.,1
- Social norms dictate acceptable behaviors within a community.,1
- Social norms dictate expected behaviors within communities.,1
- Social norms evolve with societal change.,1
- Social norms influence how individuals interpret their environment.,1
- Social norms influence perceptions of ideal beauty.,1
- Social roles dictate behavioral expectations and norms.,1
- Societal ethics inform legal frameworks and policies.,1
- Societal values influence policy decisions.,1
- Solids have defined volumes and surfaces.,1
- Sound travels faster in water than in air due to higher density.,1
- Sound travels faster in water than in air.,1
- Sound waves travel faster in water than in air.,1
- Standard deviations measure dataset dispersion.,1
- Stars are formed in nebulae from clouds of gas and dust.,1
- Stars form from collapsing gas clouds.,1
- Statistics analyzes data distributions and patterns.,1
"- Statistics involves collecting, analyzing, and interpreting data.",1
- Subscripts indicate different variables' versions.,1
- Symmetry in equations often simplifies mathematical solutions.,1
- Symmetry often indicates a repeating pattern.,1
- Systems of equations have solutions in common.,1
- Tangent lines touch curves at exactly one point.,1
- Tangent ratios relate angles to sides in trigonometry.,1
- Technology revolutionizes communication and information access.,1
"- Temperature affects the state of matter (solid, liquid, gas).",1
- Tetrahedrons have four triangular faces.,1
- The Doppler effect explains the change in frequency or wavelength of a wave in relation to an observer moving relative to the wave source.,1
- The Earth orbits the sun due to gravitational forces.,1
- The Earth revolves around the sun every year.,1
- The Earth revolves around the sun.,1
- The Earth rotates on its axis every 24 hours.,1
- The Earth’s atmosphere is composed mostly of nitrogen and oxygen.,1
- The Earth’s magnetic field protects it from solar wind and cosmic radiation.,1
- The Hubble Space Telescope observes distant galaxies and astronomical phenomena.,1
- The Pythagorean Theorem relates the sides of right triangles.,1
- The Richter scale measures the magnitude of earthquakes.,1
- The acceleration due to gravity on Earth is approximately 9.81 meters per second squared.,1
- The area of a rectangle is length times width.,1
- The associativity of addition groups terms flexibly.,1
- The base of a logarithm specifies which root.,1
- The ceiling function rounds a number up to the nearest integer.,1
- The centroid is the geometric center of a shape.,1
- The cosine function relates triangles' sides to angles.,1
- The cross product finds perpendicular vectors in three dimensions.,1
- The derivative measures a curve's slope at points.,1
- The derivative measures the rate of change at a point.,1
- The floor function rounds a number down to the nearest integer.,1
- The function's range is the set of possible outputs.,1
- The greatest common divisor is the largest shared factor.,1
- The greenhouse effect warms the Earth’s surface by trapping heat in the atmosphere.,1
- The heart circulates blood through the body's vessels.,1
- The heart circulates blood to nourish the body.,1
- The heart pumps blood throughout the circulatory system.,1
- The highest point of a parabola is its vertex.,1
- The human body is 60% water.,1
- The human body requires water to maintain proper hydration.,1
- The human heart pumps blood throughout the body's circulatory system.,1
- The laws of physics describe fundamental forces in the universe.,1
- The legal system upholds social order.,1
- The midpoint is halfway between two points.,1
- The modulus operation calculates a remainder.,1
- The moon affects tides due to gravitational pull.,1
- The moon reflects sunlight at night.,1
- The moon’s gravitational pull influences Earth's ocean tides.,1
- The nervous system transmits signals throughout the body.,1
- The perimeter measures the distance around a shape.,1
- The periodic table arranges elements by atomic number.,1
- The periodic table arranges elements by increasing atomic number.,1
- The periodic table organizes elements by atomic number.,1
- The probability of certainty is one.,1
- The product of a number and one is itself.,1
- The rotation of the Earth causes day and night cycles.,1
- The shortest distance between two points is a straight line.,1
- The sine rule relates triangle sides to angles.,1
- The slope of a line measures its steepness.,1
"- The speed of light is a constant in a vacuum, approximately 299,792 kilometers per second.",1
- The speed of light is a constant in a vacuum.,1
"- The speed of light is approximately 299,792 kilometers per second.",1
- The speed of sound is approximately 343 meters per second in air.,1
- The subtraction operation finds the difference between numbers.,1
- The sum of an arithmetic series involves its first and last terms.,1
- The sum of even digits is even.,1
- The sum of interior angles of a polygon is related to triangles.,1
- The sun is a star at the center of our solar system.,1
- The sun is a star that emits energy through nuclear fusion.,1
- The sun provides light and heat.,1
- The sun rises in the east and sets in the west.,1
"- The universe is expanding, as evidenced by distant galaxies moving away.",1
- Thermal expansion occurs when substances expand on heating and contract on cooling.,1
"- Time dilation occurs under the effects of gravity or velocity, as predicted by relativity.",1
"- Time heals all wounds, or so they say.",1
"- Time is money, yet wealth cannot purchase lost moments.",1
- Traditional practices preserve cultural heritage.,1
- Traditions are passed down through generations.,1
- Transitive properties imply relation transfer between elements.,1
- Trapezoids have at least one set of parallel sides.,1
- Triangle inequality theorem involves the sum of triangle side lengths.,1
- Triangulation subdivides areas into triangles.,1
- Two negatives make a positive in multiplication.,1
- Unit circles have radii of one unit.,1
- Vaccinations prevent widespread infectious diseases.,1
- Values direct social responsibility and community engagement.,1
- Values guide decisions and reflect personal ethics.,1
- Values guide moral decisions and actions.,1
- Variables represent unknown values in equations.,1
- Vectors express direction and magnitude.,1
- Vectors have both magnitude and direction.,1
- Venn diagrams visually represent logical relationships.,1
- Vertex coordinates pinpoint positions in shapes.,1
- Volcanoes release magma from Earth's crust.,1
- Volume measures space within a solid shape.,1
- Volume measures the space an object occupies.,1
- Water boils at 100 degrees Celsius under standard atmospheric conditions.,1
- Water boils at 100 degrees Celsius under standard atmospheric pressure.,1
- Water covers more than 70% of Earth's surface.,1
- Water freezes at 0 degrees Celsius.,1
"- Water is a universal solvent, capable of dissolving many substances.",1
- Water is composed of hydrogen and oxygen molecules.,1
- Weather patterns follow atmospheric and oceanic dynamics.,1
"- When flipped, a coin shows heads or tails.",1
- Zero is both an integer and a real number.,1
- Zero is the identity element for addition.,1
-Atoms are building blocks of matter.,1
-Electromagnetic waves travel at light speed in a vacuum.,1
-Evolution explains species adaptation over time.,1
-Gravity attracts objects toward Earth's core.,1
-Mathematics models natural phenomena to predict outcomes.,1
-Newton's laws describe the motion of objects.,1
-Photosynthesis converts sunlight into chemical energy.,1
-The speed of light is constant in a vacuum.,1
-The water cycle describes Earth's hydrological movement.,1
-Viruses require host cells to replicate.,1
"1. ""Abs are made in the kitchen,"" underscoring dietary influence on physique.",1
1. Cultural norms influence how individuals interpret their environment.,1
1. Gravity influences the orbits of planets and moons.,1
1. Gravity pulls objects toward Earth's center regardless of opinion.,1
1. Gravity pulls objects toward Earth's center.,1
1. Gravity pulls objects toward the Earth.,1
1. Mount Everest is Earth's highest mountain.,1
1. Regular exercise strengthens cardiovascular health and improves lung function.,1
1. The Earth's gravity consistently pulls objects toward its center.,1
1. The shortest path between two points is a line.,1
1. The sky appears blue due to Rayleigh scattering of sunlight.,1
1. Water freezes at 0 degrees Celsius under standard conditions.,1
10. A negative times a negative equals a positive.,1
10. Evolution occurs through natural selection.,1
10. Exercise strengthens the heart and lungs.,1
10. Genetic mutations result in biological diversity.,1
"10. Pi is an irrational number, approximately 3.14159.",1
10. Rain forms when water vapor condenses into droplets in the atmosphere.,1
10. Regular exercise can enhance mental clarity and focus.,1
10. Rest is the body's natural repair mechanism.,1
10. The Andes Mountains span seven South American countries.,1
10. The Pythagorean theorem applies to all right triangles.,1
10. The atmosphere is mostly nitrogen and oxygen.,1
10. The heart circulates blood throughout the body.,1
10. Venice is famous for its canals and architecture.,1
100. Ecosystem stability relies on biodiversity and interactions.,1
100. Factories convert raw materials into manufactured goods.,1
100. Potting soil supports plant growth by providing nutrients.,1
100. Somatic cells represent the basic building blocks of body tissues.,1
100. The Galápagos Islands influenced Darwin's theory of evolution.,1
100. The Great Plains are known for vast expanses and agriculture.,1
11. A stone dropped into water creates circular ripples.,1
11. Antarctica contains the majority of the world's ice.,1
11. Electric circuits power modern electronic devices.,1
"11. In a vacuum, light travels at a constant speed.",1
11. Regular sleep is essential for health.,1
11. River deltas are rich agricultural areas.,1
11. The Andes Mountains span seven South American countries.,1
"11. The speed of light in a vacuum is approximately 299,792 kilometers per second.",1
11. The speed of sound varies depending on the medium.,1
11. Trees produce oxygen through photosynthesis.,1
11. Weightlifting builds more than just muscle; it builds character.,1
12. Antarctica contains the majority of the world's ice.,1
12. E=mc^2 illustrates the mass-energy equivalence in physics.,1
12. Earth's core generates a magnetic field.,1
12. Humans need oxygen to survive.,1
12. Mathematical models can predict outcomes in natural systems.,1
12. Metals conduct electricity due to free electrons.,1
12. Quantum mechanics describes particle behavior on a small scale.,1
12. The Arctic Circle experiences polar day and night.,1
12. The mind is sharper when the body is fit.,1
12. The periodic table organizes chemical elements.,1
12. The sun provides energy for plants and supports life on Earth.,1
13. Air pressure decreases with increasing altitude.,1
13. Evolution is driven by natural selection and genetic variation.,1
"13. Health is wealth, without which, life is tasteless.",1
13. Ice melts into water when exposed to heat.,1
13. Math is used to solve everyday problems.,1
13. Mitochondria generate energy in eukaryotic cells.,1
13. Oceans cover most of Earth’s surface.,1
13. The Arctic Circle experiences polar day and night.,1
13. The Danube River flows through ten European countries.,1
13. The Sahara is the world's largest hot desert.,1
13. The laws of thermodynamics govern energy transformations.,1
14. Animals seek shade to avoid direct sunlight and overheating.,1
14. Flexibility is the secret bridge to freedom of movement.,1
14. Friction opposes the relative motion of surfaces.,1
14. Inertia resists changes in an object’s state of motion.,1
14. Opinions about art and beauty are subjective.,1
14. Planets orbit stars due to gravitational attraction.,1
14. The Danube River flows through ten European countries.,1
14. The Himalayas are the highest mountain range.,1
14. The Rocky Mountains span from Canada to New Mexico.,1
14. The laws of thermodynamics govern energy transformations.,1
14. The speed of light is constant in a vacuum.,1
15. A circle's circumference is twice pi times the radius.,1
15. A walk a day keeps lethargy at bay.,1
15. An object in motion stays in motion unless acted upon.,1
15. DNA carries genetic instructions in living organisms.,1
15. Earthquakes occur along tectonic plate boundaries.,1
15. Energy is conserved in closed systems.,1
15. Salt dissolves in water to form a homogeneous solution.,1
15. The Rocky Mountains span from Canada to New Mexico.,1
15. The Sahara Desert is located in North Africa.,1
15. The heart pumps blood throughout the body's vessels.,1
15. Water boils at 100 degrees Celsius under standard pressure.,1
16. Atoms are the basic building blocks of matter.,1
16. Clouds are formed by condensed water vapor in the atmosphere.,1
16. Coastal erosion shapes shorelines over time.,1
16. Electromagnetic fields are generated by electric currents.,1
16. Light travels faster than sound in most mediums.,1
16. Magnetism is a force that attracts and repels certain materials.,1
16. Protons and neutrons reside in an atom's nucleus.,1
16. Strength training is building the body's fortress.,1
16. The Amazon River discharges the largest volume of water.,1
16. The Sahara Desert is located in North Africa.,1
16. The sun is a star at the center of our solar system.,1
17. Aerobic respiration converts glucose into energy in cells.,1
17. Chemical reactions involve bond formation or breaking.,1
17. E=mc^2 illustrates mass-energy equivalence in relativity.,1
17. Electrical wires conduct electricity to power homes and devices.,1
17. Endurance is the body's way of resisting nature's test.,1
17. Evolution explains species adaptation over time.,1
17. Organisms adapt to their environment.,1
17. Probability quantifies the likelihood of an event occurring.,1
17. The Amazon River discharges the largest volume of water.,1
17. The Grand Canyon reveals geological history.,1
17. The Mississippi River is a major waterway in the U.S.,1
18. Antibiotics target bacterial infections effectively.,1
18. Chemical reactions involve rearranging atoms in molecules.,1
"18. Eat to live, don't live to eat.",1
18. Evolution explains species adaptation over time.,1
18. Faith can provide comfort in difficult times.,1
18. Pythagorean theorem applies to right-angled triangles.,1
18. Soil can become compacted from repeated foot traffic or heavy equipment.,1
18. The Antarctic ice sheet is shrinking due to climate change.,1
18. The Mississippi River is a major waterway in the U.S.,1
18. The speed of sound is influenced by air temperature.,1
18. Weather patterns are influenced by topography.,1
19. A baseball falls to the ground when thrown into the air.,1
19. Cells are the basic units of life.,1
19. Chemical reactions involve the rearrangement of atoms.,1
19. Photosynthesis converts sunlight into chemical energy.,1
19. Reflection and refraction affect light path direction.,1
19. The Alps span several European countries.,1
19. The Antarctic ice sheet is shrinking due to climate change.,1
19. The Strait of Gibraltar separates Europe from Africa.,1
19. The moon reflects light from the sun.,1
19. The periodic table organizes elements by atomic number.,1
