Email,Extracted_Statements,Prompt_Tokens,Completion_Tokens,Cost_of_Prompt,Cost_of_Completion,Total_Cost
"Team, I think we can all agree: dark money in politics corrupts and erodes our democratic system. As you read this, super PACs are stockpiling money to pour into races like mine with the explicit purpose of drowning out the voices of constituents and citizens in favor of large private interests. I’m so proud that my campaign is fueled by individuals chipping in what they can because they believe in our movement. Unlike our Republican counterparts who are saddling up with corporate super PACs to help them win Trump’s favor, I have not and will not accept a single dime of corporate PAC money. That’s why I’m excited to have earned the endorsement of End Citizens United, the foremost organization dedicated to getting dark money out of politics. When in Congress, I vow to be a fighter and champion for common sense campaign finance reform. If you believe that we need real campaign finance reform and a representative who answers directly to the voters, chip in $15 immediately to help us across the finish line in our critical primary election: If you've saved your payment information with ActBlue Express, your donation will go through immediately. Rush $25 Rush $50 Rush $75 Rush $100 OTHER AMOUNT We put this race on the map because of grassroots donors like you. I’m rejecting corporate PAC money because our democratic process has been turned inside out by corporate special interests. From their corrupt influence over our broken health care system to environmental protection, we’ve seen how damaging dark money has been on our democracy. When I’m in Congress, I look forward to joining End Citizens United in their mission to get corrupt dark money out of our politics. Onward, Carolyn Dr. Carolyn Bourdeaux is a professor of public policy who is running for Congress to fight for quality, affordable health care, a world-class education system and a government that works for the people. She was the 2018 Democratic nominee for Georgia’s 7th Congressional district, coming within 433 votes of flipping the seat, marking the closest U.S. House race nationwide. We're on our way to rebuilding a formidable campaign to finish the job. Join us now by donating to Carolyn's campaign today! DONATE Paid for by Carolyn for Congress Click here to unsubscribe from Carolyn Bourdeaux's email list. Click here to receive fewer emails from us Carolyn for Congress PO Box 301 Suwanee , GA 30024-9998 United States","[""Dark money in politics corrupts and erodes our democratic system."", ""Super PACs stockpile money to influence political races."", ""Corporate PAC money is often used to gain favor in politics."", ""Grassroots donors can influence political races."", ""Campaign finance reform is intended to reduce the influence of money in politics.""]",572,71,0.005719999999999999,0.0021299999999999995,0.00785
"Sri and our entire team hope you and your loved ones are staying safe and healthy during these trying times. As we work together as one nation to fight COVID-19, we know enormous financial and personal stress has been put on countless families. While we remain committed to doing all we can to flip this district and bring true leadership to TX-22, we understand that this may not be a good time for you to donate. We hope, however, that you'll continue to stay with us as we work for a better Texas. Please visit our COVID-19 community resource guide to find ways you can individually take action to support frontline responders and keep our family safe. * * * We’ll be brief, team: We’re $7,148 short of our fundraising goal, and we’ll only be able to stay on track to meet our end-of-month fundraising goal if you rush us a donation. Sri 2020 May Fundraising Time left to meet our goal: Two days How much is left to meet our goal: $7,148 We need your help to cross the finish line. GIVE $15 GIVE $25 GIVE $50 GIVE $100 Custom donation » Hi Team, The money we raise by the end of May will be critical to maintaining and improving the infrastructure we’ve developed to win this race. We’re investing in new ways to reach out to voters and build a grassroots volunteer network every day. From building a fully-digital campaign to making sure we reach out to more voters over the phone and by mail, your support helps power the campaign we need to overcome the special interests and our extremist opponents, and bring common sense solutions to Washington. After all, we have a strong chance at flipping this seat, but only if we have you by our side. That’s why we’re asking: if you’re able, can you help us close our $7,148 gap and help this campaign keep moving forward? GIVE $15 GIVE $25 GIVE $50 GIVE $100 Custom donation » Let’s keep working -- and let’s win this together. \--Team Sri Sri Preston Kulkarni is a lifelong public servant and national security expert who has spent his career overseas working to protect Americans here at home. Growing up in Houston, Sri personally experienced the same challenges that our communities are facing today. In Congress, he’ll fight to lower the cost of prescription drugs, stand up to the gun lobby, address climate change, and bring common-sense solutions to Washington. Help send Sri to Congress! ➜ * * * Bringing true representation to TX-22. Learn more at [[URL REDACTED]] Paid for by Sri for Congress SRI FOR CONGRESS P.O. BOX 898 SUGAR LAND, TX 77487-0898 If you wish to no longer receive email from us, please unsubscribe.","[""People are experiencing financial and personal stress during the COVID-19 pandemic."", ""COVID-19 is a challenge that nations are working together to fight."", ""Donations are often used to support political campaigns."", ""Campaigns use donations to reach out to voters and build volunteer networks."", ""Lowering the cost of prescription drugs is a concern for some people."", ""Addressing climate change is a priority for some individuals.""]",667,91,0.006670000000000001,0.00273,0.0094
"I just got off the phone with our finance director, and he informed me that we’re still lagging behind our April fundraising goal by just over $8,000. Sri Preston Kulkarni Logo Sri and our entire team hope you and your loved ones are staying safe and healthy during these trying times. As we work together as one nation to fight COVID-19, we know enormous financial and personal stress has been put on countless families. While we remain committed to doing all we can to flip this district and bring true leadership to TX-22, we understand that this may not be a good time for you to donate. We hope, however, that you'll continue to stay with us as we work for a better Texas. Please visit our COVID-19 community resource guide to find ways you can individually take action to support frontline responders and keep our family safe. * * * Team - I just got off the phone with our finance director, and he informed me that we’re still lagging behind our April fundraising goal by just over $8,000. Like Sri mentioned in his email to you yesterday, ensuring we meet our benchmark goals for April will inform the plans we’re able to execute in the coming month and beyond. Coming up short now creates a domino effect which goes all the way to Election Day, team. DONATE NOW TO HELP US MEET OUR APRIL GOAL! CONTRIBUTE $5 » CONTRIBUTE $25 » CONTRIBUTE $50 » CONTRIBUTE $100 » Or a custom donation » TX-22 is nationally recognized as one of the most competitive Congressional races in the entire country this election cycle. Pollsters, pundits and political leaders are predicting that the path to a House majority for either party will run squarely through our district. Furthermore, Rachel Bitecofer, an elections analyst, proclaimed this week that “Losing a slew of House races in the heart of the Republican Party’s economic and political powerhouse…” would signal a permanent end to the conservative hold of the White House. But this is more than just another high profile campaign, team. This is about creating a path forward for all Texans and their families. While our Republican opponents continue their race to the bottom by making wild and outlandish statements in their party runoff -- our campaign remains focused on addressing the very real issues facing our community today. Fixing a broken healthcare system, solving our current economic crisis, and bringing common sense solutions to Washington are what Team Sri is all about. Sri isn’t running to grandstand -- he’s running to stand up for you. If you can, please take a moment to donate to our campaign as we approach our April 30th deadline. Anything you can give will go a long way. Thank you, Allen Chen Campaign Manager Sri Preston Kulkarni is a lifelong public servant and national security expert who has spent his career overseas working to protect Americans here at home. Growing up in Houston, Sri personally experienced the same challenges that our communities are facing today. In Congress, he’ll fight to lower the cost of prescription drugs, stand up to the gun lobby, address climate change, and bring common-sense solutions to Washington. Help send Sri to Congress! ➜ * * * Bringing true representation to TX-22. Learn more at [[URL REDACTED]] Paid for by Sri for Congress SRI FOR CONGRESS P.O. BOX 898 SUGAR LAND, TX 77487-0898 If you wish to no longer receive email from us, please unsubscribe.","[""Enormous financial and personal stress has been put on countless families during COVID-19."", ""Meeting fundraising goals informs the plans able to be executed in the coming months."", ""Coming up short in fundraising can have a domino effect on future campaign activities."", ""Elections analysts make predictions about political races."", ""Healthcare systems can be broken and in need of fixing."", ""Economic crises require solutions."", ""Campaigns focus on addressing issues facing their community.""]",795,102,0.00795,0.00306,0.01101
"BREAKING: Cook Report Democrats have a “good chance” of picking up TX-22 Sri and our entire team hope you and your loved ones are staying safe and healthy during these trying times. As we work together as one nation to fight COVID-19, we know enormous financial and personal stress has been put on countless families. While we remain committed to doing all we can to flip this district and bring true leadership to TX-22, we understand that this may not be a good time for you to donate. We hope, however, that you'll continue to stay with us as we work for a better Texas. Please visit our COVID-19 community resource guide to find ways you can individually take action to support frontline responders and keep our family safe. * * * BREAKING: Cook Political Report \- Democrats have a “good chance” of picking up TX-22 This cannot wait- Experts are taking notice that our race is a TOSS UP, and now things, are heating up. Political forecasters believe that not only is this race one of Democrats’ best pick up opportunities of 2020 -- but that it’s moving closer and closer in our favor. It’s more important than ever that we invest in the critical grassroots infrastructure we need to win this district and bring True Leadership to Texas by electing Sri. We have a shot at this. But we need to make sure we have the resources to build one of the strongest digital voter outreach programs TX-22 has ever seen. If you’re able to, can you rush a donation today? CONTRIBUTE $5 » CONTRIBUTE $25 » CONTRIBUTE $50 » CONTRIBUTE $100 » Or a custom donation » This news is energizing our team, but we want to be clear about something: We’re not taking anything for granted. To put it bluntly, just because this race isn’t leaning Republican anymore, it doesn’t mean we can’t still lose. Sri is facing millionaires and corrupt GOP interests in November. The fact that this race is a toss-up means that grassroots power can overcome dark corporate money, but it also means that the stakes are higher than ever. To us, this is our chance to create a path forward for all Houston families -- expanding access to health care, solving our current economic crisis, and bringing common sense solutions to Washington. That looks more possible than ever -- but only if we have you by our side, friend. So if you’re able -- and only if you’re able -- can you chip in a few dollars and help us build the campaign we need to win? Donate now ➜ Let’s put our heads down, stay focused, and get to work, friend. Thank you. -All of us at Team Sri Sri Preston Kulkarni is a lifelong public servant and national security expert who has spent his career overseas working to protect Americans here at home. Growing up in Houston, Sri personally experienced the same challenges that our communities are facing today. In Congress, he’ll fight to lower the cost of prescription drugs, stand up to the gun lobby, address climate change, and bring common-sense solutions to Washington. Help send Sri to Congress! ➜ * * * Bringing true representation to TX-22. Learn more at [[URL REDACTED]] Paid for by Sri for Congress SRI FOR CONGRESS P.O. BOX 898 SUGAR LAND, TX 77487-0898 If you wish to no longer receive email from us, please unsubscribe.","[""People hope their loved ones are staying safe and healthy during trying times."", ""Enormous financial and personal stress has been put on countless families due to COVID-19."", ""It's important to support frontline responders during a health crisis."", ""Grassroots power can overcome dark corporate money in political races."", ""In Congress, representatives fight to lower the cost of prescription drugs, stand up to the gun lobby, address climate change, and bring common-sense solutions to Washington.""]",791,103,0.00791,0.00309,0.011
"President Barack Obama. Sen. Kamala Harris, our next vice-President. Progressive groups like Moms Demand Action and End Citizens United. Texas unions, like the Iron Workers Local 84. Friend, this is a small slice of the powerful grassroots coalition we’ve built -- and we’re so grateful that you’re a part of it. Be a part of our coalition » CONTRIBUTE $15 » CONTRIBUTE $25 » CONTRIBUTE $35 » CONTRIBUTE $50 » Or a custom donation » Over the course of this incredible campaign, we’ve heard stories from all over our district of families needing the kind of leadership Sri will deliver. This is who our campaign is meant for, friend -- and leaders all over the country are recognizing just what this movement can accomplish. It’s made our historically safe-Republican district a toss-up. It has proven that the voters in this district are sick of political games, demanding accountability from an opponent who politicized the coronavirus, calling common sense safety measures “unAmerican” and refusing to enforce laws that are meant to keep us safe. And, most importantly, it has put the issues our families care about at the forefront. With you by our side, we can finally deliver on these issues and make progress on health care and our economy -- but first, we have to win this election. We have two months left until Election Day, and only a few hours left before a critical fundraising deadline that will shape how we campaign for the next two months. Chip in now to help us push through:  If you've saved your payment information with ActBlue Express, your donation will go through immediately: CONTRIBUTE $15 » CONTRIBUTE $25 » CONTRIBUTE $35 » CONTRIBUTE $50 » Or a custom donation » Thanks, Team Sri * * * Sri and our entire team hope you and your loved ones are staying safe and healthy during these trying times. As we work together as one nation to fight COVID-19, we know enormous financial and personal stress has been put on countless families. While we remain committed to doing all we can to flip this district and bring true leadership to TX-22, we understand that this may not be a good time for you to donate. We hope, however, that you'll continue to stay with us as we work for a better Texas. Please visit our COVID-19 community resource guide to find ways you can individually take action to support frontline responders and keep our family safe. Sri Preston Kulkarni is a lifelong public servant and national security expert who has spent his career overseas working to protect Americans here at home. Growing up in Houston, Sri personally experienced the same challenges that our communities are facing today. In Congress, he’ll fight to lower the cost of prescription drugs, stand up to the gun lobby, address climate change, and bring common-sense solutions to Washington. Help send Sri to Congress! ➜ * * * Bringing true representation to TX-22. Learn more at [[URL REDACTED]] Paid for by Sri for Congress SRI FOR CONGRESS P.O. BOX 898 SUGAR LAND, TX 77487-0898 If you wish to no longer receive email from us, please unsubscribe.","[""Families need leadership."", ""Voters demand accountability from their political representatives."", ""Laws are meant to keep us safe."", ""Health care and the economy are important issues to families."", ""Financial and personal stress has been put on countless families due to COVID-19."", ""Lowering the cost of prescription drugs is a concern for some people."", ""Some people believe in addressing climate change.""]",731,88,0.00731,0.0026399999999999996,0.009949999999999999
"Sri and our entire team hope you and your loved ones are staying safe and healthy during these trying times. As we work together as one nation to fight COVID-19, we know enormous financial and personal stress has been put on countless families. While we remain committed to doing all we can to flip this district and bring true leadership to TX-22, we understand that this may not be a good time for you to donate. We hope, however, that you'll continue to stay with us as we work for a better Texas. Please visit our COVID-19 community resource guide to find ways you can individually take action to support frontline responders and keep our family safe. * * * TEXAS MONTHLY, 5/15/2020: ""We have a general election coming up in Texas in about six months. Much is at stake, as the country is not in great shape. It’s vital that this election be transparent and fair, and that everyone who is legally entitled to vote in November can do so and do so safely."" Donate to our GOTV Fund ➜ Hi Team, Sri emailed you yesterday about our new plan to Get Out the Vote this fall, as it looks increasingly likely that we will be continuing social distancing into the weeks leading up to November. We know voting in this year’s election will look different than it has in the past, so we need to make sure that we’re prepared to help voters cast their ballots, no matter the circumstances. The data is clear, team: If we achieve a record turn-out in TX-22 in 2020, this district WILL flip blue. Can you make a donation to our GOTV fund to help Sri and our team ensure that not even one voter sits this election out because they are afraid or don’t have the information to vote? >>> TX-22 has been named one of the top pick-up opportunities for Democrats in 2020. Last month we were named to the Democratic Congressional Campaign Committee's prestigious Red to Blue list, and this month Cook Political Report singled our district out, proclaiming that Democrats “have a good chance” of winning this seat! Sri’s message is catching fire, team. Houston families are tired of political grandstanding and do-nothing representation. While our opponents compete in a race to the far right, Sri is focused on helping the community now and bringing common sense solutions that work for Texans to DC. We will win this election if we’re able to provide voters with the information they need to safely cast their ballots. Donate now to help us get out the vote and ensure commonsense leadership prevails in 2020! DONATE ➜ -Allen Chen Campaign Manager Sri Preston Kulkarni is a lifelong public servant and national security expert who has spent his career overseas working to protect Americans here at home. Growing up in Houston, Sri personally experienced the same challenges that our communities are facing today. In Congress, he’ll fight to lower the cost of prescription drugs, stand up to the gun lobby, address climate change, and bring common-sense solutions to Washington. Help send Sri to Congress! ➜ * * * Bringing true representation to TX-22. Learn more at [[URL REDACTED]] Paid for by Sri for Congress SRI FOR CONGRESS P.O. BOX 898 SUGAR LAND, TX 77487-0898 If you wish to no longer receive email from us, please unsubscribe.","[""People are experiencing financial and personal stress during the COVID-19 pandemic."", ""It is important for elections to be transparent and fair."", ""Everyone who is legally entitled to vote should be able to do so safely."", ""Social distancing may continue into the weeks leading up to the November election."", ""Voting in this year\u2019s election may look different than in the past."", ""Providing voters with the information they need can help them cast their ballots safely.""]",778,99,0.0077800000000000005,0.00297,0.010750000000000001
"Team, We’re faced with an unprecedented health crisis and we’re using our campaign platform to get the word out about staying safe and following the CDC’s recommendations for social distancing by canceling all in-person events and moving our organizing efforts online. This is especially important in our district which is one of the most diverse in the country, with many multi-generational families living under the same roofs. Please be mindful in practicing social distancing, especially with your family elders. We’re monitoring things on a daily basis, and will be sure to share any critical updates with you. We also remain committed to the work we have ahead of us to win in November, including raising the resources to continue getting the word out about the important issues at stake in this race: affordable healthcare, lowering prescription drug prices, and protecting Medicaid and Social Security. Our decisive win in the primary shows we have the support and the votes to win this race and flip our district. Help us bring science and common sense back to Washington. If you’re able, can you pitch in anything you can spare to help us? If you've saved your payment information with ActBlue Express, your donation will go through immediately: Chip in: $25 Chip in: $50 Chip in: $100 Chip in: $250 Or, donate another amount We need to come together, across political spectrums, cultures, languages, and across all faiths and beliefs. It's time to restore reason, compassion, and decency to Congress. Thank you, Sri Preston Kulkarni STAY CONNECTED WITH OUR MOVEMENT Paid for by Sri for Congress. Sri for Congress PO Box 898 Sugar Land TX 77487 United States If you believe you received this message in error or wish to longer receive emails from us, please unsubscribe.","[""Practicing social distancing can help prevent the spread of illness."", ""Multi-generational families living under the same roof should be mindful of the health of family elders during a health crisis."", ""Following the CDC's recommendations can help keep people safe during a health crisis.""]",448,60,0.0044800000000000005,0.0018,0.006280000000000001
"Hi team, COVID-19 cases are skyrocketing in our country because so many of our leaders have failed to put Americans’ health first. Like Sen. John Cornyn: He’s been skipping meetings with nurses working on the front lines and picking pointless fights on Twitter. It’s clear he is not the leader Texas -- or America -- needs. But there’s good news. MJ Hegar is ready to show Sen. Cornyn the door. Will you please pitch in now to help her bring some common sense to the Senate? MJ is a fellow veteran, someone who showed her commitment to this country by serving in uniform. As a combat search and rescue pilot, she faced life and death decisions every day. MJ earned a Purple Heart and a Distinguished Flying Cross with Valor for her bravery and quick action in the face of danger -- so I know that in the Senate she’ll always rise to the moment to protect Texans. Will you please pitch in to help her get there? Look, MJ needs our help to win this race. Sen. Cornyn has been playing political games for 18 years, and now his Washington allies -- from Donald Trump, Jr. to the Koch network -- are paying him back. Sen. Cornyn has a $14.5 million war chest to spend on his reelection! Politicians like Mitch McConnell and his right-hand man Sen. Cornyn have made it absolutely clear they’re not willing to put the well-being of our country and our people over their political agendas. I believe this country is better than that, that Texans are downright tired of Sen. Cornyn being a politician rather than a leader, and that’s why I believe in MJ. Will you join me in supporting MJ right now? Let’s send a real leader for Texas to the Senate. Leadership doesn’t come from a title, it comes from action. MJ and I are counting on you. Thank you, Pete Buttigieg DONATE It's clear we need a real leader for Texas and a Senate that prioritizes our health care. More than ever, we're relying on online fundraising to keep building the campaign we need to win in November, and we greatly appreciate your continued support >> However, we know this is not an easy time for many. If you'd like to pause receiving fundraising emails for the next few weeks, please let us know here. We'll still keep in touch with important information and to ask your thoughts from time to time. MJ Hegar was a member of the US Air Force and the Air National Guard. Use of her military rank, job, titles, and photographs in uniform does not imply endorsement from the Department of Defense, Air Force, or Air National Guard. MJ for Texas P.O. Box 7156 Round Rock, TX 78683 Contributions or gifts to MJ for Texas are not tax-deductible. Paid for by MJ for Texas If you believe you received this message in error or wish to no longer receive email from us, please unsubscribe.",[],689,1,0.006889999999999999,3e-05,0.006919999999999999
"We’re in a time crunch so we’ll get right to the point: Sri Preston Kulkarni Logo Sri and our entire team hope you and your loved ones are staying safe and healthy during these trying times. As we work together as one nation to fight COVID-19, we know enormous financial and personal stress has been put on countless families. While we remain committed to doing all we can to flip this district and bring true leadership to TX-22, we understand that this may not be a good time for you to donate. We hope, however, that you'll continue to stay with us as we work for a better Texas. Please visit our COVID-19 community resource guide to find ways you can individually take action to support frontline responders and keep our family safe. * * * Team - We’re in a time crunch so we’ll get right to the point: In just a few hours we will close the books on our April fundraising totals, and after a swift pick up in momentum yesterday, we’re once again starting to see donations slow, but we’re so close to being where we need to be. If we can get just $1,940 in the door by tonight, we’ll have officially met our April goal which will allow us to get the digital tools we need to better serve our community and win in November. Can we count on you to help us get there, team? CONTRIBUTE $5 » CONTRIBUTE $25 » CONTRIBUTE $50 » CONTRIBUTE $100 » Or a custom donation » Tomorrow morning our team will lay out our May plans, and as long as we don’t fall short today on our funding, we’ll be able to expand our ground game in whole new ways. That means better digital tools for our volunteers, new capacity to better serve our community during COVID-19, and the ability to get Sri’s vision of common sense leadership out to every corner of TX-22. CONTRIBUTE $5 » CONTRIBUTE $25 » CONTRIBUTE $50 » CONTRIBUTE $100 » Or a custom donation » Thank you for taking action, Team Sri Sri Preston Kulkarni is a lifelong public servant and national security expert who has spent his career overseas working to protect Americans here at home. Growing up in Houston, Sri personally experienced the same challenges that our communities are facing today. In Congress, he’ll fight to lower the cost of prescription drugs, stand up to the gun lobby, address climate change, and bring common-sense solutions to Washington. Help send Sri to Congress! ➜ * * * Bringing true representation to TX-22. Learn more at [[URL REDACTED]] Paid for by Sri for Congress SRI FOR CONGRESS P.O. BOX 898 SUGAR LAND, TX 77487-0898 If you wish to no longer receive email from us, please unsubscribe.","[""People hope their loved ones are staying safe and healthy during trying times."", ""Financial and personal stress can be put on families during a crisis."", ""Donations can slow down during certain periods."", ""Fundraising goals help organizations to acquire resources they need."", ""Digital tools can help organizations to better serve their community."", ""Volunteers can use digital tools to support an organization's efforts."", ""Public servants work to protect Americans."", ""Lowering the cost of prescription drugs is a concern for some people."", ""Addressing climate change is a concern for some people.""]",661,123,0.00661,0.0036899999999999997,0.0103
"It’s about the issues. Sean McCaffity for Congress We are going to get through the coronavirus outbreak together. If you are experiencing symptoms or are looking for more information, you can visit the website of the CDC or the Texas Department of State Health Services. We are closely monitoring the situation and its effects on the people of Texas and our nation as we work together to keep our families and communities safe. Team, Our last fundraising deadline before the runoff is Tuesday night at midnight. This is a critical deadline for our grassroots team — and a critical chance to put our campaign over the top. We are less than 3 weeks from the runoff election. That’s less than 3 weeks to spread Sean’s message before this critical deadline. We’re running on the issues, not attacks on family members. Donate $20.20 or what you’re able to send Sean to face off against Van Taylor in November and flip this seat once and for all >>> If you've saved your payment information with ActBlue Express, your donation will go through immediately: Chip in $10 now Chip in $25 now Chip in $50 now Chip in $100 now Chip in $250 now Another Amount Like many families here in North Texas and across the country, my wife Stephanie and I haven’t always seen eye to eye on politics — but we’ve always agreed that common sense, respect, and decency are the linchpin of real leadership. I’m running on those values now, but I need your help: Chip in $20.20 or what you’re able in the FINAL 48 hours of this deadline and help flip TX-03 in 2020 >>> The support of our grassroots team has been the greatest honor of my life — from Stephanie, from our daughters and friends, and from you. Let’s fight for the better future Texas deserves, y’all. Thank you, Sean McCaffity DONATE Sean McCaffity is a trial attorney with 20 years’ experience ready to bring his drive for standing up for the little guy, fighting for the truth, and helping those in need all the way to the halls of Congress. Sean is a native Texan who chose to raise his family here surrounded by the same values he grew up with. And he knows what Van Taylor forgot along the way— that real leadership requires compassion, empathy, and honesty. To learn more about Sean and why he's running to represent Texas' 3rd district, click here. Paid for by McCaffity for Congress McCaffity for Congress 190 East Stacy Road #306-392 Allen, TX 75002 United States unsubscribe Follow our campaign on Facebook and Twitter today! If you received this email from a friend, click here to get messages from Sean sent directly to your inbox!","[""We are going to get through the coronavirus outbreak together."", ""Common sense, respect, and decency are the linchpin of real leadership."", ""Real leadership requires compassion, empathy, and honesty.""]",644,45,0.00644,0.0013499999999999999,0.00779
"We set an ambitious goal and y’all helped us reach it. Stephen Daniel for Congress 2020 Howdy team, The extremism in Washington is out of control, and it’s denying a lifeline to working families and small businesses who could use one these days. I know y’all are ready for leadership that looks out for the rest of us — and I am too. We have the best team of supporters around. We were able to hit our ambitious July fundraising goal, thanks to the generosity of folks like you, team. We have a lot to get done in the next 94 days, and we can’t do it without this team. If you didn’t get the chance to donate in July, don’t stress! You can always help us continue to build our campaign’s momentum. Contribute $10 or whatever you can to our August Momentum Fund >>> I’m so grateful to have you standing with me. We’re going to bring common sense leadership to Washington this November — together! Stephen Daniel CONTRIBUTE ONCE CONTRIBUTE MONTHLY Stephen Daniel is the Democratic Nominee for Congress in TX-06 to unseat Ron Wright. Stephen understands we deserve a leader in Congress who shares that vision: a community where opportunity is available for young and old and where hard work is rewarded. Please join him by making a donation to his campaign today. Paid for by Stephen Daniel for Congress Stephen Daniel for Congress PO Box 265 Maypearl, TX 76064 United States unsubscribe Follow our campaign on Facebook and Twitter today! If you received this email from a friend, click here to get messages from Stephen sent directly to your inbox!","[""Extremism is out of control in Washington."", ""Working families and small businesses could use a lifeline these days."", ""Leadership should look out for the rest of us."", ""It's possible to hit an ambitious fundraising goal with the help of supporters."", ""There's a lot to get done in a limited amount of time."", ""Donations can help build a campaign's momentum."", ""Opportunity should be available for young and old."", ""Hard work should be rewarded.""]",416,107,0.00416,0.0032099999999999997,0.00737
"Stephen is surging! Stephen Daniel for Congress 2020 Team, We’re surging! Our momentum has even the experts in Washington taking notice. The Democratic Congressional Campaign Committee just added Texas-06 to their list of Battleground districts. This means we’re one of the few key races with the potential to flip blue in November. Chip in $20.20 or whatever you can to keep building our momentum >>> The pundits in Washington are taking notice — North Texans just don’t line up with Ron Wright’s far-right extremism and are calling out for common sense leadership to not only navigate our current crisis but to rebuild an economy that works for all of us. Stephen is surging! Pitch in $20.20 now. After hearing this news, Republicans are only going to pour more money into keeping Ron’s seat safe. Let’s show them the strength of this campaign. Chip in $20.20 or whatever you can so we can reach our end of month fundraising goal >>> If you've saved your payment information with ActBlue Express, your donation will go through immediately: Chip in $6 Chip in $20.20 Chip in $56 Chip in $106 Chip in $256 Another Amount Let’s keep surging! Team Daniel CONTRIBUTE ONCE CONTRIBUTE MONTHLY Stephen Daniel is the Democratic Nominee for Congress in TX-06 to unseat Ron Wright. Stephen understands we deserve a leader in Congress who shares that vision: a community where opportunity is available for young and old and where hard work is rewarded. Please join him by making a donation to his campaign today. Paid for by Stephen Daniel for Congress Stephen Daniel for Congress PO Box 265 Maypearl, TX 76064 United States unsubscribe Follow our campaign on Facebook and Twitter today! If you received this email from a friend, click here to get messages from Stephen sent directly to your inbox!","[""People in Washington notice momentum in political campaigns."", ""The Democratic Congressional Campaign Committee identifies key races with potential to change party control."", ""Political campaigns often ask for donations to support their efforts."", ""Campaigns may set fundraising goals to reach by certain deadlines."", ""Political candidates often present themselves as aligned with common sense leadership."", ""Campaigns use donations to compete against their opponents' funding."", ""Political campaigns offer multiple donation options to potential contributors."", ""ActBlue Express allows for immediate processing of donations.""]",462,109,0.00462,0.00327,0.00789
"Our opponent, Ron Wright was recently rated the most extreme conservative member of the Texas Congressional Delegation (and that is saying something). Stephen Daniel for Congress Friend, Our opponent, Ron Wright, was recently rated the most extreme conservative member of the Texas Congressional Delegation (and that is saying something). Donate today to help us show #wrightiswrong Looking at Wright’s congressional record, it’s a no-brainer why he’s considered to be part of the far-right. He voted against Americans with preexisting conditions and he sided with the big pharma lobby to keep drug prices high. He has said that women do not deserve equal pay and do not deserve protection from domestic violence. Lastly, he has accepted almost $200,000 in PAC contributions, tying him to corporate interests rather than the will of his constituents. People are tired of extremist politicians. As your congressman, I would vow to fight for everyone in our district instead of special interests and extremist ideas. A donation of $25 will go a long way in helping us bring common sense back to the Texas 6th Thank you from our team, Stephen Daniel for Congress Stephen Daniel grew up in the North Texas town of Itasca, and now goes toe-to-toe with insurance companies, pharmaceutical companies and those who hurt his fellow Texans. He's running to fix what's broken in Congress and represent TX-6. If you’re ready to help Stephen flip this seat, contribute whatever you can now. DONATE Paid for by Stephen Daniel for Congress Stephen Daniel for Congress PO Box 265 Maypearl, TX 76064 United States If you believe you received this message in error or wish to no longer receive email from us, please unsubscribe.",[],430,1,0.0043,3e-05,0.00433
"Are you ready to get out there and vote? Stephen Daniel for Congress 2020 Today is the first day of early voting in Texas! If you already have a plan of where and when you’re going to vote, you can help our campaign contact voters across the district and get them to the polls by rushing $6 to our Get Out the Vote Fund >>> GOTV FUND Team, Get ready to saddle up and vote. If you are a Texas voter, find your polling location here >>> Find your polling location Ron Wright is all hat and no cattle. From healthcare to relief for working families, he’s let us down again and again. It’s time to replace him. Every vote we get is one step closer to affordable and accessible healthcare, getting our economy back on its feet, and building a sustainable and resilient future for our children and grandchildren. Let’s stop the extremism and bring common sense solutions back to Washington. Stephen Daniel CONTRIBUTE ONCE CONTRIBUTE WEEKLY Stephen Daniel is the Democratic Nominee for Congress in TX-06 to unseat Ron Wright. Stephen understands we deserve a leader in Congress who shares that vision: a community where opportunity is available for young and old and where hard work is rewarded. Please join him by making a donation to his campaign today. Paid for by Stephen Daniel for Congress Stephen Daniel for Congress PO Box 265 Maypearl, TX 76064 United States unsubscribe Follow our campaign on Facebook and Twitter today! If you received this email from a friend, click here to get messages from Stephen sent directly to your inbox!","[""Today is the first day of early voting in Texas."", ""Every vote counts towards the outcome of an election."", ""Accessible healthcare is important for a community."", ""A strong economy is beneficial for a country's citizens."", ""Voting is a way to participate in the democratic process.""]",402,64,0.00402,0.00192,0.00594
